district,property_type,property_subtype,area,floor,price_per_sqm,total_price,build_year,transaction_date,property_condition,has_elevator,has_parking,green_ratio,plot_ratio
莲湖区,写字楼,甲级写字楼,493.99,6,31150.38,1538.81,1994,2020-08,差,False,True,0.45,3.15
未央区,写字楼,甲级写字楼,442.42,24,27271.08,1206.53,2005,2020-06,差,False,False,0.32,1.6
未央区,住宅,高档小区,145.25,2,11356.11,164.95,1992,2021-10,优,False,False,0.37,4.31
长安区,写字楼,乙级写字楼,589.05,6,18396.02,1083.63,2017,2022-03,良,False,False,0.35,3.52
雁塔区,商铺,社区商铺,32.34,27,19067.6,61.67,2001,2019-10,中,True,False,0.26,2.6
新城区,商铺,社区商铺,51.87,33,18287.26,94.86,2012,2022-12,中,False,False,0.27,4.05
未央区,住宅,中档小区,98.47,33,13981.47,137.68,1995,2020-10,良,True,False,0.35,3.15
莲湖区,住宅,普通住宅,111.69,5,16185.41,180.78,2014,2019-10,差,False,True,0.26,3.43
曲江新区,写字楼,甲级写字楼,995.69,17,32706.15,3256.51,2023,2023-09,差,False,True,0.3,2.61
长安区,写字楼,甲级写字楼,829.11,20,20779.62,1722.87,2010,2023-05,良,True,False,0.34,3.99
高新区,写字楼,普通写字楼,87.55,4,16755.79,146.69,1994,2019-06,差,False,False,0.45,2.69
雁塔区,商铺,社区商铺,85.93,1,18450.07,158.54,1998,2021-11,良,False,False,0.39,4.17
长安区,写字楼,乙级写字楼,317.39,3,19986.66,634.35,2012,2022-04,差,False,False,0.37,1.88
经开区,住宅,高档小区,173.37,6,11362.52,197.0,1995,2020-03,优,False,True,0.34,1.63
未央区,商铺,商场商铺,130.76,25,25389.64,331.99,2005,2019-08,中,False,False,0.32,4.43
灞桥区,商铺,社区商铺,53.63,14,16360.6,87.75,2011,2023-08,差,False,False,0.42,2.54
灞桥区,住宅,普通住宅,81.16,20,10459.97,84.89,2019,2022-05,良,False,False,0.33,1.66
经开区,商铺,临街商铺,215.52,25,21170.55,456.27,2011,2021-11,差,False,True,0.34,4.07
未央区,写字楼,乙级写字楼,295.32,2,21286.6,628.64,2006,2019-12,良,False,False,0.43,3.85
未央区,商铺,社区商铺,89.45,19,21104.05,188.77,2022,2023-07,优,False,False,0.41,4.34
经开区,商铺,社区商铺,45.28,26,12149.41,55.01,2003,2021-08,中,True,True,0.43,2.83
曲江新区,住宅,中档小区,92.22,9,18729.2,172.71,2012,2020-10,中,False,False,0.44,3.1
新城区,写字楼,乙级写字楼,388.7,15,16963.09,659.36,1998,2020-10,良,False,False,0.3,4.24
碑林区,住宅,高档小区,110.84,21,31225.83,346.11,2015,2023-01,良,False,False,0.37,1.58
未央区,商铺,社区商铺,149.54,27,16274.15,243.36,2006,2019-01,差,False,True,0.35,1.99
曲江新区,写字楼,甲级写字楼,712.09,16,36411.67,2592.84,2013,2020-12,差,True,False,0.44,2.01
灞桥区,写字楼,甲级写字楼,949.59,25,20460.04,1942.86,1997,2021-03,优,False,True,0.32,3.28
长安区,写字楼,普通写字楼,456.62,5,15360.74,701.41,2020,2023-03,差,False,True,0.25,2.33
高新区,住宅,高档小区,144.33,15,23309.31,336.42,1997,2020-02,差,False,False,0.26,1.83
新城区,写字楼,乙级写字楼,426.23,10,18509.05,788.9,2002,2020-09,差,False,False,0.26,1.65
未央区,住宅,中档小区,97.55,6,11199.78,109.26,2003,2020-04,良,False,False,0.42,1.7
未央区,写字楼,乙级写字楼,354.09,1,14147.52,500.95,2005,2019-01,良,False,True,0.28,3.57
经开区,住宅,中档小区,121.39,18,15751.49,191.21,1995,2022-09,优,True,True,0.36,2.96
高新区,写字楼,普通写字楼,101.56,4,19200.46,195.0,2014,2022-11,良,False,True,0.45,4.05
经开区,商铺,商场商铺,164.1,8,24729.18,405.8,2003,2019-04,中,False,False,0.35,2.27
灞桥区,商铺,临街商铺,295.6,10,18990.78,561.37,1992,2019-04,优,True,True,0.37,3.22
高新区,住宅,普通住宅,109.35,22,10769.62,117.77,2000,2019-12,差,True,False,0.42,3.82
莲湖区,商铺,商场商铺,142.8,33,31322.69,447.29,2022,2022-06,差,True,False,0.37,3.05
未央区,写字楼,普通写字楼,247.56,26,15407.47,381.43,1993,2019-09,差,True,False,0.38,2.7
灞桥区,商铺,临街商铺,256.46,4,17756.8,455.39,2018,2022-10,良,False,False,0.33,1.96
新城区,住宅,高档小区,188.52,3,17548.8,330.82,2020,2022-04,优,False,True,0.32,3.59
碑林区,住宅,普通住宅,82.95,1,15563.85,129.1,1992,2021-01,中,False,False,0.36,3.83
新城区,商铺,临街商铺,282.56,7,24331.83,687.52,2013,2020-05,中,False,False,0.3,1.71
灞桥区,商铺,商场商铺,113.62,2,20390.48,231.67,2017,2021-02,中,False,False,0.31,2.19
长安区,住宅,高档小区,173.41,26,15133.03,262.43,2018,2020-05,差,False,False,0.31,4.26
高新区,商铺,社区商铺,33.7,2,22327.82,75.23,2021,2023-12,差,False,True,0.25,2.22
曲江新区,住宅,普通住宅,93.26,2,15362.61,143.28,2005,2019-05,良,False,False,0.44,3.19
高新区,商铺,社区商铺,108.0,2,23776.89,256.8,2009,2021-04,中,False,True,0.43,1.81
经开区,商铺,临街商铺,184.27,3,18537.15,341.59,2014,2021-05,优,False,False,0.28,3.33
曲江新区,住宅,高档小区,187.94,17,22444.59,421.83,2023,2023-12,优,False,False,0.32,3.2
新城区,商铺,临街商铺,248.39,32,26277.58,652.7,2004,2023-11,优,False,True,0.35,3.62
雁塔区,商铺,商场商铺,88.3,4,44234.02,390.58,2005,2021-11,差,False,False,0.44,3.25
碑林区,商铺,社区商铺,105.01,10,27754.3,291.43,2001,2022-08,良,True,False,0.25,2.79
长安区,写字楼,普通写字楼,333.74,15,11610.08,387.48,1990,2023-08,差,False,True,0.39,1.79
长安区,住宅,普通住宅,60.44,26,10430.25,63.04,2014,2023-08,优,False,True,0.29,1.83
高新区,住宅,普通住宅,88.62,4,10569.42,93.67,1992,2019-10,优,False,True,0.42,3.07
曲江新区,住宅,普通住宅,98.89,15,13559.42,134.09,1998,2021-01,中,True,False,0.29,3.65
新城区,写字楼,乙级写字楼,747.61,5,19460.21,1454.86,2021,2021-09,良,False,True,0.31,3.22
莲湖区,写字楼,普通写字楼,493.77,1,20513.34,1012.88,2013,2019-05,中,False,False,0.38,3.79
雁塔区,商铺,社区商铺,40.86,9,14774.23,60.37,2004,2023-10,中,False,True,0.36,1.69
经开区,商铺,商场商铺,86.87,1,23031.16,200.08,2022,2022-02,差,False,True,0.32,1.91
经开区,住宅,中档小区,85.04,22,9384.88,79.81,1997,2021-12,差,False,True,0.31,2.99
雁塔区,商铺,商场商铺,187.75,17,31822.9,597.49,1990,2021-08,良,True,True,0.32,1.88
碑林区,写字楼,乙级写字楼,796.98,6,23586.36,1879.78,1991,2023-09,良,False,False,0.26,2.66
经开区,商铺,商场商铺,176.66,2,18484.79,326.56,2000,2020-11,中,False,False,0.4,3.13
莲湖区,住宅,中档小区,129.85,3,16082.5,208.83,2009,2023-10,优,False,True,0.33,2.56
未央区,写字楼,甲级写字楼,561.57,7,26277.01,1475.63,2011,2019-04,中,False,False,0.29,3.85
莲湖区,商铺,临街商铺,226.73,14,28651.91,649.61,1992,2020-07,优,False,True,0.3,4.12
莲湖区,商铺,社区商铺,61.5,16,17513.53,107.7,2006,2020-10,优,False,False,0.31,2.42
灞桥区,写字楼,普通写字楼,321.58,30,8152.1,262.16,2004,2023-04,良,False,False,0.41,2.58
新城区,商铺,商场商铺,147.56,2,34848.08,514.21,1995,2020-06,差,False,True,0.43,4.17
灞桥区,住宅,普通住宅,83.67,32,10472.53,87.63,2015,2019-10,差,True,False,0.4,3.82
曲江新区,商铺,商场商铺,135.41,31,43698.61,591.71,2016,2023-07,中,False,False,0.26,2.13
经开区,写字楼,乙级写字楼,545.63,13,22820.5,1245.15,2018,2022-10,差,False,True,0.43,3.58
灞桥区,商铺,商场商铺,168.84,14,21299.77,359.63,1999,2021-03,良,True,False,0.4,2.5
未央区,商铺,临街商铺,111.83,13,25910.95,289.76,1995,2021-08,中,True,True,0.33,4.49
经开区,商铺,临街商铺,121.32,30,27484.22,333.43,2019,2023-10,优,True,True,0.29,3.38
经开区,写字楼,普通写字楼,310.99,5,12879.97,400.55,2018,2020-08,差,False,False,0.37,2.38
雁塔区,住宅,中档小区,91.73,14,21295.47,195.33,2012,2019-01,优,True,True,0.27,1.84
灞桥区,住宅,普通住宅,104.62,13,9739.1,101.89,1997,2023-10,差,True,True,0.39,2.29
碑林区,商铺,商场商铺,156.03,32,36711.99,572.83,1992,2021-04,优,False,True,0.31,4.21
长安区,写字楼,甲级写字楼,357.4,12,19404.72,693.53,1998,2023-01,优,False,False,0.36,2.66
未央区,写字楼,甲级写字楼,353.47,7,18724.58,661.85,2007,2019-01,差,False,True,0.35,2.96
未央区,商铺,商场商铺,131.41,26,41493.06,545.27,2014,2023-01,优,False,True,0.33,1.96
碑林区,住宅,高档小区,100.8,29,26608.61,268.22,2005,2023-11,中,True,True,0.34,2.27
雁塔区,写字楼,普通写字楼,131.0,15,12459.15,163.21,1994,2023-04,差,False,True,0.3,2.32
新城区,写字楼,普通写字楼,109.89,18,13954.99,153.35,2014,2020-06,良,True,True,0.38,3.88
灞桥区,住宅,普通住宅,96.86,26,9800.61,94.93,2014,2021-09,优,False,True,0.37,4.21
长安区,住宅,中档小区,145.09,2,14328.82,207.9,2014,2021-01,良,False,False,0.39,2.36
新城区,商铺,商场商铺,147.55,16,35637.59,525.83,2001,2021-05,优,False,False,0.41,4.39
经开区,住宅,中档小区,148.54,13,13968.77,207.49,1999,2022-02,中,True,True,0.27,3.61
碑林区,商铺,临街商铺,60.04,33,31207.15,187.37,1993,2021-11,优,False,True,0.37,4.14
灞桥区,住宅,普通住宅,115.01,1,8787.52,101.07,2013,2023-08,中,False,True,0.39,3.99
碑林区,住宅,中档小区,139.58,17,29456.11,411.14,2022,2022-01,差,False,True,0.33,2.24
灞桥区,住宅,中档小区,94.24,15,11107.51,104.68,2008,2022-10,良,False,False,0.35,3.12
莲湖区,写字楼,甲级写字楼,460.0,3,19884.36,914.69,2011,2019-06,良,False,False,0.28,2.75
灞桥区,商铺,临街商铺,65.18,32,17204.23,112.13,2020,2022-10,中,True,False,0.31,2.72
莲湖区,商铺,商场商铺,77.19,12,30655.5,236.62,1999,2020-07,优,True,True,0.28,3.91
高新区,住宅,普通住宅,82.29,24,14665.64,120.69,2012,2019-07,良,True,False,0.31,3.28
经开区,住宅,中档小区,80.38,31,11845.46,95.21,2001,2020-12,差,False,True,0.42,2.89
莲湖区,住宅,中档小区,72.16,16,17227.01,124.31,2012,2023-03,差,True,False,0.4,3.56
高新区,住宅,高档小区,138.62,18,20201.68,280.03,2011,2021-12,优,True,True,0.3,3.32
未央区,商铺,临街商铺,64.63,26,17432.65,112.67,1996,2020-08,良,True,True,0.29,2.44
新城区,商铺,临街商铺,218.77,1,22775.14,498.24,2013,2021-01,优,False,True,0.33,2.41
高新区,商铺,社区商铺,118.55,6,26804.98,317.77,2009,2023-12,中,False,False,0.42,3.21
长安区,写字楼,乙级写字楼,111.96,9,13967.79,156.39,1994,2022-01,良,True,True,0.41,3.51
雁塔区,住宅,高档小区,139.06,16,24960.02,347.09,2014,2021-06,中,False,False,0.44,3.97
碑林区,住宅,中档小区,87.48,17,24825.63,217.17,1994,2021-02,优,False,True,0.43,2.24
长安区,商铺,社区商铺,103.24,33,16575.29,171.13,2014,2021-11,差,True,False,0.33,3.33
未央区,商铺,临街商铺,120.54,16,28394.59,342.26,2014,2019-01,优,True,False,0.35,3.9
新城区,写字楼,普通写字楼,80.61,1,17295.15,139.42,2008,2023-03,良,False,False,0.32,3.31
高新区,写字楼,普通写字楼,289.57,2,17412.83,504.23,2018,2022-09,中,False,True,0.29,1.74
长安区,商铺,临街商铺,272.4,6,20132.25,548.39,2019,2021-12,中,False,False,0.3,1.51
雁塔区,商铺,临街商铺,108.58,1,32740.88,355.49,2011,2021-03,差,False,False,0.34,4.24
灞桥区,商铺,商场商铺,54.36,26,21908.32,119.1,1999,2021-12,优,False,True,0.31,3.38
雁塔区,写字楼,甲级写字楼,566.35,3,25709.87,1456.09,2014,2022-01,优,False,False,0.33,3.04
莲湖区,商铺,临街商铺,67.6,22,28695.04,193.98,2018,2022-11,良,True,True,0.37,3.46
碑林区,商铺,商场商铺,67.44,12,33491.55,225.87,2006,2019-05,中,False,False,0.41,2.5
曲江新区,商铺,社区商铺,149.12,26,19286.07,287.6,2002,2022-04,差,False,True,0.35,1.59
碑林区,写字楼,普通写字楼,443.8,16,25276.27,1121.77,2009,2020-11,差,False,False,0.39,2.54
曲江新区,住宅,普通住宅,102.05,23,12819.63,130.83,2001,2022-05,优,True,True,0.3,1.96
经开区,住宅,高档小区,181.98,7,16954.24,308.53,1993,2021-03,差,False,False,0.41,4.15
高新区,住宅,普通住宅,87.17,29,14640.87,127.62,2012,2021-04,优,True,False,0.35,3.07
莲湖区,商铺,商场商铺,145.3,4,32591.2,473.54,1996,2021-01,良,False,False,0.33,3.01
莲湖区,写字楼,乙级写字楼,164.81,6,22915.85,377.68,1997,2019-02,良,False,True,0.26,3.3
未央区,住宅,中档小区,95.99,5,11612.48,111.47,1990,2021-12,优,False,True,0.32,4.38
雁塔区,商铺,商场商铺,135.41,7,41495.88,561.9,2015,2019-07,优,False,True,0.28,1.67
莲湖区,商铺,商场商铺,97.8,9,35479.16,346.97,2001,2022-02,差,False,False,0.39,2.45
曲江新区,写字楼,普通写字楼,353.23,5,22467.02,793.59,2018,2022-01,优,False,False,0.32,3.89
新城区,商铺,临街商铺,203.14,22,24012.27,487.77,2002,2020-01,差,True,True,0.42,2.18
莲湖区,住宅,普通住宅,78.97,14,15371.1,121.39,2010,2023-11,中,False,False,0.39,2.97
高新区,写字楼,乙级写字楼,622.61,21,20978.12,1306.12,2008,2021-10,优,True,False,0.32,3.47
经开区,住宅,中档小区,99.53,10,13166.32,131.04,2022,2022-05,优,False,False,0.33,4.36
长安区,商铺,社区商铺,91.89,27,11842.97,108.83,1997,2020-11,中,False,False,0.27,3.31
碑林区,商铺,临街商铺,184.39,5,34415.4,634.6,2012,2021-01,中,False,False,0.32,4.24
灞桥区,写字楼,普通写字楼,247.93,15,11830.02,293.3,2004,2023-03,良,False,False,0.45,2.52
碑林区,商铺,社区商铺,135.71,12,17745.05,240.82,2005,2021-06,差,False,True,0.45,2.86
碑林区,写字楼,甲级写字楼,678.94,2,47080.1,3196.44,2014,2020-07,优,False,True,0.44,3.78
碑林区,商铺,社区商铺,126.75,33,24846.87,314.94,2012,2023-11,优,True,False,0.38,2.13
长安区,住宅,中档小区,109.58,4,15072.53,165.17,2023,2023-01,中,False,True,0.33,4.15
灞桥区,写字楼,乙级写字楼,698.61,18,20045.5,1400.4,2013,2020-05,差,False,True,0.41,3.06
雁塔区,写字楼,乙级写字楼,798.54,12,32463.33,2592.33,2023,2023-10,差,False,True,0.25,3.87
曲江新区,商铺,商场商铺,47.13,16,26744.38,126.05,2000,2020-06,良,False,False,0.35,3.89
曲江新区,写字楼,甲级写字楼,791.33,29,21881.89,1731.58,2002,2021-04,良,True,False,0.42,2.27
未央区,住宅,中档小区,117.58,8,17948.6,211.05,2011,2019-01,中,False,False,0.26,4.45
新城区,写字楼,普通写字楼,189.68,27,20712.51,392.87,2012,2020-03,优,True,True,0.26,2.64
雁塔区,写字楼,甲级写字楼,343.91,9,37994.68,1306.68,1990,2019-09,优,True,True,0.44,3.53
曲江新区,住宅,中档小区,91.59,2,24170.73,221.37,2023,2023-01,良,False,True,0.25,2.63
长安区,住宅,普通住宅,75.34,30,11872.51,89.44,2014,2022-09,优,True,False,0.4,3.63
曲江新区,住宅,中档小区,96.16,16,20265.36,194.88,2004,2023-11,中,True,False,0.42,1.5
莲湖区,商铺,临街商铺,181.74,15,19683.18,357.72,1993,2019-09,优,False,True,0.42,3.9
曲江新区,写字楼,普通写字楼,350.83,6,17645.56,619.06,2006,2021-06,优,False,False,0.36,3.17
新城区,写字楼,甲级写字楼,820.29,7,24103.02,1977.14,1992,2022-11,差,False,True,0.31,3.26
曲江新区,住宅,高档小区,158.58,1,30466.04,483.14,2003,2023-05,中,False,True,0.31,2.58
雁塔区,商铺,商场商铺,153.89,27,40355.59,621.01,2014,2021-02,中,True,True,0.44,3.71
长安区,商铺,商场商铺,163.36,30,29572.5,483.1,2013,2020-01,中,True,True,0.38,4.5
灞桥区,商铺,社区商铺,46.21,11,11369.06,52.54,2004,2019-02,优,True,True,0.36,1.94
未央区,住宅,中档小区,84.09,14,13080.38,109.99,2008,2023-08,中,True,True,0.29,2.35
经开区,住宅,普通住宅,70.41,30,7312.03,51.48,2012,2020-07,优,True,False,0.36,3.09
经开区,住宅,高档小区,130.02,2,13955.93,181.46,2000,2023-05,中,False,True,0.42,1.56
经开区,住宅,普通住宅,64.08,7,12082.41,77.43,1995,2023-02,良,False,True,0.32,2.02
曲江新区,住宅,高档小区,114.82,6,26550.95,304.85,2004,2020-04,差,False,False,0.42,3.32
经开区,商铺,社区商铺,110.76,24,13373.9,148.13,1998,2023-03,良,True,False,0.43,3.83
未央区,写字楼,普通写字楼,286.92,15,17647.0,506.33,2005,2020-07,差,True,False,0.32,2.54
未央区,住宅,高档小区,131.65,11,16396.42,215.86,2000,2021-12,优,False,True,0.45,2.3
灞桥区,住宅,普通住宅,71.27,15,11125.52,79.3,1999,2023-11,优,False,True,0.4,2.26
曲江新区,住宅,中档小区,128.48,14,22377.39,287.5,1998,2020-10,优,True,True,0.25,1.72
曲江新区,住宅,高档小区,187.01,12,21574.87,403.47,2001,2020-03,差,False,True,0.25,2.36
经开区,住宅,普通住宅,72.05,11,7620.62,54.9,1999,2020-07,中,True,False,0.42,3.88
经开区,写字楼,甲级写字楼,889.85,8,28537.35,2539.38,2018,2020-01,差,False,False,0.34,3.87
未央区,写字楼,普通写字楼,362.22,31,15236.48,551.9,2019,2019-09,优,True,True,0.29,4.25
未央区,商铺,商场商铺,188.19,8,33533.56,631.06,1997,2021-12,中,True,True,0.41,1.85
新城区,住宅,普通住宅,64.85,2,15119.94,98.05,2008,2023-07,中,False,True,0.28,1.71
曲江新区,商铺,临街商铺,154.96,14,36517.91,565.88,2023,2023-09,差,True,True,0.36,1.67
高新区,住宅,普通住宅,102.89,12,15169.53,156.08,2014,2020-03,中,True,True,0.35,3.79
曲江新区,商铺,商场商铺,164.5,8,49327.08,811.44,2015,2023-07,差,True,True,0.28,3.51
莲湖区,住宅,高档小区,181.52,25,23351.78,423.89,2011,2021-01,差,False,False,0.44,2.72
曲江新区,住宅,高档小区,160.23,5,32192.88,515.81,2020,2020-02,中,False,False,0.32,4.02
新城区,住宅,普通住宅,80.32,30,19371.01,155.58,2023,2023-12,优,True,False,0.43,4.01
高新区,住宅,高档小区,167.39,17,24746.28,414.23,2014,2020-04,中,True,True,0.41,1.55
曲江新区,写字楼,普通写字楼,209.75,27,23304.76,488.82,2017,2023-12,中,False,True,0.44,3.84
未央区,写字楼,普通写字楼,154.16,20,14280.75,220.15,2012,2020-09,优,True,True,0.39,3.76
灞桥区,住宅,普通住宅,81.29,8,10185.04,82.8,2000,2023-02,优,True,True,0.31,2.9
灞桥区,商铺,商场商铺,66.62,4,28850.7,192.2,2018,2022-08,差,False,True,0.35,3.22
长安区,住宅,高档小区,171.49,13,12415.92,212.93,1995,2021-08,差,False,False,0.33,3.48
碑林区,住宅,高档小区,198.71,1,25938.84,515.42,1993,2022-03,差,False,True,0.31,2.22
新城区,商铺,社区商铺,44.45,13,21166.35,94.09,2012,2022-03,良,False,False,0.39,2.82
雁塔区,住宅,高档小区,92.24,21,19921.64,183.77,2002,2021-09,良,True,True,0.26,3.37
新城区,写字楼,普通写字楼,350.16,20,20071.14,702.81,2018,2023-12,中,False,False,0.39,3.54
长安区,商铺,商场商铺,108.71,13,25779.01,280.23,1997,2023-06,优,True,True,0.31,1.71
高新区,住宅,中档小区,114.09,22,15660.32,178.66,1994,2022-02,差,False,False,0.27,3.01
高新区,商铺,社区商铺,88.4,19,26054.62,230.33,2014,2023-08,良,True,False,0.36,3.79
高新区,写字楼,甲级写字楼,202.65,25,29484.17,597.5,2009,2021-11,良,False,True,0.36,2.45
雁塔区,商铺,临街商铺,227.77,27,22904.9,521.71,1994,2022-05,差,True,True,0.35,4.23
长安区,住宅,高档小区,143.79,4,20126.86,289.4,2017,2023-07,中,False,False,0.3,2.88
经开区,住宅,中档小区,103.55,7,15555.58,161.08,2002,2021-09,差,False,True,0.32,3.43
高新区,商铺,临街商铺,292.74,28,37995.52,1112.27,2004,2019-01,差,False,False,0.32,2.54
曲江新区,写字楼,乙级写字楼,124.12,32,24384.83,302.67,2005,2022-03,良,False,True,0.33,2.67
长安区,商铺,商场商铺,100.65,3,22509.21,226.56,1994,2022-10,中,False,False,0.33,2.85
曲江新区,商铺,商场商铺,122.06,15,39422.92,481.21,1992,2020-10,良,False,False,0.27,2.34
新城区,商铺,社区商铺,75.56,29,20918.76,158.06,2018,2019-02,优,False,True,0.34,2.25
长安区,商铺,社区商铺,116.14,4,12314.61,143.02,1990,2021-08,差,False,True,0.37,3.31
经开区,商铺,社区商铺,83.89,11,15446.5,129.57,2010,2021-11,中,True,False,0.37,3.84
高新区,住宅,普通住宅,85.35,1,12019.0,102.58,1998,2022-10,中,False,True,0.39,2.82
曲江新区,商铺,社区商铺,144.05,28,17649.47,254.24,1998,2020-02,差,True,True,0.31,3.22
莲湖区,住宅,中档小区,141.16,27,12029.04,169.8,1995,2021-10,优,False,False,0.42,1.95
灞桥区,住宅,中档小区,118.34,1,14923.38,176.61,2019,2019-03,差,False,False,0.25,2.82
新城区,写字楼,普通写字楼,402.56,1,24609.51,990.69,2015,2021-07,中,False,False,0.4,1.61
未央区,商铺,社区商铺,116.62,15,14925.44,174.06,2022,2022-07,中,True,False,0.36,3.37
新城区,住宅,高档小区,104.92,19,30369.09,318.63,2019,2023-02,差,True,True,0.37,2.67
高新区,写字楼,普通写字楼,375.54,31,18121.08,680.53,2019,2020-04,优,False,False,0.43,3.6
碑林区,写字楼,乙级写字楼,472.83,4,34624.37,1637.15,2016,2023-10,中,False,False,0.43,3.3
碑林区,写字楼,甲级写字楼,365.51,4,39156.72,1431.23,2022,2023-12,良,False,False,0.32,4.38
未央区,写字楼,甲级写字楼,517.13,32,19273.46,996.69,1994,2019-09,中,True,False,0.37,3.19
碑林区,住宅,普通住宅,88.2,17,14601.69,128.79,1996,2020-03,差,False,True,0.3,4.06
灞桥区,住宅,中档小区,110.96,5,14678.77,162.87,2015,2022-11,差,False,False,0.43,1.68
碑林区,商铺,临街商铺,202.82,3,27128.23,550.22,2013,2021-10,差,False,False,0.42,1.59
经开区,商铺,社区商铺,148.04,31,11394.9,168.69,1995,2022-12,中,False,True,0.43,4.41
曲江新区,商铺,社区商铺,76.59,3,22459.02,172.02,2008,2022-05,优,False,False,0.27,2.1
曲江新区,写字楼,甲级写字楼,676.95,10,31193.94,2111.67,2022,2023-12,中,True,False,0.41,2.46
莲湖区,商铺,临街商铺,120.66,10,31129.08,375.61,2017,2021-06,优,True,True,0.4,3.78
莲湖区,住宅,高档小区,194.74,32,21641.57,421.45,2014,2019-03,良,True,True,0.33,3.09
曲江新区,住宅,高档小区,152.89,1,19199.58,293.55,2008,2022-09,优,False,True,0.45,4.14
莲湖区,写字楼,普通写字楼,482.21,26,15843.84,764.01,2020,2020-09,中,False,False,0.25,2.09
经开区,住宅,普通住宅,97.93,19,11705.0,114.63,2004,2021-02,优,True,True,0.34,3.42
长安区,写字楼,甲级写字楼,720.03,3,22499.34,1620.02,2006,2020-01,优,False,False,0.28,4.13
高新区,写字楼,乙级写字楼,219.34,7,18699.44,410.16,2002,2021-05,差,False,False,0.42,3.14
高新区,商铺,社区商铺,137.42,11,29803.66,409.56,2023,2023-09,中,False,True,0.37,1.56
碑林区,写字楼,乙级写字楼,344.33,5,23822.08,820.26,1999,2021-12,良,False,True,0.29,2.04
碑林区,商铺,临街商铺,134.57,26,29844.1,401.6,2001,2022-08,中,True,False,0.36,3.62
长安区,住宅,中档小区,114.97,1,12282.26,141.21,1998,2020-11,良,False,False,0.29,3.41
灞桥区,写字楼,乙级写字楼,257.44,1,14471.19,372.54,2005,2022-10,差,False,True,0.43,3.27
曲江新区,住宅,普通住宅,115.84,17,21547.59,249.6,2019,2021-07,中,True,True,0.26,3.02
碑林区,写字楼,乙级写字楼,377.99,12,24184.44,914.15,1999,2020-09,良,True,True,0.37,1.77
长安区,住宅,高档小区,136.61,31,11993.62,163.84,1994,2019-11,差,False,False,0.3,1.51
未央区,住宅,高档小区,122.37,22,18725.53,229.15,2015,2022-09,良,False,False,0.4,3.23
碑林区,商铺,商场商铺,103.46,3,49569.85,512.84,2003,2021-04,优,False,False,0.29,3.62
长安区,住宅,普通住宅,65.57,27,11576.6,75.91,2010,2021-01,差,False,False,0.36,1.8
碑林区,住宅,普通住宅,106.31,18,13155.23,139.85,1997,2019-10,差,True,False,0.37,2.22
碑林区,住宅,普通住宅,65.79,23,19323.47,127.13,2019,2022-09,差,False,True,0.44,3.83
高新区,住宅,普通住宅,106.27,5,14624.64,155.41,2022,2023-05,差,False,False,0.43,1.57
雁塔区,商铺,临街商铺,163.61,1,36180.47,591.97,2020,2020-11,中,False,True,0.34,2.32
曲江新区,商铺,社区商铺,99.82,12,25011.06,249.66,2006,2020-03,中,True,False,0.41,3.96
新城区,住宅,中档小区,96.14,13,17227.16,165.62,2015,2022-12,优,False,True,0.42,3.84
雁塔区,写字楼,乙级写字楼,403.38,1,22001.91,887.51,2014,2022-08,差,False,False,0.28,2.79
高新区,住宅,中档小区,139.28,6,15698.82,218.65,1998,2023-08,中,False,False,0.27,3.14
碑林区,住宅,普通住宅,113.58,32,22448.7,254.96,2003,2020-07,差,True,False,0.4,4.39
莲湖区,写字楼,普通写字楼,468.6,27,14550.44,681.83,2007,2022-07,优,True,False,0.32,3.83
雁塔区,商铺,商场商铺,67.4,11,43073.28,290.3,2015,2020-08,优,False,False,0.44,2.69
曲江新区,写字楼,甲级写字楼,238.86,26,29795.6,711.71,2005,2020-06,差,True,False,0.3,4.01
雁塔区,商铺,商场商铺,105.48,18,30776.44,324.64,2002,2019-04,优,True,False,0.4,3.08
长安区,写字楼,乙级写字楼,119.05,5,14329.3,170.6,2000,2020-01,良,False,True,0.31,1.7
雁塔区,住宅,中档小区,88.39,8,16996.72,150.24,2002,2022-08,中,True,False,0.33,3.58
灞桥区,住宅,普通住宅,79.4,31,8029.07,63.75,2015,2021-11,良,False,True,0.4,3.48
灞桥区,写字楼,普通写字楼,129.8,8,14986.59,194.53,2003,2021-11,优,False,False,0.28,3.32
灞桥区,商铺,社区商铺,57.04,1,15368.21,87.66,2005,2021-01,差,False,True,0.35,2.72
雁塔区,住宅,高档小区,187.34,7,22038.78,412.89,2012,2022-01,中,False,True,0.41,3.91
新城区,商铺,临街商铺,106.69,25,28266.21,301.56,2021,2023-05,中,True,False,0.27,4.31
曲江新区,写字楼,普通写字楼,101.56,12,16514.49,167.72,2013,2020-09,良,False,False,0.4,2.4
雁塔区,住宅,高档小区,96.44,4,28412.79,274.0,2011,2023-09,中,False,True,0.41,2.46
碑林区,住宅,普通住宅,93.87,23,20920.65,196.38,2009,2020-07,中,True,True,0.42,3.0
曲江新区,商铺,社区商铺,43.27,31,21800.07,94.32,2018,2022-03,中,False,False,0.31,3.3
莲湖区,写字楼,乙级写字楼,726.85,23,26144.66,1900.33,1994,2021-04,中,False,True,0.28,3.65
雁塔区,写字楼,甲级写字楼,438.09,26,34975.42,1532.22,1998,2021-12,优,True,False,0.32,2.78
莲湖区,住宅,普通住宅,62.24,12,8690.54,54.09,2000,2022-09,中,False,True,0.29,2.82
