district,enterprise_type,register_date,registered_capital,employee_count,development_stage,is_active,annual_revenue,annual_profit,patent_count,rd_investment_ratio,has_foreign_investment,is_listed,tax_contribution
高新区,金融服务,2022-06-02,21168.21,195,初创期,True,28710.61,-1456.87,3,0.0245,True,False,3839.63
未央区,制造业,2021-05-07,6366.99,887,成熟期,True,24270.54,5359.6,2,0.0435,True,True,2539.78
新城区,制造业,2023-09-12,10548.38,150,成熟期,False,40831.09,9428.13,3,0.0378,True,True,3365.08
碑林区,文化创意,2023-01-27,1732.74,21,成熟期,True,7076.15,1701.59,18,0.0893,False,False,900.67
曲江新区,文化创意,2021-03-22,1888.02,38,成熟期,True,6384.7,1519.61,2,0.129,True,False,366.69
长安区,制造业,2022-02-10,12597.9,868,成长期,True,20676.19,2224.91,1,0.0233,True,True,2690.92
未央区,金融服务,2019-05-20,1264.01,278,成长期,True,1990.77,204.87,0,0.0317,False,False,173.69
莲湖区,文化创意,2023-05-18,803.37,30,初创期,True,1116.99,-170.6,15,0.1318,False,False,61.53
雁塔区,文化创意,2022-05-07,949.6,91,成长期,False,1845.13,315.56,4,0.1106,False,False,192.62
碑林区,文化创意,2023-09-14,1517.21,33,初创期,True,2087.27,-65.01,7,0.108,False,False,254.53
碑林区,金融服务,2020-10-22,5680.84,207,成熟期,True,27633.91,7133.29,4,0.0397,True,False,1625.08
雁塔区,科技企业,2023-05-15,4480.68,122,成长期,True,11809.98,2042.87,13,0.0848,False,True,935.75
雁塔区,科技企业,2021-02-06,5829.72,495,成熟期,True,24641.99,6550.7,13,0.1016,False,False,2901.41
雁塔区,科技企业,2019-05-17,9760.86,116,成长期,True,15583.2,3091.54,7,0.1419,False,False,1815.76
碑林区,金融服务,2020-05-19,38424.66,283,初创期,True,26508.66,-4034.14,4,0.0285,True,True,2897.47
高新区,科技企业,2019-07-30,8571.3,429,成长期,True,13815.34,2114.13,8,0.1334,True,False,1189.93
碑林区,文化创意,2021-09-24,387.88,13,成长期,True,1054.22,117.22,11,0.0726,True,False,148.83
莲湖区,文化创意,2020-11-01,164.13,7,成长期,False,472.61,75.95,8,0.1477,False,False,48.47
曲江新区,文化创意,2020-10-14,1142.02,17,初创期,True,700.42,-20.09,14,0.1211,True,False,71.56
未央区,制造业,2023-03-25,19292.55,519,成长期,True,52363.94,9830.05,1,0.0493,False,False,5756.28
雁塔区,科技企业,2021-11-26,8034.1,264,初创期,True,4932.87,387.34,2,0.0635,True,False,531.24
碑林区,文化创意,2020-10-12,183.59,46,初创期,True,192.45,-22.73,9,0.1227,False,False,20.68
碑林区,金融服务,2022-10-13,16349.29,175,成熟期,True,53090.54,11188.0,1,0.0383,False,True,3365.31
长安区,制造业,2020-08-14,15195.02,184,初创期,True,16035.64,-2716.17,3,0.0355,True,True,1319.4
碑林区,文化创意,2023-04-26,1957.1,63,成长期,True,4782.85,526.58,2,0.0559,False,False,258.01
雁塔区,文化创意,2022-08-17,548.79,8,成长期,True,1051.09,197.11,9,0.1155,True,False,136.15
碑林区,商贸服务,2019-06-15,2775.6,146,成熟期,True,12317.95,2925.66,5,0.0244,True,False,1321.19
曲江新区,文化创意,2020-04-09,236.55,21,转型期,True,888.88,104.73,2,0.0755,True,False,49.27
莲湖区,商贸服务,2022-04-07,955.88,59,成熟期,True,3557.67,819.59,4,0.0103,True,False,199.5
新城区,商贸服务,2021-11-08,1635.79,49,成长期,True,3880.68,628.73,0,0.0325,False,False,265.45
高新区,科技企业,2023-06-06,5895.55,50,转型期,False,16466.83,2192.51,17,0.1192,True,False,1428.0
新城区,商贸服务,2023-12-20,2301.6,187,成长期,True,4265.86,763.71,0,0.0264,False,False,323.83
灞桥区,文化创意,2020-12-17,1718.72,43,成长期,False,2606.96,503.76,16,0.1094,True,False,212.33
未央区,制造业,2020-10-30,816.02,383,成长期,True,1570.17,173.86,3,0.0149,True,False,158.41
曲江新区,文化创意,2022-09-19,1503.31,9,成熟期,False,5594.35,1178.2,4,0.1049,False,False,474.79
雁塔区,商贸服务,2021-06-23,4438.46,36,初创期,True,2368.73,-47.73,5,0.035,False,False,182.57
高新区,金融服务,2022-07-05,29057.23,229,成熟期,True,118238.11,18590.75,3,0.0266,True,False,15877.9
莲湖区,商贸服务,2021-08-12,2222.98,104,成熟期,True,8593.54,1498.11,2,0.0109,True,False,1278.46
未央区,制造业,2021-06-06,8351.36,1013,成长期,True,24432.92,3831.53,2,0.0132,True,False,1738.41
碑林区,金融服务,2019-09-06,15724.03,292,初创期,True,22392.97,535.42,0,0.0422,False,False,1995.03
新城区,商贸服务,2020-05-04,327.22,34,成熟期,True,1393.18,399.03,0,0.0276,False,False,191.86
高新区,金融服务,2021-10-15,5133.18,53,成熟期,True,18098.56,3376.58,5,0.0403,True,True,2453.73
灞桥区,金融服务,2023-09-05,24299.03,167,初创期,True,25858.83,-2561.42,3,0.0385,False,False,2014.1
经开区,科技企业,2019-09-28,115.64,353,成长期,True,303.0,52.92,1,0.1107,False,False,24.57
新城区,商贸服务,2021-07-22,1667.86,42,初创期,False,2222.77,-219.43,3,0.0456,False,False,277.39
经开区,金融服务,2021-03-09,36195.86,228,成熟期,True,136055.94,35664.06,0,0.0363,True,True,12885.46
雁塔区,文化创意,2020-07-31,907.99,60,成长期,True,2027.36,354.38,1,0.0716,False,False,209.93
雁塔区,科技企业,2022-05-23,230.09,231,成长期,True,455.53,59.0,1,0.1022,False,False,51.56
雁塔区,文化创意,2021-05-27,124.8,27,初创期,True,93.58,-1.19,2,0.1205,True,False,12.89
经开区,科技企业,2020-12-15,8773.06,182,转型期,True,23725.53,1268.65,18,0.0964,False,False,2497.19
新城区,商贸服务,2021-01-11,2842.88,190,初创期,True,2028.91,-127.5,0,0.0354,False,False,275.37
雁塔区,科技企业,2020-11-18,6324.29,480,初创期,False,5345.06,467.83,14,0.1475,True,False,611.33
雁塔区,科技企业,2022-04-21,166.11,198,成长期,True,314.02,55.63,16,0.0764,False,False,27.25
曲江新区,制造业,2023-08-16,12076.25,761,初创期,False,11784.06,-341.73,4,0.0321,True,False,1526.86
未央区,科技企业,2023-06-10,903.5,407,初创期,True,777.03,51.53,2,0.1413,True,False,51.56
曲江新区,文化创意,2021-04-10,317.55,85,初创期,False,350.01,-18.01,10,0.0977,True,False,22.71
新城区,制造业,2019-07-07,16338.16,1965,成熟期,True,55072.5,10248.42,3,0.0473,True,True,2861.09
高新区,金融服务,2023-11-06,39506.13,294,初创期,True,57079.35,-8666.21,1,0.0456,True,True,6618.6
长安区,制造业,2021-11-01,6308.12,1754,成长期,True,13204.6,2077.64,5,0.0199,True,True,1033.57
曲江新区,文化创意,2021-04-16,342.78,90,初创期,True,360.2,-12.71,5,0.1159,False,False,52.5
曲江新区,文化创意,2021-06-23,976.67,14,成长期,True,1946.07,322.11,3,0.107,True,False,113.82
莲湖区,商贸服务,2021-10-25,1079.42,126,成长期,True,1800.06,236.61,4,0.0268,True,False,265.44
新城区,金融服务,2023-03-27,14326.5,20,初创期,True,17065.42,-2862.76,0,0.0261,True,True,2296.67
未央区,商贸服务,2022-05-05,3829.67,42,成熟期,True,16018.45,3268.46,1,0.016,False,True,2366.48
新城区,商贸服务,2020-11-02,2695.47,37,成熟期,True,12016.58,2535.55,5,0.0201,False,False,826.86
新城区,文化创意,2023-11-07,246.9,34,成熟期,True,1181.56,238.9,9,0.1218,True,False,138.02
灞桥区,制造业,2020-08-25,5012.65,1740,成长期,True,10951.58,2184.67,2,0.0335,False,True,1450.82
碑林区,金融服务,2021-06-07,24733.72,268,初创期,True,28930.13,-3804.35,1,0.0439,False,True,3544.27
高新区,科技企业,2020-03-28,6481.67,400,成熟期,True,22196.76,3577.41,15,0.1192,False,False,2959.21
高新区,金融服务,2019-06-14,22418.51,170,初创期,True,13985.09,-237.58,0,0.0251,True,True,1976.56
新城区,商贸服务,2023-10-18,4321.35,40,成熟期,True,13496.1,2357.92,2,0.0415,True,True,1634.39
经开区,制造业,2023-01-17,2897.94,1738,成长期,False,5337.84,819.64,3,0.0408,False,False,298.27
莲湖区,商贸服务,2020-01-30,3848.37,100,成长期,True,9595.83,1904.34,0,0.0131,False,False,1288.04
高新区,金融服务,2022-06-26,9087.08,190,成长期,True,23608.2,2711.13,1,0.0103,False,True,1651.32
曲江新区,文化创意,2023-11-13,1041.53,76,成长期,False,2382.62,403.66,16,0.0903,False,False,248.48
高新区,科技企业,2022-04-11,2792.26,343,转型期,True,7283.78,571.33,9,0.124,True,False,977.91
高新区,金融服务,2021-09-20,42586.42,210,成长期,True,104721.87,17649.6,4,0.0306,False,False,13191.1
长安区,科技企业,2020-06-24,6441.23,292,初创期,True,4183.03,-68.01,8,0.0867,True,False,345.77
碑林区,文化创意,2021-04-21,1623.66,20,成熟期,True,5563.33,1148.2,17,0.0556,True,False,635.26
高新区,科技企业,2023-06-22,4152.43,169,成长期,False,6917.18,980.31,6,0.1437,False,False,535.99
莲湖区,商贸服务,2020-08-16,1629.97,18,成长期,True,2488.13,472.65,1,0.0213,True,False,367.04
碑林区,文化创意,2021-02-05,1127.62,79,成长期,True,1702.08,194.25,6,0.1476,False,False,131.21
莲湖区,商贸服务,2020-03-14,967.34,83,初创期,False,1298.82,-0.8,3,0.0201,False,False,149.45
曲江新区,文化创意,2022-11-01,1483.52,13,成长期,True,2655.57,336.86,11,0.1109,False,False,337.59
曲江新区,文化创意,2022-09-14,782.49,73,成长期,True,2014.87,227.85,11,0.1346,True,False,227.76
高新区,科技企业,2019-01-11,5725.4,168,初创期,True,3197.85,-620.6,8,0.1201,True,False,425.7
曲江新区,文化创意,2022-06-26,1055.45,35,成熟期,True,4009.97,1057.88,5,0.0515,True,False,568.79
曲江新区,商贸服务,2021-02-10,3259.9,183,初创期,False,2763.08,41.84,2,0.0188,True,False,273.03
碑林区,制造业,2021-04-17,16609.17,1363,成长期,True,30531.54,4886.27,4,0.028,True,True,1675.36
曲江新区,商贸服务,2021-01-14,2152.75,191,初创期,True,2939.29,-415.26,0,0.0483,True,False,232.53
莲湖区,商贸服务,2022-11-27,3145.44,131,成长期,True,4837.02,609.05,0,0.0383,True,False,648.2
长安区,科技企业,2022-12-22,2046.32,346,初创期,True,2591.93,-189.28,11,0.132,False,False,370.85
高新区,科技企业,2019-11-10,2646.59,359,初创期,False,2329.99,21.99,2,0.1322,False,False,128.21
碑林区,文化创意,2021-06-23,1086.66,53,成长期,True,1949.36,273.95,7,0.1117,False,False,229.19
长安区,制造业,2020-10-07,7332.52,1649,成长期,True,18528.23,1892.29,0,0.0313,False,True,2434.64
曲江新区,文化创意,2022-12-02,62.13,72,成长期,True,186.11,25.36,20,0.1094,False,False,13.66
碑林区,金融服务,2023-06-30,49068.43,73,成熟期,True,220457.41,38762.39,0,0.0256,False,False,20591.53
莲湖区,金融服务,2020-10-13,8196.83,191,成长期,True,14500.31,2296.39,1,0.0107,True,False,938.22
新城区,金融服务,2023-09-23,2937.87,216,成长期,True,6746.8,1077.77,3,0.0229,False,False,954.91
经开区,科技企业,2020-11-08,3789.56,369,成长期,True,8824.39,1568.18,2,0.0774,False,False,762.01
未央区,制造业,2023-08-03,3850.8,1728,成长期,True,8993.96,1485.82,0,0.0171,False,False,531.86
雁塔区,文化创意,2020-09-06,189.51,39,成长期,True,390.29,76.93,16,0.1376,True,False,54.66
高新区,科技企业,2021-01-17,9878.93,473,初创期,True,12140.97,-693.29,12,0.0832,True,True,1198.44
莲湖区,商贸服务,2023-01-25,3893.62,199,初创期,False,3079.67,27.46,3,0.0375,True,False,205.01
经开区,制造业,2019-01-06,16706.05,798,成熟期,True,58930.78,10166.65,3,0.0481,True,True,5852.03
莲湖区,制造业,2019-06-07,5630.0,1217,成熟期,True,27517.09,7532.22,5,0.0294,False,True,2028.38
新城区,金融服务,2023-09-09,30397.96,127,成熟期,True,149834.39,24022.69,1,0.0229,False,False,8608.95
莲湖区,金融服务,2021-04-05,20001.48,87,成熟期,True,77037.59,20980.0,2,0.0378,True,False,11181.04
经开区,制造业,2020-01-06,16273.35,337,成长期,True,45799.29,7822.54,1,0.0116,True,False,4496.15
高新区,制造业,2019-08-23,17829.89,948,成长期,True,34796.06,5662.91,2,0.0222,False,False,3184.48
新城区,制造业,2023-09-30,3886.97,1938,成长期,True,6738.02,1099.03,2,0.0385,False,False,377.35
新城区,商贸服务,2023-02-15,2386.13,81,成长期,True,3752.18,677.6,1,0.0253,False,False,336.7
经开区,制造业,2023-07-17,14112.16,621,成长期,True,21193.78,3198.62,5,0.0102,True,True,2820.61
碑林区,金融服务,2019-05-11,19801.95,163,初创期,False,14543.21,-751.46,0,0.0254,True,False,1151.97
经开区,制造业,2021-01-30,18223.3,253,成长期,False,37333.22,6092.53,3,0.0472,False,True,4389.32
灞桥区,制造业,2021-04-07,4651.41,1262,初创期,True,4941.02,-901.45,2,0.0183,True,False,379.31
曲江新区,制造业,2021-12-23,2378.99,1351,成长期,True,4361.64,740.17,5,0.0492,True,False,512.58
莲湖区,商贸服务,2019-10-23,4165.98,25,成熟期,True,17985.55,3832.78,4,0.0422,False,True,1070.84
曲江新区,文化创意,2023-12-12,1880.06,7,初创期,True,1800.71,148.67,6,0.062,False,False,140.27
莲湖区,制造业,2020-11-22,18868.1,1622,初创期,True,9861.2,903.0,4,0.0374,True,False,1407.46
新城区,金融服务,2021-05-12,47389.69,45,初创期,True,49103.88,764.74,2,0.0324,False,True,4745.11
雁塔区,商贸服务,2022-06-14,3605.51,64,初创期,True,2345.92,-108.64,2,0.036,True,False,242.8
碑林区,金融服务,2023-05-06,4022.85,264,成长期,True,8785.8,1581.59,4,0.0141,True,False,562.96
新城区,文化创意,2020-05-03,1696.17,90,初创期,True,2030.92,-183.74,2,0.1022,False,False,200.74
灞桥区,制造业,2022-09-03,4815.53,1897,初创期,False,4706.42,35.9,2,0.0341,True,False,487.34
雁塔区,科技企业,2020-07-01,8847.84,278,成长期,True,22260.05,4444.01,15,0.0751,False,False,2358.83
未央区,制造业,2021-07-22,12222.13,360,成熟期,True,40150.37,8214.98,3,0.0183,True,False,4975.47
碑林区,文化创意,2019-01-02,667.59,74,成长期,True,1398.2,186.66,5,0.1112,False,False,145.34
碑林区,金融服务,2022-12-01,26964.57,31,成长期,True,69199.04,11857.05,2,0.0204,True,True,6048.48
未央区,制造业,2022-11-04,8969.84,1709,成熟期,False,37549.64,10196.69,0,0.0428,False,True,1895.19
新城区,商贸服务,2020-12-14,608.17,96,成熟期,True,2226.59,393.12,0,0.0485,False,False,189.02
碑林区,商贸服务,2022-02-17,2065.53,28,成熟期,False,6594.12,1189.42,4,0.0149,True,False,339.65
莲湖区,商贸服务,2022-03-03,187.45,64,初创期,True,161.22,-1.78,2,0.0491,True,False,8.41
碑林区,文化创意,2020-09-19,1039.23,69,成长期,True,2703.13,413.1,11,0.1391,True,False,253.04
碑林区,金融服务,2019-12-31,9377.68,196,初创期,True,6686.13,104.2,0,0.0116,True,False,548.89
曲江新区,金融服务,2019-03-31,36585.09,130,成长期,True,68686.4,10034.35,0,0.0494,True,False,9042.22
雁塔区,文化创意,2023-05-06,140.57,40,成长期,False,317.99,48.58,1,0.1149,True,False,36.54
莲湖区,商贸服务,2020-04-30,886.01,119,转型期,True,2547.78,332.24,2,0.0301,True,False,254.71
曲江新区,文化创意,2019-06-26,1925.27,95,成熟期,True,6117.12,992.42,8,0.0596,False,False,517.91
曲江新区,文化创意,2023-02-28,620.1,81,初创期,True,680.61,-98.63,16,0.0854,True,False,100.35
碑林区,商贸服务,2023-09-05,3809.53,109,初创期,True,2449.83,-434.67,1,0.0266,True,False,277.63
曲江新区,文化创意,2021-08-12,1326.97,86,成长期,True,3068.55,442.6,16,0.1106,False,False,443.46
莲湖区,商贸服务,2021-02-12,4524.79,108,初创期,False,3208.28,-305.21,3,0.0101,False,False,304.79
曲江新区,文化创意,2019-10-16,96.57,76,成熟期,True,372.63,74.61,7,0.1433,False,False,53.1
新城区,商贸服务,2019-05-19,599.84,87,初创期,True,641.67,-56.3,5,0.0242,True,False,93.28
碑林区,文化创意,2022-05-17,131.69,89,初创期,True,183.38,-6.23,5,0.067,True,False,23.84
碑林区,商贸服务,2019-03-12,4444.23,133,初创期,True,3122.06,-17.23,3,0.016,False,False,343.23
未央区,制造业,2022-11-28,2049.77,442,成熟期,True,7531.95,2183.47,5,0.0494,True,False,947.89
雁塔区,文化创意,2023-10-08,1509.62,54,初创期,True,965.25,-48.97,18,0.0725,False,False,52.42
高新区,金融服务,2022-08-25,1856.72,224,初创期,False,1410.91,-41.94,5,0.0241,False,False,104.16
灞桥区,文化创意,2021-10-12,1739.95,11,成熟期,False,7405.39,1583.34,13,0.0594,False,False,574.05
新城区,金融服务,2020-05-14,31807.91,156,初创期,False,42942.56,-4235.51,5,0.0303,True,False,4991.12
高新区,科技企业,2022-04-25,3689.87,118,初创期,True,3114.44,-226.11,3,0.0744,False,False,233.69
碑林区,商贸服务,2022-01-25,1392.52,84,成长期,True,2680.13,511.4,3,0.0221,True,False,135.69
经开区,科技企业,2023-05-08,938.49,415,成长期,True,2597.68,261.15,8,0.099,True,False,337.08
高新区,金融服务,2023-04-20,40449.0,25,成长期,True,108168.22,14150.82,0,0.0446,False,True,14487.79
经开区,制造业,2023-07-15,9012.69,206,初创期,False,6401.12,-1191.68,2,0.0303,True,False,442.08
经开区,制造业,2023-01-08,18373.33,569,成长期,True,44919.02,4608.08,1,0.0399,False,False,6136.89
雁塔区,文化创意,2023-09-08,1562.5,20,成长期,True,3389.89,384.77,15,0.1085,True,False,441.19
高新区,科技企业,2021-03-06,6295.48,61,成长期,True,15593.11,2939.98,3,0.0918,True,False,1752.3
碑林区,文化创意,2020-08-24,1440.47,54,转型期,True,3287.17,301.76,10,0.0605,True,False,316.23
高新区,金融服务,2019-03-24,39746.09,125,成熟期,True,146721.91,25228.07,2,0.0132,True,True,16199.23
碑林区,商贸服务,2021-01-02,900.63,124,初创期,True,822.73,-115.65,0,0.0131,True,False,46.73
莲湖区,金融服务,2019-03-29,10846.84,178,成熟期,True,35326.41,9321.47,1,0.0484,False,True,2625.32
碑林区,制造业,2019-04-27,3463.89,1176,成熟期,True,16459.94,3417.73,5,0.0483,False,False,2437.4
高新区,金融服务,2022-05-01,18737.09,180,成熟期,True,67603.69,13051.42,3,0.0365,False,True,5369.36
碑林区,文化创意,2023-07-25,1236.99,21,成长期,False,2636.98,525.79,13,0.1495,False,False,285.72
雁塔区,科技企业,2022-12-03,8936.37,153,初创期,False,7136.65,-682.14,14,0.0708,False,False,723.91
雁塔区,文化创意,2020-10-21,1664.01,87,成长期,True,4346.13,613.48,12,0.1122,True,False,242.25
碑林区,文化创意,2019-01-30,317.16,86,成长期,False,562.2,75.75,19,0.1259,False,False,44.35
碑林区,文化创意,2023-06-07,1112.09,53,成熟期,False,4002.18,1163.04,13,0.1432,False,False,546.58
长安区,科技企业,2023-05-10,7699.06,61,成熟期,True,28210.11,7532.59,5,0.1457,False,True,2176.39
高新区,科技企业,2020-09-29,3673.99,32,成长期,True,9703.21,1937.07,12,0.0889,False,False,844.26
新城区,商贸服务,2021-04-23,400.55,97,成熟期,True,1258.63,299.5,1,0.018,False,False,161.7
高新区,科技企业,2021-09-16,1914.78,180,初创期,True,1617.08,-49.51,8,0.1032,False,False,208.03
莲湖区,科技企业,2019-10-08,2260.08,359,成长期,True,4923.35,537.08,20,0.0613,True,False,622.83
未央区,制造业,2019-10-11,12770.97,1484,成熟期,True,58154.83,8797.61,5,0.012,False,False,4530.62
新城区,商贸服务,2023-03-07,127.86,117,成熟期,True,409.13,89.33,2,0.0174,False,False,37.97
碑林区,文化创意,2020-11-25,316.72,43,成长期,True,703.65,84.65,16,0.0611,False,False,91.15
新城区,商贸服务,2021-11-14,2161.82,170,成长期,True,4397.44,595.42,3,0.0417,True,False,619.18
曲江新区,文化创意,2020-04-02,1352.16,42,成长期,True,2805.59,453.03,17,0.0938,True,False,173.12
雁塔区,科技企业,2022-03-06,7584.27,342,初创期,True,10017.26,-572.67,10,0.0584,True,False,748.11
雁塔区,科技企业,2021-11-19,3062.82,264,初创期,True,3919.94,-587.26,3,0.1133,False,False,224.66
灞桥区,制造业,2023-01-11,17420.48,631,成熟期,True,86082.45,19028.61,2,0.0188,False,True,6203.92
曲江新区,金融服务,2019-11-17,30918.61,36,初创期,True,32799.62,1609.1,5,0.0215,False,True,3513.59
曲江新区,文化创意,2023-07-14,1667.69,65,成长期,True,3542.09,630.08,16,0.12,False,False,325.87
经开区,科技企业,2023-08-09,5346.97,339,初创期,False,3115.43,91.96,16,0.1398,False,False,357.52
曲江新区,文化创意,2023-05-08,1794.32,41,成熟期,True,8885.01,1903.32,10,0.1213,False,False,826.09
雁塔区,文化创意,2020-10-06,1862.71,28,初创期,True,1761.26,96.67,15,0.0648,False,False,135.28
高新区,商贸服务,2020-06-14,2187.66,176,成长期,True,4243.82,684.88,5,0.0241,False,False,629.28
新城区,科技企业,2021-05-17,5599.08,432,成熟期,True,21688.28,3307.13,15,0.0735,False,True,1958.95
新城区,商贸服务,2020-12-05,2489.92,41,初创期,True,3409.44,338.13,4,0.023,True,False,337.12
新城区,商贸服务,2022-03-03,1661.08,131,初创期,False,1507.11,0.25,0,0.0168,False,False,129.67
碑林区,金融服务,2020-01-27,11501.11,156,初创期,True,11499.95,13.3,3,0.0157,True,True,1419.81
碑林区,文化创意,2020-06-26,264.94,65,成熟期,True,810.86,152.63,18,0.1349,False,False,108.05
高新区,科技企业,2019-11-25,9396.52,247,成长期,True,17942.68,2676.05,18,0.1179,False,False,1801.74
高新区,金融服务,2019-03-30,45200.71,81,成熟期,True,177198.83,47994.46,5,0.0218,False,False,20654.77
碑林区,文化创意,2021-09-02,1948.98,41,成长期,True,5041.06,678.95,3,0.0729,True,False,357.65
莲湖区,商贸服务,2020-11-07,3262.36,11,初创期,True,4467.23,-619.63,4,0.0121,False,False,259.3
莲湖区,科技企业,2022-04-25,3516.73,144,成熟期,True,13013.0,2135.74,17,0.0981,True,True,1567.51
高新区,金融服务,2021-01-11,1892.07,275,成长期,True,3835.33,730.85,0,0.0201,False,False,435.46
碑林区,商贸服务,2020-04-19,1359.27,174,成长期,True,2193.06,431.05,0,0.0181,True,False,310.11
长安区,制造业,2021-04-26,11248.53,732,成长期,True,32904.96,5534.92,0,0.0132,True,True,2563.71
未央区,制造业,2019-03-25,4368.82,940,成熟期,True,19332.69,4306.2,2,0.045,True,True,2317.22
新城区,金融服务,2022-05-13,41938.61,114,初创期,True,37170.21,-7065.74,1,0.0311,True,False,5013.14
新城区,商贸服务,2020-12-14,2545.57,24,成长期,False,6541.87,1246.97,1,0.0388,False,False,891.85
经开区,制造业,2020-03-27,5724.16,1075,初创期,True,5238.37,119.55,4,0.0337,True,False,694.58
新城区,金融服务,2020-12-01,4044.92,115,初创期,True,2680.02,-180.05,4,0.0112,True,False,220.7
莲湖区,金融服务,2020-11-27,38920.45,148,转型期,True,116017.41,16654.07,0,0.0104,True,False,12002.16
长安区,文化创意,2023-08-05,1175.48,36,成熟期,True,5401.31,993.12,5,0.1102,True,False,446.22
新城区,商贸服务,2023-02-06,2396.1,52,初创期,True,2143.17,-389.84,0,0.0358,False,False,304.14
长安区,制造业,2019-06-26,13585.53,1649,成长期,True,36135.49,5646.3,4,0.0299,True,True,3172.1
莲湖区,商贸服务,2021-09-14,4590.63,185,成熟期,True,17758.42,2831.69,3,0.0368,False,False,1791.53
碑林区,金融服务,2023-09-16,20874.36,101,成熟期,True,93817.83,19853.76,4,0.0326,True,True,10458.02
新城区,金融服务,2022-06-29,35374.54,226,成长期,True,76865.38,14327.77,3,0.0292,False,True,6542.64
未央区,制造业,2020-05-03,3719.71,1341,初创期,True,3555.3,-542.96,1,0.0316,False,False,248.7
经开区,商贸服务,2020-03-22,988.07,63,成长期,True,2570.14,292.27,1,0.0407,False,False,169.83
高新区,科技企业,2022-04-08,6241.47,442,成熟期,True,27120.88,4388.75,2,0.063,True,False,1429.6
莲湖区,商贸服务,2022-10-07,3992.87,72,初创期,True,4897.09,-480.13,0,0.0218,True,False,417.98
莲湖区,商贸服务,2021-12-23,1394.86,11,成熟期,True,4307.71,653.94,1,0.0352,False,False,570.09
碑林区,商贸服务,2022-08-07,4215.7,27,初创期,False,3708.29,275.14,0,0.0171,False,False,194.94
莲湖区,商贸服务,2022-02-24,2136.4,52,成长期,True,3391.72,457.0,4,0.0278,False,False,303.93
莲湖区,商贸服务,2022-08-15,1045.36,41,成熟期,True,3793.49,821.55,2,0.0308,True,False,472.7
未央区,制造业,2023-08-11,14839.69,496,成长期,True,32094.13,4915.05,3,0.011,True,True,4299.41
经开区,科技企业,2022-11-28,1523.08,259,成长期,True,2927.77,295.51,2,0.0723,False,False,304.17
雁塔区,文化创意,2022-02-28,191.55,74,成熟期,True,770.5,229.59,16,0.0574,False,False,84.02
雁塔区,科技企业,2019-06-22,7142.91,133,成长期,True,16866.74,2275.31,12,0.0769,False,False,1966.13
新城区,金融服务,2019-01-21,41307.91,64,成长期,True,76559.65,7700.24,4,0.0485,False,False,5382.7
高新区,科技企业,2020-08-15,9681.71,463,成熟期,True,37041.06,8692.86,19,0.123,True,False,3254.45
经开区,科技企业,2020-11-23,8313.48,205,成熟期,True,41376.75,10164.99,2,0.1209,False,True,2939.31
未央区,制造业,2021-12-14,10993.6,1116,转型期,True,38968.2,4473.06,0,0.0128,False,False,4227.53
雁塔区,文化创意,2023-06-17,463.51,8,成熟期,False,2316.29,587.86,16,0.117,False,False,183.29
经开区,科技企业,2019-01-19,4450.29,433,成长期,True,9670.94,1212.66,11,0.1495,False,False,964.85
经开区,制造业,2023-05-06,7691.17,1104,成长期,True,16026.34,3137.53,2,0.011,False,True,2312.54
曲江新区,文化创意,2023-12-16,745.81,81,成熟期,True,3157.93,567.01,2,0.1215,True,False,232.96
新城区,商贸服务,2023-03-05,627.2,143,成熟期,True,2997.65,676.47,0,0.0302,True,False,299.81
未央区,制造业,2020-06-24,12984.37,411,初创期,True,14507.51,-2277.56,4,0.0326,False,False,2032.62
经开区,制造业,2020-03-19,10760.71,65,成长期,True,32144.47,4273.19,2,0.0114,True,False,2938.78
雁塔区,金融服务,2020-02-19,48454.83,111,初创期,True,71583.11,3703.54,0,0.0203,False,True,8184.06
新城区,商贸服务,2022-02-11,3143.99,197,成熟期,True,12539.5,3127.72,1,0.0347,True,False,1620.61
高新区,金融服务,2019-09-10,29039.44,62,成长期,True,75035.36,12189.23,0,0.0369,False,True,5246.15
新城区,商贸服务,2023-07-09,3090.03,144,初创期,True,3258.1,-451.98,1,0.0257,True,False,239.12
经开区,科技企业,2023-06-03,3428.95,176,成长期,True,8125.43,1546.69,18,0.0746,True,False,674.83
雁塔区,科技企业,2022-07-11,3075.54,293,初创期,True,4053.26,96.1,16,0.0999,True,False,606.09
未央区,金融服务,2022-04-02,39397.72,203,成长期,True,111289.39,19509.33,1,0.0148,False,False,7815.83
碑林区,金融服务,2020-06-04,45914.73,106,成熟期,True,175718.35,28595.82,0,0.0128,True,False,11642.01
经开区,科技企业,2021-05-28,9087.3,232,初创期,True,8403.07,70.37,11,0.0556,True,False,1041.61
经开区,科技企业,2023-11-09,6902.02,306,成熟期,True,21983.62,5498.13,9,0.0662,False,False,2273.17
高新区,科技企业,2020-05-16,9136.65,41,初创期,True,12303.98,-2373.9,6,0.0671,False,True,1765.3
长安区,制造业,2022-11-05,14688.38,1669,成长期,True,25131.19,4803.33,5,0.0211,False,False,1606.11
长安区,制造业,2020-08-31,2837.7,696,成长期,False,6708.63,927.82,2,0.0364,True,False,565.3
新城区,金融服务,2019-12-29,47911.76,123,初创期,True,48404.52,-6939.03,4,0.0152,True,True,5368.89
未央区,制造业,2019-11-01,15961.76,194,初创期,True,20793.79,421.74,1,0.0129,False,True,1993.8
