date,hour,district,period_type,is_weekend,inflow,outflow,total_flow
2023-01-09,6,高新区,平峰,False,3.19,3.19,6.38
2023-01-09,6,经开区,平峰,False,1.72,1.72,3.44
2023-01-09,6,曲江新区,平峰,False,2.33,2.33,4.67
2023-01-09,7,新城区,早高峰,False,7.83,11.74,19.57
2023-01-09,7,碑林区,早高峰,False,11.73,17.59,29.32
2023-01-09,7,莲湖区,早高峰,False,7.78,11.67,19.44
2023-01-09,7,雁塔区,早高峰,False,9.68,14.52,24.2
2023-01-09,7,未央区,早高峰,False,6.78,10.18,16.96
2023-01-09,7,灞桥区,早高峰,False,4.02,6.02,10.04
2023-01-09,7,长安区,早高峰,False,5.61,8.41,14.02
2023-01-09,7,高新区,早高峰,False,7.62,5.08,12.69
2023-01-09,7,经开区,早高峰,False,6.11,4.08,10.19
2023-01-09,7,曲江新区,早高峰,False,8.99,13.48,22.47
2023-01-09,8,新城区,早高峰,False,8.45,12.68,21.13
2023-01-09,8,碑林区,早高峰,False,9.41,14.12,23.53
2023-01-09,8,莲湖区,早高峰,False,7.96,11.93,19.89
2023-01-09,8,雁塔区,早高峰,False,8.75,13.12,21.86
2023-01-09,8,未央区,早高峰,False,7.91,11.86,19.77
2023-01-09,8,灞桥区,早高峰,False,6.44,9.67,16.11
2023-01-09,8,长安区,早高峰,False,4.76,7.15,11.91
2023-01-09,8,高新区,早高峰,False,10.28,6.85,17.13
2023-01-09,8,经开区,早高峰,False,7.47,4.98,12.44
2023-01-09,8,曲江新区,早高峰,False,7.01,10.52,17.53
2023-01-09,9,新城区,早高峰,False,9.38,14.07,23.45
2023-01-09,9,碑林区,早高峰,False,11.04,16.56,27.6
2023-01-09,9,莲湖区,早高峰,False,8.17,12.25,20.42
2023-01-09,9,雁塔区,早高峰,False,5.47,8.21,13.68
2023-01-09,9,未央区,早高峰,False,5.89,8.84,14.73
2023-01-09,9,灞桥区,早高峰,False,6.43,9.64,16.07
2023-01-09,9,长安区,早高峰,False,6.08,9.11,15.19
2023-01-09,9,高新区,早高峰,False,10.88,7.25,18.13
2023-01-09,9,经开区,早高峰,False,10.7,7.13,17.83
2023-01-09,9,曲江新区,早高峰,False,6.17,9.26,15.43
2023-01-09,10,新城区,平峰,False,2.6,2.6,5.2
2023-01-09,10,碑林区,平峰,False,3.64,3.64,7.27
2023-01-09,10,莲湖区,平峰,False,2.35,2.35,4.69
2023-01-09,10,雁塔区,平峰,False,4.33,4.33,8.67
2023-01-09,10,未央区,平峰,False,3.23,3.23,6.46
2023-01-09,10,灞桥区,平峰,False,2.58,2.58,5.16
2023-01-09,10,长安区,平峰,False,2.46,2.46,4.92
2023-01-09,10,高新区,平峰,False,4.77,4.77,9.53
2023-01-09,10,经开区,平峰,False,2.82,2.82,5.64
2023-01-09,10,曲江新区,平峰,False,2.36,2.36,4.72
2023-01-09,11,新城区,平峰,False,3.11,3.11,6.23
2023-01-09,11,碑林区,平峰,False,3.23,3.23,6.45
2023-01-09,11,莲湖区,平峰,False,2.99,2.99,5.98
2023-01-09,11,雁塔区,平峰,False,2.37,2.37,4.74
2023-01-09,11,未央区,平峰,False,1.95,1.95,3.9
2023-01-09,11,灞桥区,平峰,False,2.54,2.54,5.09
2023-01-09,11,长安区,平峰,False,3.0,3.0,6.0
2023-01-09,11,高新区,平峰,False,2.81,2.81,5.61
2023-01-09,11,经开区,平峰,False,1.61,1.61,3.22
2023-01-09,11,曲江新区,平峰,False,2.28,2.28,4.56
2023-01-09,12,新城区,平峰,False,4.63,4.63,9.26
2023-01-09,12,碑林区,平峰,False,5.24,5.24,10.47
2023-01-09,12,莲湖区,平峰,False,3.37,3.37,6.73
2023-01-09,12,雁塔区,平峰,False,4.59,4.59,9.19
2023-01-09,12,未央区,平峰,False,3.13,3.13,6.26
2023-01-09,12,灞桥区,平峰,False,2.07,2.07,4.14
2023-01-09,12,长安区,平峰,False,2.5,2.5,5.0
2023-01-09,12,高新区,平峰,False,4.98,4.98,9.97
2023-01-09,12,经开区,平峰,False,3.26,3.26,6.52
2023-01-09,12,曲江新区,平峰,False,4.4,4.4,8.81
2023-01-09,13,新城区,平峰,False,4.49,4.49,8.97
2023-01-09,13,碑林区,平峰,False,4.55,4.55,9.09
2023-01-09,13,莲湖区,平峰,False,6.65,6.65,13.29
2023-01-09,13,雁塔区,平峰,False,5.71,5.71,11.42
2023-01-09,13,未央区,平峰,False,3.9,3.9,7.79
2023-01-09,13,灞桥区,平峰,False,2.89,2.89,5.78
2023-01-09,13,长安区,平峰,False,3.41,3.41,6.82
2023-01-09,13,高新区,平峰,False,3.56,3.56,7.13
2023-01-09,13,经开区,平峰,False,2.64,2.64,5.29
2023-01-09,13,曲江新区,平峰,False,4.57,4.57,9.13
2023-01-09,14,新城区,平峰,False,2.81,2.81,5.62
2023-01-09,14,碑林区,平峰,False,3.96,3.96,7.92
2023-01-09,14,莲湖区,平峰,False,3.27,3.27,6.54
2023-01-09,14,雁塔区,平峰,False,4.54,4.54,9.07
2023-01-09,14,未央区,平峰,False,1.91,1.91,3.83
2023-01-09,14,灞桥区,平峰,False,1.36,1.36,2.71
2023-01-09,14,长安区,平峰,False,2.49,2.49,4.98
2023-01-09,14,高新区,平峰,False,2.32,2.32,4.63
2023-01-09,14,经开区,平峰,False,3.68,3.68,7.36
2023-01-09,14,曲江新区,平峰,False,4.2,4.2,8.39
2023-01-09,15,新城区,平峰,False,3.32,3.32,6.64
2023-01-09,15,碑林区,平峰,False,5.06,5.06,10.13
2023-01-09,15,莲湖区,平峰,False,3.96,3.96,7.92
2023-01-09,15,雁塔区,平峰,False,4.94,4.94,9.88
2023-01-09,15,未央区,平峰,False,2.07,2.07,4.14
2023-01-09,15,灞桥区,平峰,False,2.82,2.82,5.65
2023-01-09,15,长安区,平峰,False,1.95,1.95,3.91
2023-01-09,15,高新区,平峰,False,3.95,3.95,7.89
2023-01-09,15,经开区,平峰,False,2.99,2.99,5.97
2023-01-09,15,曲江新区,平峰,False,4.69,4.69,9.39
2023-01-09,16,新城区,平峰,False,4.95,4.95,9.91
2023-01-09,16,碑林区,平峰,False,4.16,4.16,8.32
2023-01-09,16,莲湖区,平峰,False,4.44,4.44,8.89
2023-01-09,16,雁塔区,平峰,False,3.28,3.28,6.56
2023-01-09,16,未央区,平峰,False,2.35,2.35,4.69
2023-01-09,16,灞桥区,平峰,False,1.88,1.88,3.77
2023-01-09,16,长安区,平峰,False,2.23,2.23,4.47
2023-01-09,16,高新区,平峰,False,2.28,2.28,4.56
2023-01-09,16,经开区,平峰,False,2.75,2.75,5.51
2023-01-09,16,曲江新区,平峰,False,3.31,3.31,6.63
2023-01-09,17,新城区,晚高峰,False,9.89,6.6,16.49
2023-01-09,17,碑林区,晚高峰,False,12.86,8.57,21.43
2023-01-09,17,莲湖区,晚高峰,False,9.81,6.54,16.35
2023-01-09,17,雁塔区,晚高峰,False,8.47,5.65,14.12
2023-01-09,17,未央区,晚高峰,False,6.19,4.13,10.32
2023-01-09,17,灞桥区,晚高峰,False,3.97,2.65,6.62
2023-01-09,17,长安区,晚高峰,False,5.48,3.66,9.14
2023-01-09,17,高新区,晚高峰,False,4.35,6.53,10.88
2023-01-09,17,经开区,晚高峰,False,5.14,7.7,12.84
2023-01-09,17,曲江新区,晚高峰,False,6.24,4.16,10.4
2023-01-09,18,新城区,晚高峰,False,7.7,5.13,12.83
2023-01-09,18,碑林区,晚高峰,False,7.5,5.0,12.5
2023-01-09,18,莲湖区,晚高峰,False,9.65,6.44,16.09
2023-01-09,18,雁塔区,晚高峰,False,11.01,7.34,18.35
2023-01-09,18,未央区,晚高峰,False,10.46,6.98,17.44
2023-01-09,18,灞桥区,晚高峰,False,5.52,3.68,9.19
2023-01-09,18,长安区,晚高峰,False,6.69,4.46,11.16
2023-01-09,18,高新区,晚高峰,False,4.44,6.67,11.11
2023-01-09,18,经开区,晚高峰,False,5.95,8.92,14.87
2023-01-09,18,曲江新区,晚高峰,False,10.61,7.07,17.68
2023-01-09,19,新城区,晚高峰,False,7.37,4.91,12.28
2023-01-09,19,碑林区,晚高峰,False,9.61,6.4,16.01
2023-01-09,19,莲湖区,晚高峰,False,11.39,7.59,18.98
2023-01-09,19,雁塔区,晚高峰,False,10.3,6.86,17.16
2023-01-09,19,未央区,晚高峰,False,9.45,6.3,15.74
2023-01-09,19,灞桥区,晚高峰,False,6.67,4.44,11.11
2023-01-09,19,长安区,晚高峰,False,7.1,4.74,11.84
2023-01-09,19,高新区,晚高峰,False,5.01,7.52,12.53
2023-01-09,19,经开区,晚高峰,False,4.27,6.41,10.69
2023-01-09,19,曲江新区,晚高峰,False,7.27,4.85,12.11
2023-01-09,20,新城区,平峰,False,3.77,3.77,7.55
2023-01-09,20,碑林区,平峰,False,5.22,5.22,10.44
2023-01-09,20,莲湖区,平峰,False,4.8,4.8,9.61
2023-01-09,20,雁塔区,平峰,False,4.0,4.0,8.01
2023-01-09,20,未央区,平峰,False,1.9,1.9,3.8
2023-01-09,20,灞桥区,平峰,False,2.57,2.57,5.15
2023-01-09,20,长安区,平峰,False,2.21,2.21,4.41
2023-01-09,20,高新区,平峰,False,3.48,3.48,6.97
2023-01-09,20,经开区,平峰,False,1.49,1.49,2.99
2023-01-09,20,曲江新区,平峰,False,4.0,4.0,8.0
2023-01-09,21,新城区,平峰,False,4.4,4.4,8.79
2023-01-09,21,碑林区,平峰,False,4.05,4.05,8.11
2023-01-09,21,莲湖区,平峰,False,4.27,4.27,8.55
2023-01-09,21,雁塔区,平峰,False,2.18,2.18,4.37
2023-01-09,21,未央区,平峰,False,1.81,1.81,3.62
2023-01-09,21,灞桥区,平峰,False,1.91,1.91,3.83
2023-01-09,21,长安区,平峰,False,1.51,1.51,3.03
2023-01-09,21,高新区,平峰,False,3.33,3.33,6.65
2023-01-09,21,经开区,平峰,False,2.05,2.05,4.1
2023-01-09,21,曲江新区,平峰,False,2.85,2.85,5.7
2023-01-09,22,新城区,平峰,False,2.84,2.84,5.67
2023-01-09,22,碑林区,平峰,False,3.17,3.17,6.35
2023-01-09,22,莲湖区,平峰,False,2.64,2.64,5.29
2023-01-09,22,雁塔区,平峰,False,2.76,2.76,5.52
2023-01-09,22,未央区,平峰,False,4.06,4.06,8.11
2023-01-09,22,灞桥区,平峰,False,2.27,2.27,4.54
2023-01-09,22,长安区,平峰,False,1.51,1.51,3.01
2023-01-09,22,高新区,平峰,False,3.38,3.38,6.75
2023-01-09,22,经开区,平峰,False,2.5,2.5,5.0
2023-01-09,22,曲江新区,平峰,False,3.46,3.46,6.91
2023-01-09,23,新城区,平峰,False,3.46,3.46,6.93
2023-01-09,23,碑林区,平峰,False,4.4,4.4,8.81
2023-01-09,23,莲湖区,平峰,False,3.4,3.4,6.81
2023-01-09,23,雁塔区,平峰,False,3.81,3.81,7.63
2023-01-09,23,未央区,平峰,False,1.86,1.86,3.72
2023-01-09,23,灞桥区,平峰,False,2.4,2.4,4.79
2023-01-09,23,长安区,平峰,False,2.44,2.44,4.88
2023-01-09,23,高新区,平峰,False,2.23,2.23,4.46
2023-01-09,23,经开区,平峰,False,1.85,1.85,3.69
2023-01-09,23,曲江新区,平峰,False,2.07,2.07,4.14
2023-01-10,0,新城区,平峰,False,0.75,0.75,1.5
2023-01-10,0,碑林区,平峰,False,1.01,1.01,2.02
2023-01-10,0,莲湖区,平峰,False,1.38,1.38,2.76
2023-01-10,0,雁塔区,平峰,False,0.94,0.94,1.89
2023-01-10,0,未央区,平峰,False,0.85,0.85,1.7
2023-01-10,0,灞桥区,平峰,False,0.49,0.49,0.97
2023-01-10,0,长安区,平峰,False,0.96,0.96,1.93
2023-01-10,0,高新区,平峰,False,0.91,0.91,1.81
2023-01-10,0,经开区,平峰,False,1.03,1.03,2.06
2023-01-10,0,曲江新区,平峰,False,0.93,0.93,1.86
2023-01-10,1,新城区,平峰,False,1.06,1.06,2.12
2023-01-10,1,碑林区,平峰,False,0.87,0.87,1.75
2023-01-10,1,莲湖区,平峰,False,1.3,1.3,2.6
2023-01-10,1,雁塔区,平峰,False,0.97,0.97,1.95
2023-01-10,1,未央区,平峰,False,0.98,0.98,1.95
2023-01-10,1,灞桥区,平峰,False,0.61,0.61,1.22
2023-01-10,1,长安区,平峰,False,0.85,0.85,1.7
2023-01-10,1,高新区,平峰,False,0.8,0.8,1.6
2023-01-10,1,经开区,平峰,False,0.71,0.71,1.41
2023-01-10,1,曲江新区,平峰,False,0.95,0.95,1.91
2023-01-10,2,新城区,平峰,False,0.96,0.96,1.91
2023-01-10,2,碑林区,平峰,False,1.08,1.08,2.17
2023-01-10,2,莲湖区,平峰,False,1.27,1.27,2.54
2023-01-10,2,雁塔区,平峰,False,0.8,0.8,1.59
2023-01-10,2,未央区,平峰,False,0.56,0.56,1.13
2023-01-10,2,灞桥区,平峰,False,0.5,0.5,1.0
2023-01-10,2,长安区,平峰,False,0.63,0.63,1.27
2023-01-10,2,高新区,平峰,False,1.13,1.13,2.26
2023-01-10,2,经开区,平峰,False,0.53,0.53,1.07
2023-01-10,2,曲江新区,平峰,False,1.01,1.01,2.01
2023-01-10,3,新城区,平峰,False,1.05,1.05,2.1
2023-01-10,3,碑林区,平峰,False,1.13,1.13,2.27
2023-01-10,3,莲湖区,平峰,False,1.66,1.66,3.32
2023-01-10,3,雁塔区,平峰,False,0.65,0.65,1.3
2023-01-10,3,未央区,平峰,False,0.87,0.87,1.75
2023-01-10,3,灞桥区,平峰,False,0.53,0.53,1.06
2023-01-10,3,长安区,平峰,False,0.77,0.77,1.53
2023-01-10,3,高新区,平峰,False,0.99,0.99,1.99
2023-01-10,3,经开区,平峰,False,0.55,0.55,1.09
2023-01-10,3,曲江新区,平峰,False,1.16,1.16,2.33
2023-01-10,4,新城区,平峰,False,1.79,1.79,3.59
2023-01-10,4,碑林区,平峰,False,1.37,1.37,2.73
2023-01-10,4,莲湖区,平峰,False,1.36,1.36,2.72
2023-01-10,4,雁塔区,平峰,False,0.92,0.92,1.83
2023-01-10,4,未央区,平峰,False,0.92,0.92,1.84
2023-01-10,4,灞桥区,平峰,False,0.75,0.75,1.5
2023-01-10,4,长安区,平峰,False,0.56,0.56,1.12
2023-01-10,4,高新区,平峰,False,0.8,0.8,1.59
2023-01-10,4,经开区,平峰,False,0.51,0.51,1.01
2023-01-10,4,曲江新区,平峰,False,0.73,0.73,1.45
2023-01-10,5,新城区,平峰,False,0.7,0.7,1.4
2023-01-10,5,碑林区,平峰,False,1.75,1.75,3.51
2023-01-10,5,莲湖区,平峰,False,1.44,1.44,2.87
2023-01-10,5,雁塔区,平峰,False,1.05,1.05,2.1
2023-01-10,5,未央区,平峰,False,0.7,0.7,1.39
2023-01-10,5,灞桥区,平峰,False,0.9,0.9,1.8
2023-01-10,5,长安区,平峰,False,0.5,0.5,1.01
2023-01-10,5,高新区,平峰,False,0.95,0.95,1.9
2023-01-10,5,经开区,平峰,False,0.58,0.58,1.17
2023-01-10,5,曲江新区,平峰,False,1.2,1.2,2.39
2023-01-10,6,新城区,平峰,False,4.6,4.6,9.21
2023-01-10,6,碑林区,平峰,False,4.61,4.61,9.23
2023-01-10,6,莲湖区,平峰,False,5.25,5.25,10.49
2023-01-10,6,雁塔区,平峰,False,3.77,3.77,7.54
2023-01-10,6,未央区,平峰,False,3.02,3.02,6.05
2023-01-10,6,灞桥区,平峰,False,2.21,2.21,4.42
2023-01-10,6,长安区,平峰,False,2.31,2.31,4.62
2023-01-10,6,高新区,平峰,False,2.56,2.56,5.11
2023-01-10,6,经开区,平峰,False,2.82,2.82,5.64
2023-01-10,6,曲江新区,平峰,False,5.01,5.01,10.03
2023-01-10,7,新城区,早高峰,False,7.56,11.35,18.91
2023-01-10,7,碑林区,早高峰,False,6.95,10.42,17.37
2023-01-10,7,莲湖区,早高峰,False,8.68,13.02,21.7
2023-01-10,7,雁塔区,早高峰,False,9.67,14.51,24.18
2023-01-10,7,未央区,早高峰,False,4.63,6.94,11.56
2023-01-10,7,灞桥区,早高峰,False,7.02,10.52,17.54
2023-01-10,7,长安区,早高峰,False,6.03,9.04,15.07
2023-01-10,7,高新区,早高峰,False,10.87,7.25,18.12
2023-01-10,7,经开区,早高峰,False,8.75,5.83,14.58
2023-01-10,7,曲江新区,早高峰,False,7.26,10.88,18.14
2023-01-10,8,新城区,早高峰,False,10.24,15.36,25.61
2023-01-10,8,碑林区,早高峰,False,7.12,10.68,17.8
2023-01-10,8,莲湖区,早高峰,False,10.03,15.04,25.07
2023-01-10,8,雁塔区,早高峰,False,8.59,12.89,21.49
2023-01-10,8,未央区,早高峰,False,3.9,5.86,9.76
2023-01-10,8,灞桥区,早高峰,False,6.15,9.22,15.36
2023-01-10,8,长安区,早高峰,False,4.94,7.41,12.35
2023-01-10,8,高新区,早高峰,False,7.85,5.24,13.09
2023-01-10,8,经开区,早高峰,False,8.1,5.4,13.51
2023-01-10,8,曲江新区,早高峰,False,4.42,6.63,11.04
2023-01-10,9,新城区,早高峰,False,5.61,8.42,14.03
2023-01-10,9,碑林区,早高峰,False,11.47,17.2,28.67
2023-01-10,9,莲湖区,早高峰,False,6.84,10.26,17.1
2023-01-10,9,雁塔区,早高峰,False,6.4,9.6,15.99
2023-01-10,9,未央区,早高峰,False,4.81,7.21,12.02
2023-01-10,9,灞桥区,早高峰,False,6.05,9.08,15.13
2023-01-10,9,长安区,早高峰,False,6.82,10.23,17.05
2023-01-10,9,高新区,早高峰,False,7.64,5.1,12.74
2023-01-10,9,经开区,早高峰,False,5.98,3.98,9.96
2023-01-10,9,曲江新区,早高峰,False,4.89,7.34,12.23
2023-01-10,10,新城区,平峰,False,2.82,2.82,5.64
2023-01-10,10,碑林区,平峰,False,2.52,2.52,5.05
2023-01-10,10,莲湖区,平峰,False,4.05,4.05,8.09
2023-01-10,10,雁塔区,平峰,False,4.54,4.54,9.08
2023-01-10,10,未央区,平峰,False,3.34,3.34,6.69
2023-01-10,10,灞桥区,平峰,False,1.84,1.84,3.67
2023-01-10,10,长安区,平峰,False,2.22,2.22,4.44
2023-01-10,10,高新区,平峰,False,3.1,3.1,6.2
2023-01-10,10,经开区,平峰,False,2.95,2.95,5.89
2023-01-10,10,曲江新区,平峰,False,2.47,2.47,4.95
2023-01-10,11,新城区,平峰,False,3.9,3.9,7.8
2023-01-10,11,碑林区,平峰,False,4.21,4.21,8.42
2023-01-10,11,莲湖区,平峰,False,2.82,2.82,5.63
2023-01-10,11,雁塔区,平峰,False,4.63,4.63,9.25
2023-01-10,11,未央区,平峰,False,2.43,2.43,4.86
2023-01-10,11,灞桥区,平峰,False,1.52,1.52,3.05
2023-01-10,11,长安区,平峰,False,2.17,2.17,4.34
2023-01-10,11,高新区,平峰,False,3.54,3.54,7.07
2023-01-10,11,经开区,平峰,False,3.13,3.13,6.25
2023-01-10,11,曲江新区,平峰,False,2.63,2.63,5.26
2023-01-10,12,新城区,平峰,False,4.38,4.38,8.76
2023-01-10,12,碑林区,平峰,False,5.52,5.52,11.04
2023-01-10,12,莲湖区,平峰,False,4.58,4.58,9.15
2023-01-10,12,雁塔区,平峰,False,5.46,5.46,10.93
2023-01-10,12,未央区,平峰,False,2.41,2.41,4.82
2023-01-10,12,灞桥区,平峰,False,3.41,3.41,6.82
2023-01-10,12,长安区,平峰,False,2.5,2.5,4.99
2023-01-10,12,高新区,平峰,False,2.69,2.69,5.38
2023-01-10,12,经开区,平峰,False,2.34,2.34,4.68
2023-01-10,12,曲江新区,平峰,False,5.34,5.34,10.68
2023-01-10,13,新城区,平峰,False,4.03,4.03,8.07
2023-01-10,13,碑林区,平峰,False,7.33,7.33,14.66
2023-01-10,13,莲湖区,平峰,False,4.14,4.14,8.28
2023-01-10,13,雁塔区,平峰,False,3.94,3.94,7.87
2023-01-10,13,未央区,平峰,False,3.21,3.21,6.41
2023-01-10,13,灞桥区,平峰,False,3.12,3.12,6.24
2023-01-10,13,长安区,平峰,False,2.66,2.66,5.32
2023-01-10,13,高新区,平峰,False,4.14,4.14,8.27
2023-01-10,13,经开区,平峰,False,4.33,4.33,8.67
2023-01-10,13,曲江新区,平峰,False,5.11,5.11,10.22
2023-01-10,14,新城区,平峰,False,2.91,2.91,5.82
2023-01-10,14,碑林区,平峰,False,3.96,3.96,7.91
2023-01-10,14,莲湖区,平峰,False,4.9,4.9,9.79
2023-01-10,14,雁塔区,平峰,False,3.01,3.01,6.01
2023-01-10,14,未央区,平峰,False,2.9,2.9,5.79
2023-01-10,14,灞桥区,平峰,False,2.24,2.24,4.48
2023-01-10,14,长安区,平峰,False,3.7,3.7,7.4
2023-01-10,14,高新区,平峰,False,2.62,2.62,5.23
2023-01-10,14,经开区,平峰,False,3.46,3.46,6.91
2023-01-10,14,曲江新区,平峰,False,3.89,3.89,7.77
2023-01-10,15,新城区,平峰,False,5.66,5.66,11.32
2023-01-10,15,碑林区,平峰,False,3.22,3.22,6.44
2023-01-10,15,莲湖区,平峰,False,2.8,2.8,5.61
2023-01-10,15,雁塔区,平峰,False,3.74,3.74,7.48
2023-01-10,15,未央区,平峰,False,2.14,2.14,4.28
2023-01-10,15,灞桥区,平峰,False,2.52,2.52,5.05
2023-01-10,15,长安区,平峰,False,2.02,2.02,4.03
2023-01-10,15,高新区,平峰,False,4.05,4.05,8.1
2023-01-10,15,经开区,平峰,False,2.34,2.34,4.68
2023-01-10,15,曲江新区,平峰,False,3.79,3.79,7.58
2023-01-10,16,新城区,平峰,False,4.35,4.35,8.71
2023-01-10,16,碑林区,平峰,False,3.86,3.86,7.72
2023-01-10,16,莲湖区,平峰,False,5.08,5.08,10.17
2023-01-10,16,雁塔区,平峰,False,4.8,4.8,9.6
2023-01-10,16,未央区,平峰,False,3.96,3.96,7.91
2023-01-10,16,灞桥区,平峰,False,2.15,2.15,4.29
2023-01-10,16,长安区,平峰,False,2.05,2.05,4.1
2023-01-10,16,高新区,平峰,False,3.36,3.36,6.73
2023-01-10,16,经开区,平峰,False,2.67,2.67,5.35
2023-01-10,16,曲江新区,平峰,False,3.67,3.67,7.34
2023-01-10,17,新城区,晚高峰,False,12.79,8.53,21.32
2023-01-10,17,碑林区,晚高峰,False,14.1,9.4,23.5
2023-01-10,17,莲湖区,晚高峰,False,14.1,9.4,23.5
2023-01-10,17,雁塔区,晚高峰,False,8.04,5.36,13.41
2023-01-10,17,未央区,晚高峰,False,8.7,5.8,14.5
2023-01-10,17,灞桥区,晚高峰,False,7.69,5.13,12.82
2023-01-10,17,长安区,晚高峰,False,6.36,4.24,10.6
2023-01-10,17,高新区,晚高峰,False,6.11,9.17,15.28
2023-01-10,17,经开区,晚高峰,False,5.42,8.13,13.56
2023-01-10,17,曲江新区,晚高峰,False,9.21,6.14,15.36
2023-01-10,18,新城区,晚高峰,False,7.03,4.68,11.71
2023-01-10,18,碑林区,晚高峰,False,10.4,6.93,17.33
2023-01-10,18,莲湖区,晚高峰,False,10.64,7.09,17.73
2023-01-10,18,雁塔区,晚高峰,False,10.48,6.99,17.47
2023-01-10,18,未央区,晚高峰,False,7.36,4.91,12.27
2023-01-10,18,灞桥区,晚高峰,False,6.64,4.42,11.06
2023-01-10,18,长安区,晚高峰,False,6.42,4.28,10.69
2023-01-10,18,高新区,晚高峰,False,5.02,7.53,12.55
2023-01-10,18,经开区,晚高峰,False,4.63,6.94,11.57
2023-01-10,18,曲江新区,晚高峰,False,9.86,6.58,16.44
2023-01-10,19,新城区,晚高峰,False,8.95,5.97,14.92
2023-01-10,19,碑林区,晚高峰,False,13.35,8.9,22.25
2023-01-10,19,莲湖区,晚高峰,False,11.48,7.65,19.13
2023-01-10,19,雁塔区,晚高峰,False,6.52,4.35,10.87
2023-01-10,19,未央区,晚高峰,False,6.13,4.09,10.22
2023-01-10,19,灞桥区,晚高峰,False,7.74,5.16,12.91
2023-01-10,19,长安区,晚高峰,False,5.31,3.54,8.86
2023-01-10,19,高新区,晚高峰,False,6.48,9.71,16.19
2023-01-10,19,经开区,晚高峰,False,4.59,6.88,11.47
2023-01-10,19,曲江新区,晚高峰,False,10.39,6.93,17.32
2023-01-10,20,新城区,平峰,False,3.07,3.07,6.13
2023-01-10,20,碑林区,平峰,False,5.56,5.56,11.12
2023-01-10,20,莲湖区,平峰,False,2.23,2.23,4.46
2023-01-10,20,雁塔区,平峰,False,2.58,2.58,5.17
2023-01-10,20,未央区,平峰,False,1.63,1.63,3.25
2023-01-10,20,灞桥区,平峰,False,1.9,1.9,3.8
2023-01-10,20,长安区,平峰,False,2.61,2.61,5.22
2023-01-10,20,高新区,平峰,False,3.12,3.12,6.23
2023-01-10,20,经开区,平峰,False,2.12,2.12,4.23
2023-01-10,20,曲江新区,平峰,False,2.95,2.95,5.89
2023-01-10,21,新城区,平峰,False,2.83,2.83,5.65
2023-01-10,21,碑林区,平峰,False,6.87,6.87,13.74
2023-01-10,21,莲湖区,平峰,False,4.63,4.63,9.26
2023-01-10,21,雁塔区,平峰,False,1.84,1.84,3.68
2023-01-10,21,未央区,平峰,False,1.67,1.67,3.34
2023-01-10,21,灞桥区,平峰,False,2.06,2.06,4.13
2023-01-10,21,长安区,平峰,False,3.21,3.21,6.42
2023-01-10,21,高新区,平峰,False,3.74,3.74,7.48
2023-01-10,21,经开区,平峰,False,2.92,2.92,5.84
2023-01-10,21,曲江新区,平峰,False,5.48,5.48,10.96
2023-01-10,22,新城区,平峰,False,3.48,3.48,6.97
2023-01-10,22,碑林区,平峰,False,3.94,3.94,7.87
2023-01-10,22,莲湖区,平峰,False,3.0,3.0,6.0
2023-01-10,22,雁塔区,平峰,False,2.43,2.43,4.85
2023-01-10,22,未央区,平峰,False,3.15,3.15,6.29
2023-01-10,22,灞桥区,平峰,False,2.94,2.94,5.87
2023-01-10,22,长安区,平峰,False,3.05,3.05,6.1
2023-01-10,22,高新区,平峰,False,4.32,4.32,8.64
2023-01-10,22,经开区,平峰,False,1.71,1.71,3.42
2023-01-10,22,曲江新区,平峰,False,3.81,3.81,7.63
2023-01-10,23,新城区,平峰,False,3.79,3.79,7.58
2023-01-10,23,碑林区,平峰,False,3.41,3.41,6.82
2023-01-10,23,莲湖区,平峰,False,2.61,2.61,5.22
2023-01-10,23,雁塔区,平峰,False,2.59,2.59,5.19
2023-01-10,23,未央区,平峰,False,2.77,2.77,5.53
2023-01-10,23,灞桥区,平峰,False,2.54,2.54,5.09
2023-01-10,23,长安区,平峰,False,2.83,2.83,5.67
2023-01-10,23,高新区,平峰,False,2.26,2.26,4.51
2023-01-10,23,经开区,平峰,False,3.28,3.28,6.55
2023-01-10,23,曲江新区,平峰,False,2.53,2.53,5.06
2023-01-11,0,新城区,平峰,False,1.19,1.19,2.39
2023-01-11,0,碑林区,平峰,False,0.94,0.94,1.88
2023-01-11,0,莲湖区,平峰,False,0.85,0.85,1.7
2023-01-11,0,雁塔区,平峰,False,0.85,0.85,1.69
2023-01-11,0,未央区,平峰,False,0.75,0.75,1.49
2023-01-11,0,灞桥区,平峰,False,0.7,0.7,1.4
2023-01-11,0,长安区,平峰,False,0.84,0.84,1.67
2023-01-11,0,高新区,平峰,False,1.18,1.18,2.37
2023-01-11,0,经开区,平峰,False,0.65,0.65,1.29
2023-01-11,0,曲江新区,平峰,False,0.76,0.76,1.53
2023-01-11,1,新城区,平峰,False,1.58,1.58,3.17
2023-01-11,1,碑林区,平峰,False,1.31,1.31,2.62
2023-01-11,1,莲湖区,平峰,False,1.13,1.13,2.26
2023-01-11,1,雁塔区,平峰,False,0.85,0.85,1.69
2023-01-11,1,未央区,平峰,False,1.02,1.02,2.03
2023-01-11,1,灞桥区,平峰,False,0.88,0.88,1.76
2023-01-11,1,长安区,平峰,False,0.86,0.86,1.73
2023-01-11,1,高新区,平峰,False,0.85,0.85,1.7
2023-01-11,1,经开区,平峰,False,1.03,1.03,2.05
