date,hour,district,road_name,congestion_index,avg_speed,is_weekend,transport_type,passenger_flow
2023-01-18,23,莲湖区,北院门,8.68,19.78,False,,
2023-01-18,23,莲湖区,环城西路,7.44,15.39,False,,
2023-01-18,23,莲湖区,劳动路,7.44,11.44,False,,
2023-01-18,23,莲湖区,大兴路,6.2,15.38,False,,
2023-01-18,23,雁塔区,小寨路,9.92,17.47,False,,
2023-01-18,23,雁塔区,雁塔路,7.44,23.49,False,,
2023-01-18,23,雁塔区,长安路,8.68,16.74,False,,
2023-01-18,23,雁塔区,含光路,7.44,20.58,False,,
2023-01-18,23,未央区,未央路,7.44,16.23,False,,
2023-01-18,23,未央区,凤城路,6.2,20.5,False,,
2023-01-18,23,未央区,太华路,7.44,10.76,False,,
2023-01-18,23,未央区,文景路,6.2,11.54,False,,
2023-01-18,23,长安区,长安大学城,6.2,10.32,False,,
2023-01-18,23,长安区,西部大道,4.96,43.71,False,,
2023-01-18,23,长安区,子午大道,6.2,23.84,False,,
2023-01-18,23,长安区,常宁路,4.96,38.5,False,,
2023-01-18,23,高新区,科技路,8.68,14.03,False,,
2023-01-18,23,高新区,高新路,7.44,14.89,False,,
2023-01-18,23,高新区,丈八路,6.2,17.06,False,,
2023-01-18,23,高新区,唐延路,7.44,20.35,False,,
2023-01-18,23,曲江新区,雁展路,7.44,23.3,False,,
2023-01-18,23,曲江新区,曲江池西路,6.2,24.42,False,,
2023-01-18,23,曲江新区,慈恩路,4.96,40.49,False,,
2023-01-18,23,曲江新区,曲江池东路,6.2,17.94,False,,
2023-01-18,23,,,,,False,地铁,8.68
2023-01-18,23,,,,,False,公交,6.28
2023-01-19,0,新城区,解放路,2.51,56.75,False,,
2023-01-19,0,新城区,长乐路,2.15,54.25,False,,
2023-01-19,0,新城区,韩森路,1.79,59.62,False,,
2023-01-19,0,新城区,民乐路,2.15,55.85,False,,
2023-01-19,0,碑林区,南大街,2.87,57.99,False,,
2023-01-19,0,碑林区,东大街,2.51,46.08,False,,
2023-01-19,0,碑林区,西大街,2.51,51.69,False,,
2023-01-19,0,碑林区,北大街,2.51,52.51,False,,
2023-01-19,0,莲湖区,北院门,2.51,46.73,False,,
2023-01-19,0,莲湖区,环城西路,2.15,53.7,False,,
2023-01-19,0,莲湖区,劳动路,2.15,55.44,False,,
2023-01-19,0,莲湖区,大兴路,1.79,59.46,False,,
2023-01-19,0,雁塔区,小寨路,2.87,57.25,False,,
2023-01-19,0,雁塔区,雁塔路,2.15,48.65,False,,
2023-01-19,0,雁塔区,长安路,2.51,58.77,False,,
2023-01-19,0,雁塔区,含光路,2.15,54.62,False,,
2023-01-19,0,未央区,未央路,2.15,49.65,False,,
2023-01-19,0,未央区,凤城路,1.79,50.88,False,,
2023-01-19,0,未央区,太华路,2.15,52.15,False,,
2023-01-19,0,未央区,文景路,1.79,56.3,False,,
2023-01-19,0,长安区,长安大学城,1.79,49.44,False,,
2023-01-19,0,长安区,西部大道,1.44,47.52,False,,
2023-01-19,0,长安区,子午大道,1.79,47.64,False,,
2023-01-19,0,长安区,常宁路,1.44,59.97,False,,
2023-01-19,0,高新区,科技路,2.51,54.47,False,,
2023-01-19,0,高新区,高新路,2.15,59.61,False,,
2023-01-19,0,高新区,丈八路,1.79,48.31,False,,
2023-01-19,0,高新区,唐延路,2.15,59.68,False,,
2023-01-19,0,曲江新区,雁展路,2.15,46.86,False,,
2023-01-19,0,曲江新区,曲江池西路,1.79,56.72,False,,
2023-01-19,0,曲江新区,慈恩路,1.44,59.37,False,,
2023-01-19,0,曲江新区,曲江池东路,1.79,51.21,False,,
2023-01-19,0,,,,,False,地铁,2.41
2023-01-19,0,,,,,False,公交,1.85
2023-01-19,1,新城区,解放路,1.9,54.94,False,,
2023-01-19,1,新城区,长乐路,1.63,47.0,False,,
2023-01-19,1,新城区,韩森路,1.35,50.42,False,,
2023-01-19,1,新城区,民乐路,1.63,48.22,False,,
2023-01-19,1,碑林区,南大街,2.17,52.88,False,,
2023-01-19,1,碑林区,东大街,1.9,57.32,False,,
2023-01-19,1,碑林区,西大街,1.9,53.15,False,,
2023-01-19,1,碑林区,北大街,1.9,45.49,False,,
2023-01-19,1,莲湖区,北院门,1.9,58.6,False,,
2023-01-19,1,莲湖区,环城西路,1.63,58.02,False,,
2023-01-19,1,莲湖区,劳动路,1.63,50.03,False,,
2023-01-19,1,莲湖区,大兴路,1.35,46.04,False,,
2023-01-19,1,雁塔区,小寨路,2.17,50.05,False,,
2023-01-19,1,雁塔区,雁塔路,1.63,57.48,False,,
2023-01-19,1,雁塔区,长安路,1.9,58.51,False,,
2023-01-19,1,雁塔区,含光路,1.63,58.75,False,,
2023-01-19,1,未央区,未央路,1.63,48.22,False,,
2023-01-19,1,未央区,凤城路,1.35,49.01,False,,
2023-01-19,1,未央区,太华路,1.63,47.0,False,,
2023-01-19,1,未央区,文景路,1.35,47.73,False,,
2023-01-19,1,长安区,长安大学城,1.35,47.06,False,,
2023-01-19,1,长安区,西部大道,1.08,55.43,False,,
2023-01-19,1,长安区,子午大道,1.35,45.5,False,,
2023-01-19,1,长安区,常宁路,1.08,50.7,False,,
2023-01-19,1,高新区,科技路,1.9,47.86,False,,
2023-01-19,1,高新区,高新路,1.63,49.5,False,,
2023-01-19,1,高新区,丈八路,1.35,47.5,False,,
2023-01-19,1,高新区,唐延路,1.63,56.1,False,,
2023-01-19,1,曲江新区,雁展路,1.63,59.54,False,,
2023-01-19,1,曲江新区,曲江池西路,1.35,53.18,False,,
2023-01-19,1,曲江新区,慈恩路,1.08,53.52,False,,
2023-01-19,1,曲江新区,曲江池东路,1.35,58.58,False,,
2023-01-19,1,,,,,False,地铁,1.81
2023-01-19,1,,,,,False,公交,1.38
2023-01-19,2,新城区,解放路,2.57,56.19,False,,
2023-01-19,2,新城区,长乐路,2.21,57.1,False,,
2023-01-19,2,新城区,韩森路,1.84,58.74,False,,
2023-01-19,2,新城区,民乐路,2.21,58.44,False,,
2023-01-19,2,碑林区,南大街,2.94,59.66,False,,
2023-01-19,2,碑林区,东大街,2.57,56.8,False,,
2023-01-19,2,碑林区,西大街,2.57,52.49,False,,
2023-01-19,2,碑林区,北大街,2.57,55.18,False,,
2023-01-19,2,莲湖区,北院门,2.57,48.41,False,,
2023-01-19,2,莲湖区,环城西路,2.21,45.89,False,,
2023-01-19,2,莲湖区,劳动路,2.21,59.4,False,,
2023-01-19,2,莲湖区,大兴路,1.84,51.11,False,,
2023-01-19,2,雁塔区,小寨路,2.94,57.33,False,,
2023-01-19,2,雁塔区,雁塔路,2.21,54.72,False,,
2023-01-19,2,雁塔区,长安路,2.57,55.29,False,,
2023-01-19,2,雁塔区,含光路,2.21,51.96,False,,
2023-01-19,2,未央区,未央路,2.21,57.79,False,,
2023-01-19,2,未央区,凤城路,1.84,58.37,False,,
2023-01-19,2,未央区,太华路,2.21,54.16,False,,
2023-01-19,2,未央区,文景路,1.84,53.23,False,,
2023-01-19,2,长安区,长安大学城,1.84,51.67,False,,
2023-01-19,2,长安区,西部大道,1.47,50.61,False,,
2023-01-19,2,长安区,子午大道,1.84,50.42,False,,
2023-01-19,2,长安区,常宁路,1.47,46.01,False,,
2023-01-19,2,高新区,科技路,2.57,52.71,False,,
2023-01-19,2,高新区,高新路,2.21,56.7,False,,
2023-01-19,2,高新区,丈八路,1.84,59.86,False,,
2023-01-19,2,高新区,唐延路,2.21,49.15,False,,
2023-01-19,2,曲江新区,雁展路,2.21,46.77,False,,
2023-01-19,2,曲江新区,曲江池西路,1.84,59.05,False,,
2023-01-19,2,曲江新区,慈恩路,1.47,51.33,False,,
2023-01-19,2,曲江新区,曲江池东路,1.84,57.87,False,,
2023-01-19,2,,,,,False,地铁,2.93
2023-01-19,2,,,,,False,公交,1.96
2023-01-19,3,新城区,解放路,1.5,52.67,False,,
2023-01-19,3,新城区,长乐路,1.29,51.17,False,,
2023-01-19,3,新城区,韩森路,1.07,58.67,False,,
2023-01-19,3,新城区,民乐路,1.29,51.07,False,,
2023-01-19,3,碑林区,南大街,1.72,59.67,False,,
2023-01-19,3,碑林区,东大街,1.5,46.45,False,,
2023-01-19,3,碑林区,西大街,1.5,55.26,False,,
2023-01-19,3,碑林区,北大街,1.5,51.46,False,,
2023-01-19,3,莲湖区,北院门,1.5,49.62,False,,
2023-01-19,3,莲湖区,环城西路,1.29,52.29,False,,
2023-01-19,3,莲湖区,劳动路,1.29,56.43,False,,
2023-01-19,3,莲湖区,大兴路,1.07,55.88,False,,
2023-01-19,3,雁塔区,小寨路,1.72,52.18,False,,
2023-01-19,3,雁塔区,雁塔路,1.29,56.01,False,,
2023-01-19,3,雁塔区,长安路,1.5,53.28,False,,
2023-01-19,3,雁塔区,含光路,1.29,45.95,False,,
2023-01-19,3,未央区,未央路,1.29,46.75,False,,
2023-01-19,3,未央区,凤城路,1.07,58.93,False,,
2023-01-19,3,未央区,太华路,1.29,59.61,False,,
2023-01-19,3,未央区,文景路,1.07,52.78,False,,
2023-01-19,3,长安区,长安大学城,1.07,46.56,False,,
2023-01-19,3,长安区,西部大道,1.0,58.02,False,,
2023-01-19,3,长安区,子午大道,1.07,55.52,False,,
2023-01-19,3,长安区,常宁路,1.0,46.26,False,,
2023-01-19,3,高新区,科技路,1.5,48.48,False,,
2023-01-19,3,高新区,高新路,1.29,49.1,False,,
2023-01-19,3,高新区,丈八路,1.07,49.61,False,,
2023-01-19,3,高新区,唐延路,1.29,54.84,False,,
2023-01-19,3,曲江新区,雁展路,1.29,53.8,False,,
2023-01-19,3,曲江新区,曲江池西路,1.07,47.56,False,,
2023-01-19,3,曲江新区,慈恩路,1.0,45.11,False,,
2023-01-19,3,曲江新区,曲江池东路,1.07,57.27,False,,
2023-01-19,3,,,,,False,地铁,1.46
2023-01-19,3,,,,,False,公交,1.09
2023-01-19,4,新城区,解放路,2.13,49.8,False,,
2023-01-19,4,新城区,长乐路,1.83,53.85,False,,
2023-01-19,4,新城区,韩森路,1.52,59.93,False,,
2023-01-19,4,新城区,民乐路,1.83,56.31,False,,
2023-01-19,4,碑林区,南大街,2.43,54.2,False,,
2023-01-19,4,碑林区,东大街,2.13,51.03,False,,
2023-01-19,4,碑林区,西大街,2.13,54.09,False,,
2023-01-19,4,碑林区,北大街,2.13,49.08,False,,
2023-01-19,4,莲湖区,北院门,2.13,51.65,False,,
2023-01-19,4,莲湖区,环城西路,1.83,53.44,False,,
2023-01-19,4,莲湖区,劳动路,1.83,45.22,False,,
2023-01-19,4,莲湖区,大兴路,1.52,57.92,False,,
2023-01-19,4,雁塔区,小寨路,2.43,55.92,False,,
2023-01-19,4,雁塔区,雁塔路,1.83,53.58,False,,
2023-01-19,4,雁塔区,长安路,2.13,48.72,False,,
2023-01-19,4,雁塔区,含光路,1.83,54.16,False,,
2023-01-19,4,未央区,未央路,1.83,53.06,False,,
2023-01-19,4,未央区,凤城路,1.52,46.51,False,,
2023-01-19,4,未央区,太华路,1.83,49.9,False,,
2023-01-19,4,未央区,文景路,1.52,56.37,False,,
2023-01-19,4,长安区,长安大学城,1.52,52.45,False,,
2023-01-19,4,长安区,西部大道,1.22,52.27,False,,
2023-01-19,4,长安区,子午大道,1.52,48.54,False,,
2023-01-19,4,长安区,常宁路,1.22,52.71,False,,
2023-01-19,4,高新区,科技路,2.13,57.23,False,,
2023-01-19,4,高新区,高新路,1.83,59.55,False,,
2023-01-19,4,高新区,丈八路,1.52,59.85,False,,
2023-01-19,4,高新区,唐延路,1.83,50.14,False,,
2023-01-19,4,曲江新区,雁展路,1.83,58.3,False,,
2023-01-19,4,曲江新区,曲江池西路,1.52,45.55,False,,
2023-01-19,4,曲江新区,慈恩路,1.22,56.59,False,,
2023-01-19,4,曲江新区,曲江池东路,1.52,51.14,False,,
2023-01-19,4,,,,,False,地铁,2.12
2023-01-19,4,,,,,False,公交,1.91
2023-01-19,5,新城区,解放路,2.11,47.16,False,,
2023-01-19,5,新城区,长乐路,1.81,53.33,False,,
2023-01-19,5,新城区,韩森路,1.51,51.63,False,,
2023-01-19,5,新城区,民乐路,1.81,53.0,False,,
2023-01-19,5,碑林区,南大街,2.41,45.3,False,,
2023-01-19,5,碑林区,东大街,2.11,55.52,False,,
2023-01-19,5,碑林区,西大街,2.11,49.39,False,,
2023-01-19,5,碑林区,北大街,2.11,45.85,False,,
2023-01-19,5,莲湖区,北院门,2.11,58.76,False,,
2023-01-19,5,莲湖区,环城西路,1.81,57.96,False,,
2023-01-19,5,莲湖区,劳动路,1.81,54.67,False,,
2023-01-19,5,莲湖区,大兴路,1.51,56.43,False,,
2023-01-19,5,雁塔区,小寨路,2.41,57.83,False,,
2023-01-19,5,雁塔区,雁塔路,1.81,49.07,False,,
2023-01-19,5,雁塔区,长安路,2.11,56.82,False,,
2023-01-19,5,雁塔区,含光路,1.81,53.7,False,,
2023-01-19,5,未央区,未央路,1.81,48.61,False,,
2023-01-19,5,未央区,凤城路,1.51,49.83,False,,
2023-01-19,5,未央区,太华路,1.81,48.28,False,,
2023-01-19,5,未央区,文景路,1.51,57.39,False,,
2023-01-19,5,长安区,长安大学城,1.51,56.25,False,,
2023-01-19,5,长安区,西部大道,1.21,49.57,False,,
2023-01-19,5,长安区,子午大道,1.51,48.49,False,,
2023-01-19,5,长安区,常宁路,1.21,47.51,False,,
2023-01-19,5,高新区,科技路,2.11,48.72,False,,
2023-01-19,5,高新区,高新路,1.81,52.28,False,,
2023-01-19,5,高新区,丈八路,1.51,59.32,False,,
2023-01-19,5,高新区,唐延路,1.81,50.74,False,,
2023-01-19,5,曲江新区,雁展路,1.81,48.42,False,,
2023-01-19,5,曲江新区,曲江池西路,1.51,54.67,False,,
2023-01-19,5,曲江新区,慈恩路,1.21,48.2,False,,
2023-01-19,5,曲江新区,曲江池东路,1.51,46.33,False,,
2023-01-19,5,,,,,False,地铁,1.96
2023-01-19,5,,,,,False,公交,1.79
2023-01-19,6,新城区,解放路,6.34,11.56,False,,
2023-01-19,6,新城区,长乐路,5.44,44.04,False,,
2023-01-19,6,新城区,韩森路,4.53,29.69,False,,
2023-01-19,6,新城区,民乐路,5.44,32.72,False,,
2023-01-19,6,碑林区,南大街,7.25,13.93,False,,
2023-01-19,6,碑林区,东大街,6.34,23.88,False,,
2023-01-19,6,碑林区,西大街,6.34,22.7,False,,
2023-01-19,6,碑林区,北大街,6.34,14.65,False,,
2023-01-19,6,莲湖区,北院门,6.34,21.16,False,,
2023-01-19,6,莲湖区,环城西路,5.44,42.53,False,,
2023-01-19,6,莲湖区,劳动路,5.44,42.92,False,,
2023-01-19,6,莲湖区,大兴路,4.53,29.72,False,,
2023-01-19,6,雁塔区,小寨路,7.25,23.65,False,,
2023-01-19,6,雁塔区,雁塔路,5.44,32.55,False,,
2023-01-19,6,雁塔区,长安路,6.34,17.65,False,,
2023-01-19,6,雁塔区,含光路,5.44,40.34,False,,
2023-01-19,6,未央区,未央路,5.44,26.57,False,,
2023-01-19,6,未央区,凤城路,4.53,44.15,False,,
2023-01-19,6,未央区,太华路,5.44,35.16,False,,
2023-01-19,6,未央区,文景路,4.53,35.57,False,,
2023-01-19,6,长安区,长安大学城,4.53,36.15,False,,
2023-01-19,6,长安区,西部大道,3.62,28.95,False,,
2023-01-19,6,长安区,子午大道,4.53,28.99,False,,
2023-01-19,6,长安区,常宁路,3.62,30.44,False,,
2023-01-19,6,高新区,科技路,6.34,23.88,False,,
2023-01-19,6,高新区,高新路,5.44,38.99,False,,
2023-01-19,6,高新区,丈八路,4.53,33.31,False,,
2023-01-19,6,高新区,唐延路,5.44,30.94,False,,
2023-01-19,6,曲江新区,雁展路,5.44,27.16,False,,
2023-01-19,6,曲江新区,曲江池西路,4.53,42.22,False,,
2023-01-19,6,曲江新区,慈恩路,3.62,30.18,False,,
2023-01-19,6,曲江新区,曲江池东路,4.53,29.1,False,,
2023-01-19,6,,,,,False,地铁,6.23
2023-01-19,6,,,,,False,公交,5.71
2023-01-19,7,新城区,解放路,10.0,23.63,False,,
2023-01-19,7,新城区,长乐路,10.0,19.4,False,,
2023-01-19,7,新城区,韩森路,10.0,13.5,False,,
2023-01-19,7,新城区,民乐路,10.0,15.63,False,,
2023-01-19,7,碑林区,南大街,10.0,21.61,False,,
2023-01-19,7,碑林区,东大街,10.0,22.99,False,,
2023-01-19,7,碑林区,西大街,10.0,10.79,False,,
2023-01-19,7,碑林区,北大街,10.0,10.49,False,,
2023-01-19,7,莲湖区,北院门,10.0,10.75,False,,
2023-01-19,7,莲湖区,环城西路,10.0,10.56,False,,
2023-01-19,7,莲湖区,劳动路,10.0,22.84,False,,
2023-01-19,7,莲湖区,大兴路,10.0,11.17,False,,
2023-01-19,7,雁塔区,小寨路,10.0,18.82,False,,
2023-01-19,7,雁塔区,雁塔路,10.0,13.78,False,,
2023-01-19,7,雁塔区,长安路,10.0,23.93,False,,
2023-01-19,7,雁塔区,含光路,10.0,19.74,False,,
2023-01-19,7,未央区,未央路,10.0,17.45,False,,
2023-01-19,7,未央区,凤城路,10.0,17.16,False,,
2023-01-19,7,未央区,太华路,10.0,17.0,False,,
2023-01-19,7,未央区,文景路,10.0,19.65,False,,
2023-01-19,7,长安区,长安大学城,10.0,22.8,False,,
2023-01-19,7,长安区,西部大道,8.48,19.68,False,,
2023-01-19,7,长安区,子午大道,10.0,12.15,False,,
2023-01-19,7,长安区,常宁路,8.48,17.7,False,,
2023-01-19,7,高新区,科技路,10.0,13.56,False,,
2023-01-19,7,高新区,高新路,10.0,16.66,False,,
2023-01-19,7,高新区,丈八路,10.0,16.58,False,,
2023-01-19,7,高新区,唐延路,10.0,13.72,False,,
2023-01-19,7,曲江新区,雁展路,10.0,10.66,False,,
2023-01-19,7,曲江新区,曲江池西路,10.0,15.56,False,,
2023-01-19,7,曲江新区,慈恩路,8.48,15.8,False,,
2023-01-19,7,曲江新区,曲江池东路,10.0,17.67,False,,
2023-01-19,7,,,,,False,地铁,13.83
2023-01-19,7,,,,,False,公交,10.98
2023-01-19,8,新城区,解放路,10.0,23.09,False,,
2023-01-19,8,新城区,长乐路,10.0,23.26,False,,
2023-01-19,8,新城区,韩森路,9.0,22.22,False,,
2023-01-19,8,新城区,民乐路,10.0,24.27,False,,
2023-01-19,8,碑林区,南大街,10.0,23.72,False,,
2023-01-19,8,碑林区,东大街,10.0,16.26,False,,
2023-01-19,8,碑林区,西大街,10.0,11.79,False,,
2023-01-19,8,碑林区,北大街,10.0,23.16,False,,
2023-01-19,8,莲湖区,北院门,10.0,13.48,False,,
2023-01-19,8,莲湖区,环城西路,10.0,23.86,False,,
2023-01-19,8,莲湖区,劳动路,10.0,12.15,False,,
2023-01-19,8,莲湖区,大兴路,9.0,17.84,False,,
2023-01-19,8,雁塔区,小寨路,10.0,17.37,False,,
2023-01-19,8,雁塔区,雁塔路,10.0,17.78,False,,
2023-01-19,8,雁塔区,长安路,10.0,22.46,False,,
2023-01-19,8,雁塔区,含光路,10.0,12.72,False,,
2023-01-19,8,未央区,未央路,10.0,17.36,False,,
2023-01-19,8,未央区,凤城路,9.0,18.04,False,,
2023-01-19,8,未央区,太华路,10.0,23.91,False,,
2023-01-19,8,未央区,文景路,9.0,21.22,False,,
2023-01-19,8,长安区,长安大学城,9.0,16.01,False,,
2023-01-19,8,长安区,西部大道,7.2,20.01,False,,
2023-01-19,8,长安区,子午大道,9.0,15.54,False,,
2023-01-19,8,长安区,常宁路,7.2,15.95,False,,
2023-01-19,8,高新区,科技路,10.0,15.68,False,,
2023-01-19,8,高新区,高新路,10.0,11.67,False,,
2023-01-19,8,高新区,丈八路,9.0,19.57,False,,
2023-01-19,8,高新区,唐延路,10.0,18.26,False,,
2023-01-19,8,曲江新区,雁展路,10.0,13.1,False,,
2023-01-19,8,曲江新区,曲江池西路,9.0,22.76,False,,
2023-01-19,8,曲江新区,慈恩路,7.2,18.25,False,,
2023-01-19,8,曲江新区,曲江池东路,9.0,20.19,False,,
2023-01-19,8,,,,,False,地铁,14.59
2023-01-19,8,,,,,False,公交,11.93
2023-01-19,9,新城区,解放路,10.0,12.74,False,,
2023-01-19,9,新城区,长乐路,10.0,17.17,False,,
2023-01-19,9,新城区,韩森路,9.66,23.07,False,,
2023-01-19,9,新城区,民乐路,10.0,19.22,False,,
2023-01-19,9,碑林区,南大街,10.0,18.9,False,,
2023-01-19,9,碑林区,东大街,10.0,15.42,False,,
2023-01-19,9,碑林区,西大街,10.0,10.39,False,,
2023-01-19,9,碑林区,北大街,10.0,22.44,False,,
2023-01-19,9,莲湖区,北院门,10.0,15.71,False,,
2023-01-19,9,莲湖区,环城西路,10.0,17.79,False,,
2023-01-19,9,莲湖区,劳动路,10.0,24.75,False,,
2023-01-19,9,莲湖区,大兴路,9.66,17.02,False,,
2023-01-19,9,雁塔区,小寨路,10.0,19.21,False,,
2023-01-19,9,雁塔区,雁塔路,10.0,22.75,False,,
2023-01-19,9,雁塔区,长安路,10.0,24.44,False,,
2023-01-19,9,雁塔区,含光路,10.0,10.5,False,,
2023-01-19,9,未央区,未央路,10.0,17.13,False,,
2023-01-19,9,未央区,凤城路,9.66,23.9,False,,
2023-01-19,9,未央区,太华路,10.0,15.38,False,,
2023-01-19,9,未央区,文景路,9.66,24.2,False,,
2023-01-19,9,长安区,长安大学城,9.66,12.95,False,,
2023-01-19,9,长安区,西部大道,7.73,16.58,False,,
2023-01-19,9,长安区,子午大道,9.66,21.43,False,,
2023-01-19,9,长安区,常宁路,7.73,23.35,False,,
2023-01-19,9,高新区,科技路,10.0,16.06,False,,
2023-01-19,9,高新区,高新路,10.0,22.49,False,,
2023-01-19,9,高新区,丈八路,9.66,17.94,False,,
2023-01-19,9,高新区,唐延路,10.0,16.64,False,,
2023-01-19,9,曲江新区,雁展路,10.0,10.43,False,,
2023-01-19,9,曲江新区,曲江池西路,9.66,17.87,False,,
2023-01-19,9,曲江新区,慈恩路,7.73,17.15,False,,
2023-01-19,9,曲江新区,曲江池东路,9.66,17.48,False,,
2023-01-19,9,,,,,False,地铁,15.11
2023-01-19,9,,,,,False,公交,10.84
2023-01-19,10,新城区,解放路,6.62,16.96,False,,
2023-01-19,10,新城区,长乐路,5.67,38.9,False,,
2023-01-19,10,新城区,韩森路,4.73,33.94,False,,
2023-01-19,10,新城区,民乐路,5.67,36.23,False,,
2023-01-19,10,碑林区,南大街,7.57,21.86,False,,
2023-01-19,10,碑林区,东大街,6.62,19.25,False,,
2023-01-19,10,碑林区,西大街,6.62,19.87,False,,
2023-01-19,10,碑林区,北大街,6.62,15.74,False,,
2023-01-19,10,莲湖区,北院门,6.62,15.26,False,,
2023-01-19,10,莲湖区,环城西路,5.67,29.09,False,,
2023-01-19,10,莲湖区,劳动路,5.67,32.91,False,,
2023-01-19,10,莲湖区,大兴路,4.73,26.6,False,,
2023-01-19,10,雁塔区,小寨路,7.57,15.55,False,,
2023-01-19,10,雁塔区,雁塔路,5.67,33.28,False,,
2023-01-19,10,雁塔区,长安路,6.62,16.84,False,,
2023-01-19,10,雁塔区,含光路,5.67,40.21,False,,
2023-01-19,10,未央区,未央路,5.67,39.15,False,,
2023-01-19,10,未央区,凤城路,4.73,36.18,False,,
2023-01-19,10,未央区,太华路,5.67,25.13,False,,
2023-01-19,10,未央区,文景路,4.73,42.95,False,,
2023-01-19,10,长安区,长安大学城,4.73,30.7,False,,
2023-01-19,10,长安区,西部大道,3.78,26.9,False,,
2023-01-19,10,长安区,子午大道,4.73,37.53,False,,
2023-01-19,10,长安区,常宁路,3.78,41.76,False,,
2023-01-19,10,高新区,科技路,6.62,11.08,False,,
2023-01-19,10,高新区,高新路,5.67,33.72,False,,
2023-01-19,10,高新区,丈八路,4.73,39.42,False,,
2023-01-19,10,高新区,唐延路,5.67,25.18,False,,
2023-01-19,10,曲江新区,雁展路,5.67,43.5,False,,
2023-01-19,10,曲江新区,曲江池西路,4.73,43.9,False,,
2023-01-19,10,曲江新区,慈恩路,3.78,43.01,False,,
2023-01-19,10,曲江新区,曲江池东路,4.73,34.15,False,,
2023-01-19,10,,,,,False,地铁,7.07
2023-01-19,10,,,,,False,公交,5.3
2023-01-19,11,新城区,解放路,6.05,16.23,False,,
2023-01-19,11,新城区,长乐路,5.19,33.54,False,,
2023-01-19,11,新城区,韩森路,4.32,34.36,False,,
2023-01-19,11,新城区,民乐路,5.19,29.56,False,,
2023-01-19,11,碑林区,南大街,6.92,14.66,False,,
2023-01-19,11,碑林区,东大街,6.05,19.46,False,,
2023-01-19,11,碑林区,西大街,6.05,12.01,False,,
2023-01-19,11,碑林区,北大街,6.05,17.03,False,,
2023-01-19,11,莲湖区,北院门,6.05,17.98,False,,
2023-01-19,11,莲湖区,环城西路,5.19,25.58,False,,
2023-01-19,11,莲湖区,劳动路,5.19,26.17,False,,
2023-01-19,11,莲湖区,大兴路,4.32,33.0,False,,
2023-01-19,11,雁塔区,小寨路,6.92,15.78,False,,
2023-01-19,11,雁塔区,雁塔路,5.19,39.25,False,,
2023-01-19,11,雁塔区,长安路,6.05,15.61,False,,
2023-01-19,11,雁塔区,含光路,5.19,40.8,False,,
2023-01-19,11,未央区,未央路,5.19,29.42,False,,
2023-01-19,11,未央区,凤城路,4.32,42.56,False,,
2023-01-19,11,未央区,太华路,5.19,26.85,False,,
2023-01-19,11,未央区,文景路,4.32,43.02,False,,
2023-01-19,11,长安区,长安大学城,4.32,42.38,False,,
2023-01-19,11,长安区,西部大道,3.46,34.46,False,,
2023-01-19,11,长安区,子午大道,4.32,33.99,False,,
2023-01-19,11,长安区,常宁路,3.46,27.54,False,,
2023-01-19,11,高新区,科技路,6.05,16.09,False,,
2023-01-19,11,高新区,高新路,5.19,28.85,False,,
2023-01-19,11,高新区,丈八路,4.32,30.61,False,,
2023-01-19,11,高新区,唐延路,5.19,31.48,False,,
2023-01-19,11,曲江新区,雁展路,5.19,30.86,False,,
2023-01-19,11,曲江新区,曲江池西路,4.32,37.99,False,,
2023-01-19,11,曲江新区,慈恩路,3.46,36.53,False,,
2023-01-19,11,曲江新区,曲江池东路,4.32,30.42,False,,
2023-01-19,11,,,,,False,地铁,5.43
2023-01-19,11,,,,,False,公交,5.16
2023-01-19,12,新城区,解放路,6.02,18.25,False,,
2023-01-19,12,新城区,长乐路,5.16,29.8,False,,
2023-01-19,12,新城区,韩森路,4.3,28.95,False,,
2023-01-19,12,新城区,民乐路,5.16,42.01,False,,
2023-01-19,12,碑林区,南大街,6.88,10.86,False,,
2023-01-19,12,碑林区,东大街,6.02,12.46,False,,
2023-01-19,12,碑林区,西大街,6.02,13.77,False,,
2023-01-19,12,碑林区,北大街,6.02,20.78,False,,
2023-01-19,12,莲湖区,北院门,6.02,22.78,False,,
2023-01-19,12,莲湖区,环城西路,5.16,42.74,False,,
2023-01-19,12,莲湖区,劳动路,5.16,40.64,False,,
2023-01-19,12,莲湖区,大兴路,4.3,33.07,False,,
2023-01-19,12,雁塔区,小寨路,6.88,18.17,False,,
2023-01-19,12,雁塔区,雁塔路,5.16,28.86,False,,
2023-01-19,12,雁塔区,长安路,6.02,11.25,False,,
2023-01-19,12,雁塔区,含光路,5.16,32.55,False,,
2023-01-19,12,未央区,未央路,5.16,32.44,False,,
2023-01-19,12,未央区,凤城路,4.3,28.61,False,,
2023-01-19,12,未央区,太华路,5.16,36.46,False,,
2023-01-19,12,未央区,文景路,4.3,25.31,False,,
2023-01-19,12,长安区,长安大学城,4.3,29.99,False,,
2023-01-19,12,长安区,西部大道,3.44,27.18,False,,
2023-01-19,12,长安区,子午大道,4.3,30.24,False,,
2023-01-19,12,长安区,常宁路,3.44,41.27,False,,
2023-01-19,12,高新区,科技路,6.02,12.99,False,,
2023-01-19,12,高新区,高新路,5.16,41.94,False,,
2023-01-19,12,高新区,丈八路,4.3,26.86,False,,
