date,district,station,PM2.5,PM10,SO2,NO2,CO,O3,AQI,noise_level,area_type,water_quality,green_coverage,waste_treatment_rate,sewage_treatment_rate
2023-01-22,未央区,开发区站,49.95,52.48,35.71,37.85,1.93,165.22,99,75.7,交通干线,I类,0.41,0.959,0.956
2023-01-22,灞桥区,灞桥站,61.49,164.69,12.92,36.53,1.51,158.96,132,55.2,居住区,I类,0.43,0.97,0.948
2023-01-22,灞桥区,纺织城站,26.5,148.0,14.96,87.32,1.78,159.42,118,68.8,交通干线,I类,0.43,0.96,0.977
2023-01-22,长安区,郭杜站,32.67,157.79,38.1,85.07,2.85,126.71,126,64.3,商业区,II类,0.48,0.959,0.966
2023-01-22,长安区,大学城站,59.04,178.6,46.55,41.39,2.54,72.31,143,49.4,居住区,III类,0.48,0.985,0.954
2023-01-22,高新区,科技路站,41.26,152.57,31.99,67.11,1.8,101.73,122,79.3,交通干线,V类,0.42,0.989,0.945
2023-01-22,高新区,高新西站,70.33,91.38,7.73,88.34,1.01,114.11,106,55.1,居住区,V类,0.42,0.985,0.953
2023-01-22,高新区,丈八站,19.45,43.9,13.32,24.26,2.07,162.96,98,67.3,商业区,V类,0.42,0.967,0.952
2023-01-22,经开区,经开站,53.03,150.68,14.8,37.46,2.36,133.33,121,56.0,居住区,II类,0.4,0.966,0.942
2023-01-22,经开区,浐灞站,38.41,45.98,20.58,47.88,0.75,184.07,110,62.3,工业区,I类,0.4,0.987,0.979
2023-01-22,曲江新区,曲江站,68.04,93.21,30.01,27.31,2.64,151.76,106,60.3,商业区,V类,0.5,0.962,0.972
2023-01-22,曲江新区,芙蓉园站,40.8,42.69,17.94,48.94,1.06,51.19,61,61.4,工业区,IV类,0.5,0.951,0.978
2023-01-23,新城区,民乐站,64.41,167.89,20.37,30.91,2.32,105.88,134,70.6,工业区,I类,0.4,0.953,0.959
2023-01-23,新城区,长乐站,66.09,56.36,18.87,38.85,2.51,82.94,100,79.0,交通干线,I类,0.4,0.983,0.941
2023-01-23,碑林区,小寨站,30.35,41.47,43.9,83.11,1.82,183.74,110,69.2,商业区,IV类,0.38,0.978,0.943
2023-01-23,碑林区,文艺路站,79.86,45.81,43.22,87.94,2.76,89.06,120,73.1,交通干线,I类,0.38,0.969,0.958
2023-01-23,莲湖区,北院门站,81.91,168.82,10.43,23.96,0.82,82.33,135,65.4,商业区,III类,0.35,0.953,0.956
2023-01-23,莲湖区,红庙坡站,51.8,116.63,17.33,44.22,2.27,49.8,93,72.5,交通干线,V类,0.35,0.982,0.979
2023-01-23,雁塔区,大雁塔站,56.83,76.16,30.79,68.32,0.8,105.81,85,55.0,居住区,V类,0.45,0.98,0.967
2023-01-23,雁塔区,小雁塔站,18.34,128.46,11.76,82.75,0.66,125.57,103,66.4,工业区,IV类,0.45,0.963,0.971
2023-01-23,未央区,未央宫站,75.25,148.8,39.25,24.62,2.12,183.84,119,52.3,居住区,II类,0.41,0.965,0.953
2023-01-23,未央区,开发区站,55.31,106.42,10.27,65.97,1.31,91.36,85,73.6,交通干线,IV类,0.41,0.957,0.941
2023-01-23,灞桥区,灞桥站,24.71,40.14,33.38,63.37,2.23,98.93,89,46.0,居住区,I类,0.43,0.953,0.942
2023-01-23,灞桥区,纺织城站,49.86,118.0,32.74,34.68,1.52,70.47,94,61.4,工业区,III类,0.43,0.989,0.979
2023-01-23,长安区,郭杜站,35.74,139.65,28.74,69.72,2.1,129.96,112,68.7,交通干线,II类,0.48,0.965,0.958
2023-01-23,长安区,大学城站,77.9,81.72,42.55,76.76,1.31,147.07,117,57.3,商业区,III类,0.48,0.959,0.954
2023-01-23,高新区,科技路站,39.22,99.63,35.81,85.06,2.38,160.54,102,70.2,工业区,V类,0.42,0.987,0.979
2023-01-23,高新区,高新西站,25.43,78.7,17.47,57.92,1.33,105.52,70,78.2,交通干线,II类,0.42,0.952,0.975
2023-01-23,高新区,丈八站,29.47,47.95,41.49,61.97,2.73,120.38,109,66.6,交通干线,IV类,0.42,0.969,0.95
2023-01-23,经开区,经开站,21.95,37.06,44.06,90.6,2.5,101.5,109,71.7,工业区,III类,0.4,0.985,0.944
2023-01-23,经开区,浐灞站,41.32,175.99,30.31,51.36,2.33,89.02,141,45.9,居住区,II类,0.4,0.982,0.976
2023-01-23,曲江新区,曲江站,24.78,139.28,40.73,61.97,2.37,100.04,111,59.9,商业区,I类,0.5,0.96,0.973
2023-01-23,曲江新区,芙蓉园站,27.04,40.51,16.07,63.61,1.06,82.62,76,56.5,商业区,V类,0.5,0.968,0.965
2023-01-24,新城区,民乐站,37.22,106.95,47.29,48.24,0.89,110.23,95,58.1,商业区,III类,0.4,0.981,0.942
2023-01-24,新城区,长乐站,71.09,47.71,18.23,89.11,1.37,204.63,123,70.7,工业区,V类,0.4,0.954,0.953
2023-01-24,碑林区,小寨站,86.09,141.77,28.32,52.27,1.21,71.82,129,60.1,商业区,IV类,0.38,0.95,0.947
2023-01-24,碑林区,文艺路站,84.84,147.41,36.71,37.69,2.85,142.91,127,59.4,居住区,V类,0.38,0.967,0.945
2023-01-24,莲湖区,北院门站,88.77,40.26,30.91,95.45,3.03,178.02,133,79.3,交通干线,II类,0.35,0.955,0.956
2023-01-24,莲湖区,红庙坡站,59.16,67.48,44.75,104.54,1.65,175.18,125,69.4,商业区,III类,0.35,0.986,0.972
2023-01-24,雁塔区,大雁塔站,25.74,40.07,45.47,28.67,1.22,169.56,102,74.5,交通干线,I类,0.45,0.962,0.977
2023-01-24,雁塔区,小雁塔站,31.12,43.55,47.82,96.98,1.43,165.02,116,76.3,交通干线,I类,0.45,0.963,0.952
2023-01-24,未央区,未央宫站,33.32,133.47,11.48,62.09,1.89,139.84,107,56.5,商业区,II类,0.41,0.967,0.962
2023-01-24,未央区,开发区站,22.06,174.94,15.0,79.83,2.77,68.37,140,56.8,居住区,III类,0.41,0.963,0.941
2023-01-24,灞桥区,灞桥站,19.73,160.79,40.5,86.19,2.06,118.27,129,74.0,交通干线,I类,0.43,0.98,0.941
2023-01-24,灞桥区,纺织城站,23.45,126.98,38.87,56.04,2.41,59.78,102,45.4,居住区,II类,0.43,0.964,0.945
2023-01-24,长安区,郭杜站,95.95,115.91,35.85,43.62,1.11,55.84,144,65.7,工业区,III类,0.48,0.964,0.963
2023-01-24,长安区,大学城站,84.46,193.95,44.83,85.22,1.2,145.7,155,61.4,商业区,III类,0.48,0.969,0.969
2023-01-24,高新区,科技路站,69.88,188.28,38.8,90.7,1.26,200.39,151,54.8,居住区,IV类,0.42,0.96,0.973
2023-01-24,高新区,高新西站,20.68,79.94,16.56,74.62,2.46,175.55,105,71.0,工业区,III类,0.42,0.954,0.965
2023-01-24,高新区,丈八站,90.87,174.99,21.33,64.79,0.92,195.81,140,65.2,工业区,V类,0.42,0.97,0.948
2023-01-24,经开区,经开站,43.26,89.36,42.66,59.25,2.89,72.87,116,70.3,工业区,III类,0.4,0.977,0.969
2023-01-24,经开区,浐灞站,90.68,176.35,26.55,29.88,0.7,181.46,141,60.0,商业区,I类,0.4,0.987,0.973
2023-01-24,曲江新区,曲江站,25.55,42.74,17.22,86.07,1.12,80.6,103,63.4,商业区,III类,0.5,0.955,0.945
2023-01-24,曲江新区,芙蓉园站,20.57,40.19,24.63,104.2,1.12,86.78,125,66.7,交通干线,V类,0.5,0.987,0.957
2023-01-25,新城区,民乐站,62.85,199.81,7.95,30.46,2.45,57.68,160,78.9,交通干线,II类,0.4,0.953,0.969
2023-01-25,新城区,长乐站,60.69,103.55,30.62,46.18,2.62,152.61,105,76.0,交通干线,IV类,0.4,0.976,0.961
2023-01-25,碑林区,小寨站,29.44,122.99,26.89,50.84,1.93,113.7,98,67.8,工业区,II类,0.38,0.962,0.951
2023-01-25,碑林区,文艺路站,90.96,176.79,17.82,50.66,2.27,114.09,141,62.9,工业区,V类,0.38,0.976,0.97
2023-01-25,莲湖区,北院门站,46.14,61.75,41.09,65.34,3.2,136.94,128,67.1,商业区,IV类,0.35,0.965,0.965
2023-01-25,莲湖区,红庙坡站,88.07,175.55,44.67,38.43,3.08,154.61,140,56.8,商业区,V类,0.35,0.978,0.965
2023-01-25,雁塔区,大雁塔站,82.4,48.24,43.24,72.83,2.75,168.79,124,56.2,居住区,III类,0.45,0.969,0.941
2023-01-25,雁塔区,小雁塔站,75.75,86.72,48.07,79.61,2.14,132.8,114,76.4,交通干线,I类,0.45,0.978,0.98
2023-01-25,未央区,未央宫站,84.16,190.68,14.81,57.49,2.04,74.47,153,70.1,交通干线,IV类,0.41,0.979,0.96
2023-01-25,未央区,开发区站,22.03,134.79,38.97,34.47,0.76,74.22,108,45.5,居住区,IV类,0.41,0.972,0.95
2023-01-25,灞桥区,灞桥站,92.37,103.08,42.66,30.95,1.79,64.6,139,62.1,工业区,IV类,0.43,0.976,0.956
2023-01-25,灞桥区,纺织城站,62.55,79.76,10.28,55.14,2.01,101.85,94,69.6,工业区,II类,0.43,0.951,0.979
2023-01-25,长安区,郭杜站,36.31,167.31,33.82,56.96,0.83,105.15,134,69.4,交通干线,I类,0.48,0.977,0.969
2023-01-25,长安区,大学城站,25.7,173.69,53.77,36.37,0.95,89.84,139,74.4,工业区,I类,0.48,0.985,0.947
2023-01-25,高新区,科技路站,95.39,67.95,14.43,103.22,2.52,91.88,143,64.0,工业区,IV类,0.42,0.977,0.955
2023-01-25,高新区,高新西站,87.58,78.27,38.64,72.26,2.75,133.89,131,73.5,工业区,V类,0.42,0.966,0.963
2023-01-25,高新区,丈八站,61.37,75.63,31.21,62.73,1.24,107.54,92,57.8,居住区,I类,0.42,0.951,0.945
2023-01-25,经开区,经开站,86.29,126.32,25.53,68.83,3.06,153.17,129,51.6,居住区,III类,0.4,0.981,0.952
2023-01-25,经开区,浐灞站,79.06,120.94,16.68,41.53,3.38,155.84,135,71.2,工业区,V类,0.4,0.961,0.956
2023-01-25,曲江新区,曲江站,99.4,135.57,44.82,35.85,0.78,204.23,149,68.3,商业区,I类,0.5,0.96,0.949
2023-01-25,曲江新区,芙蓉园站,90.26,165.58,30.35,52.48,3.11,192.99,135,66.9,商业区,III类,0.5,0.966,0.965
2023-01-26,新城区,民乐站,34.36,91.99,8.46,80.11,2.09,77.02,96,57.9,居住区,I类,0.4,0.968,0.941
2023-01-26,新城区,长乐站,17.91,145.19,19.31,71.0,1.18,127.46,116,63.5,工业区,III类,0.4,0.955,0.973
2023-01-26,碑林区,小寨站,53.83,106.2,34.01,36.39,1.6,136.03,85,50.7,居住区,II类,0.38,0.957,0.944
2023-01-26,碑林区,文艺路站,17.21,43.11,32.27,47.66,0.68,118.71,71,68.9,工业区,III类,0.38,0.988,0.949
2023-01-26,莲湖区,北院门站,19.48,53.96,24.98,74.78,2.19,63.42,90,58.1,商业区,IV类,0.35,0.967,0.952
2023-01-26,莲湖区,红庙坡站,18.06,146.93,27.85,56.39,0.89,152.42,118,65.3,交通干线,I类,0.35,0.967,0.944
2023-01-26,雁塔区,大雁塔站,77.78,40.81,17.79,27.31,1.34,52.19,117,56.4,居住区,V类,0.45,0.955,0.967
2023-01-26,雁塔区,小雁塔站,44.59,113.99,15.46,66.6,1.1,121.72,91,57.8,居住区,I类,0.45,0.964,0.977
2023-01-26,未央区,未央宫站,65.67,142.89,14.54,27.67,0.75,51.09,114,60.6,商业区,I类,0.41,0.987,0.969
2023-01-26,未央区,开发区站,44.71,38.66,26.06,62.26,1.29,167.19,100,67.4,商业区,III类,0.41,0.989,0.966
2023-01-26,灞桥区,灞桥站,31.33,122.63,12.55,45.13,2.62,143.86,105,58.2,居住区,II类,0.43,0.964,0.95
2023-01-26,灞桥区,纺织城站,51.15,56.39,32.17,73.43,2.43,108.77,97,69.9,工业区,II类,0.43,0.965,0.953
2023-01-26,长安区,郭杜站,47.13,87.87,9.36,31.26,1.05,150.59,90,49.0,居住区,IV类,0.48,0.951,0.955
2023-01-26,长安区,大学城站,52.12,113.02,15.72,73.16,2.05,135.77,90,58.1,居住区,II类,0.48,0.966,0.97
2023-01-26,高新区,科技路站,58.92,142.11,17.87,81.11,1.76,50.01,114,60.9,商业区,I类,0.42,0.974,0.967
2023-01-26,高新区,高新西站,29.48,108.13,41.98,32.91,0.68,55.18,87,58.1,居住区,I类,0.42,0.979,0.979
2023-01-26,高新区,丈八站,50.63,52.33,25.82,66.21,1.19,111.35,79,67.7,商业区,II类,0.42,0.966,0.943
2023-01-26,经开区,经开站,30.48,105.7,32.68,68.12,0.86,102.64,85,58.4,商业区,V类,0.4,0.978,0.974
2023-01-26,经开区,浐灞站,35.6,90.74,31.15,78.97,2.7,153.85,108,71.3,工业区,III类,0.4,0.969,0.974
2023-01-26,曲江新区,曲江站,50.85,46.94,28.34,81.91,1.55,99.46,98,46.2,居住区,I类,0.5,0.96,0.978
2023-01-26,曲江新区,芙蓉园站,64.35,50.88,19.98,53.89,0.86,93.23,97,61.7,工业区,I类,0.5,0.975,0.969
2023-01-27,新城区,民乐站,109.06,213.93,41.78,40.56,2.02,224.39,171,67.1,商业区,V类,0.4,0.971,0.961
2023-01-27,新城区,长乐站,67.25,137.86,48.64,99.24,2.02,154.59,119,70.9,交通干线,IV类,0.4,0.968,0.954
2023-01-27,碑林区,小寨站,32.29,200.71,42.73,96.68,2.12,152.36,161,80.0,交通干线,II类,0.38,0.966,0.978
2023-01-27,碑林区,文艺路站,27.79,205.62,58.34,68.47,2.73,120.6,164,55.0,居住区,II类,0.38,0.954,0.95
2023-01-27,莲湖区,北院门站,78.58,61.5,18.96,42.77,1.85,234.05,140,54.4,居住区,III类,0.35,0.967,0.955
2023-01-27,莲湖区,红庙坡站,47.72,224.16,14.6,35.71,2.81,101.75,179,59.7,商业区,II类,0.35,0.958,0.946
2023-01-27,雁塔区,大雁塔站,114.77,230.12,46.73,65.98,1.11,67.02,184,61.1,商业区,V类,0.45,0.976,0.959
2023-01-27,雁塔区,小雁塔站,91.59,74.01,36.35,79.11,1.16,78.91,137,65.2,交通干线,II类,0.45,0.967,0.956
2023-01-27,未央区,未央宫站,66.0,213.69,35.63,49.83,1.11,231.84,171,74.9,工业区,IV类,0.41,0.984,0.96
2023-01-27,未央区,开发区站,31.31,173.18,44.78,110.1,1.59,186.4,139,50.9,居住区,IV类,0.41,0.954,0.967
2023-01-27,灞桥区,灞桥站,80.93,229.04,50.03,77.65,2.5,123.59,183,67.3,交通干线,II类,0.43,0.984,0.978
2023-01-27,灞桥区,纺织城站,39.36,177.0,11.09,110.26,3.74,63.44,150,50.0,居住区,V类,0.43,0.965,0.976
2023-01-27,长安区,郭杜站,87.88,160.29,37.52,77.29,1.28,203.21,132,70.2,交通干线,III类,0.48,0.972,0.97
2023-01-27,长安区,大学城站,114.37,162.27,14.98,70.26,0.93,218.65,172,65.9,交通干线,V类,0.48,0.961,0.962
2023-01-27,高新区,科技路站,89.89,64.08,30.61,90.03,1.64,231.5,139,59.5,居住区,IV类,0.42,0.972,0.948
2023-01-27,高新区,高新西站,107.36,79.27,36.22,31.34,2.77,74.39,161,57.7,居住区,V类,0.42,0.952,0.955
2023-01-27,高新区,丈八站,66.88,218.82,18.98,121.05,2.01,80.44,175,52.3,居住区,I类,0.42,0.952,0.977
2023-01-27,经开区,经开站,46.68,198.05,35.71,45.4,3.0,166.56,158,70.5,工业区,IV类,0.4,0.989,0.979
2023-01-27,经开区,浐灞站,31.2,47.12,62.05,80.13,2.64,120.9,124,62.4,商业区,II类,0.4,0.961,0.954
2023-01-27,曲江新区,曲江站,46.45,228.02,41.24,115.01,2.35,115.98,182,59.5,商业区,I类,0.5,0.974,0.97
2023-01-27,曲江新区,芙蓉园站,39.57,223.36,12.6,65.9,2.63,159.97,179,47.8,居住区,IV类,0.5,0.982,0.942
2023-01-28,新城区,民乐站,72.7,174.21,36.08,54.8,1.15,101.75,139,56.0,商业区,V类,0.4,0.969,0.959
2023-01-28,新城区,长乐站,75.7,52.99,42.08,82.46,0.94,180.64,114,63.5,商业区,I类,0.4,0.968,0.975
2023-01-28,碑林区,小寨站,79.5,127.67,26.96,58.86,1.47,94.22,119,67.3,工业区,V类,0.38,0.971,0.959
2023-01-28,碑林区,文艺路站,48.99,169.85,10.7,81.93,2.4,179.66,136,61.2,工业区,V类,0.38,0.956,0.977
2023-01-28,莲湖区,北院门站,48.63,98.75,40.19,68.45,2.16,114.87,86,63.0,商业区,I类,0.35,0.968,0.941
2023-01-28,莲湖区,红庙坡站,41.93,116.52,29.39,54.98,1.2,144.13,93,66.9,工业区,IV类,0.35,0.966,0.943
2023-01-28,雁塔区,大雁塔站,93.6,154.64,37.16,42.09,1.29,116.71,140,48.3,居住区,II类,0.45,0.971,0.977
2023-01-28,雁塔区,小雁塔站,66.65,157.82,50.51,92.07,1.57,100.89,126,49.6,居住区,I类,0.45,0.986,0.965
2023-01-28,未央区,未央宫站,71.09,189.55,20.84,98.98,1.96,202.83,152,66.4,交通干线,II类,0.41,0.989,0.962
2023-01-28,未央区,开发区站,72.04,126.74,30.96,37.22,2.97,121.37,119,62.2,工业区,V类,0.41,0.985,0.941
2023-01-28,灞桥区,灞桥站,58.64,168.14,19.37,36.3,1.9,103.6,135,52.1,居住区,II类,0.43,0.985,0.941
2023-01-28,灞桥区,纺织城站,53.95,165.89,28.92,66.8,2.57,153.67,133,65.2,工业区,IV类,0.43,0.96,0.947
2023-01-28,长安区,郭杜站,50.05,93.1,34.63,60.85,3.04,73.5,122,62.1,工业区,I类,0.48,0.953,0.972
2023-01-28,长安区,大学城站,66.13,142.69,35.11,98.42,2.38,137.2,118,60.5,商业区,I类,0.48,0.97,0.974
2023-01-28,高新区,科技路站,80.82,141.68,36.97,60.82,3.11,159.42,124,58.7,居住区,V类,0.42,0.981,0.954
2023-01-28,高新区,高新西站,63.96,38.26,39.66,44.33,1.69,109.3,96,69.9,商业区,I类,0.42,0.983,0.969
2023-01-28,高新区,丈八站,39.46,110.34,37.87,73.9,3.1,131.98,124,73.6,交通干线,II类,0.42,0.984,0.977
2023-01-28,经开区,经开站,68.04,176.75,35.85,79.26,2.64,182.64,141,67.8,交通干线,III类,0.4,0.97,0.962
2023-01-28,经开区,浐灞站,75.25,170.48,32.46,61.09,0.67,197.71,136,63.5,工业区,I类,0.4,0.951,0.971
2023-01-28,曲江新区,曲江站,53.87,49.96,48.44,100.55,1.11,98.44,121,70.6,交通干线,IV类,0.5,0.973,0.97
2023-01-28,曲江新区,芙蓉园站,66.15,95.56,42.85,74.65,2.42,89.33,99,62.5,工业区,III类,0.5,0.977,0.979
2023-01-29,新城区,民乐站,75.54,58.15,36.24,47.19,2.31,98.82,113,63.8,工业区,I类,0.4,0.964,0.979
2023-01-29,新城区,长乐站,18.59,82.14,34.02,41.92,2.3,118.76,92,69.7,工业区,I类,0.4,0.96,0.97
2023-01-29,碑林区,小寨站,69.49,66.2,22.79,79.85,2.42,42.49,104,65.9,交通干线,II类,0.38,0.985,0.97
2023-01-29,碑林区,文艺路站,26.81,44.15,23.09,64.74,1.7,124.85,78,73.4,交通干线,V类,0.38,0.984,0.956
2023-01-29,莲湖区,北院门站,74.38,58.45,28.66,62.15,2.46,66.68,112,67.8,工业区,II类,0.35,0.958,0.977
2023-01-29,莲湖区,红庙坡站,64.4,121.12,32.35,47.6,0.81,95.46,97,78.2,交通干线,IV类,0.35,0.955,0.953
2023-01-29,雁塔区,大雁塔站,49.06,143.49,30.76,77.42,1.7,50.1,115,59.2,商业区,III类,0.45,0.956,0.963
2023-01-29,雁塔区,小雁塔站,44.27,93.69,32.32,27.58,2.17,140.25,87,65.5,交通干线,III类,0.45,0.979,0.958
2023-01-29,未央区,未央宫站,26.57,131.32,40.25,25.57,2.22,49.74,105,48.9,居住区,III类,0.41,0.963,0.98
2023-01-29,未央区,开发区站,36.13,47.66,29.88,27.56,0.64,60.83,60,72.7,工业区,V类,0.41,0.963,0.965
2023-01-29,灞桥区,灞桥站,77.09,80.75,36.28,31.25,1.33,101.58,116,56.9,居住区,III类,0.43,0.95,0.968
2023-01-29,灞桥区,纺织城站,63.59,141.84,25.26,67.74,2.16,90.83,113,50.0,居住区,II类,0.43,0.984,0.941
2023-01-29,长安区,郭杜站,63.99,136.39,40.27,23.11,1.06,77.52,109,69.8,商业区,IV类,0.48,0.985,0.946
2023-01-29,长安区,大学城站,25.27,131.52,23.05,72.28,1.99,134.99,105,79.8,交通干线,II类,0.48,0.953,0.96
2023-01-29,高新区,科技路站,19.38,114.93,17.25,45.76,1.12,161.44,97,66.7,工业区,V类,0.42,0.99,0.965
2023-01-29,高新区,高新西站,55.85,39.58,20.42,61.16,0.73,44.07,84,60.2,商业区,I类,0.42,0.967,0.974
2023-01-29,高新区,丈八站,24.58,63.83,29.14,75.87,0.77,73.78,91,60.5,工业区,IV类,0.42,0.987,0.972
2023-01-29,经开区,经开站,67.51,44.59,39.71,34.68,1.79,62.83,101,68.6,交通干线,II类,0.4,0.987,0.962
2023-01-29,经开区,浐灞站,69.45,92.89,38.99,82.29,0.57,139.47,104,50.8,居住区,IV类,0.4,0.977,0.971
2023-01-29,曲江新区,曲江站,67.34,123.54,32.51,48.65,1.6,50.29,101,72.5,工业区,IV类,0.5,0.963,0.958
2023-01-29,曲江新区,芙蓉园站,46.64,38.15,29.95,73.4,1.3,56.5,88,58.2,商业区,II类,0.5,0.968,0.977
2023-01-30,新城区,民乐站,108.69,153.3,18.45,113.51,2.86,141.45,163,70.0,工业区,IV类,0.4,0.961,0.972
2023-01-30,新城区,长乐站,57.97,159.67,25.75,95.97,2.06,64.49,128,72.0,交通干线,V类,0.4,0.953,0.949
2023-01-30,碑林区,小寨站,86.08,139.92,42.02,60.42,2.13,188.74,129,71.7,交通干线,I类,0.38,0.973,0.956
2023-01-30,碑林区,文艺路站,24.65,50.16,39.61,47.58,1.39,129.69,79,65.0,交通干线,V类,0.38,0.969,0.949
2023-01-30,莲湖区,北院门站,69.26,133.58,55.41,95.94,3.08,213.82,128,73.5,工业区,II类,0.35,0.961,0.959
2023-01-30,莲湖区,红庙坡站,72.34,51.69,32.9,45.69,3.13,200.4,125,68.0,工业区,IV类,0.35,0.969,0.958
2023-01-30,雁塔区,大雁塔站,77.98,105.92,31.59,35.75,0.88,119.68,117,63.4,工业区,II类,0.45,0.967,0.963
2023-01-30,雁塔区,小雁塔站,63.43,192.39,52.42,85.31,0.84,86.31,154,66.4,工业区,III类,0.45,0.986,0.945
2023-01-30,未央区,未央宫站,29.07,121.17,25.18,103.61,2.47,222.67,134,62.7,商业区,II类,0.41,0.957,0.973
2023-01-30,未央区,开发区站,97.22,45.25,26.83,74.44,2.69,68.09,146,64.3,工业区,III类,0.41,0.968,0.974
2023-01-30,灞桥区,灞桥站,78.08,61.84,14.93,40.45,0.78,126.22,117,63.1,商业区,IV类,0.43,0.96,0.98
2023-01-30,灞桥区,纺织城站,71.1,190.02,10.84,100.75,1.6,126.65,152,69.6,商业区,III类,0.43,0.951,0.98
2023-01-30,长安区,郭杜站,33.36,105.16,47.18,93.89,3.34,145.14,134,64.4,商业区,IV类,0.48,0.983,0.978
2023-01-30,长安区,大学城站,92.61,202.54,18.88,108.77,1.76,229.7,162,57.1,居住区,IV类,0.48,0.953,0.942
2023-01-30,高新区,科技路站,38.56,187.2,45.14,59.98,1.11,141.61,150,70.2,工业区,V类,0.42,0.974,0.975
2023-01-30,高新区,高新西站,95.08,90.79,39.7,73.38,1.03,208.01,143,49.2,居住区,III类,0.42,0.951,0.948
2023-01-30,高新区,丈八站,55.18,174.18,24.92,39.96,1.62,164.67,139,61.0,商业区,III类,0.42,0.99,0.944
2023-01-30,经开区,经开站,43.69,189.72,57.48,72.84,3.11,170.09,152,75.8,交通干线,IV类,0.4,0.964,0.972
2023-01-30,经开区,浐灞站,43.11,146.76,26.19,110.69,3.44,181.26,138,67.7,商业区,I类,0.4,0.978,0.949
2023-01-30,曲江新区,曲江站,108.65,191.63,54.7,95.38,3.67,102.35,163,58.0,商业区,IV类,0.5,0.962,0.97
2023-01-30,曲江新区,芙蓉园站,68.71,208.44,52.17,75.72,3.58,168.29,167,59.6,居住区,IV类,0.5,0.964,0.979
2023-01-31,新城区,民乐站,67.56,96.77,35.17,56.25,2.63,173.68,105,50.3,居住区,IV类,0.4,0.967,0.963
2023-01-31,新城区,长乐站,74.16,109.57,34.06,63.9,0.67,95.24,111,71.8,工业区,I类,0.4,0.989,0.951
2023-01-31,碑林区,小寨站,29.46,164.29,24.65,86.0,1.91,52.26,131,66.7,商业区,III类,0.38,0.966,0.962
2023-01-31,碑林区,文艺路站,43.46,151.61,42.22,54.76,2.56,70.85,121,59.1,居住区,IV类,0.38,0.974,0.948
2023-01-31,莲湖区,北院门站,32.55,143.7,39.04,84.07,2.0,47.02,115,74.4,工业区,III类,0.35,0.979,0.947
2023-01-31,莲湖区,红庙坡站,42.77,149.77,27.46,47.45,1.02,148.09,120,47.1,居住区,I类,0.35,0.979,0.946
2023-01-31,雁塔区,大雁塔站,57.75,148.89,11.07,81.81,1.1,77.43,119,65.9,交通干线,V类,0.45,0.966,0.944
2023-01-31,雁塔区,小雁塔站,55.92,87.26,28.23,31.47,1.27,142.28,85,58.5,商业区,I类,0.45,0.986,0.945
2023-01-31,未央区,未央宫站,42.41,104.67,34.08,25.06,1.81,118.47,84,53.5,居住区,IV类,0.41,0.968,0.943
2023-01-31,未央区,开发区站,38.15,104.77,38.54,84.49,1.99,77.0,101,65.1,工业区,IV类,0.41,0.956,0.96
2023-01-31,灞桥区,灞桥站,79.24,151.6,6.18,30.41,0.84,152.11,121,74.0,工业区,IV类,0.43,0.99,0.946
2023-01-31,灞桥区,纺织城站,50.46,161.09,28.68,44.13,0.84,65.29,129,61.5,工业区,IV类,0.43,0.966,0.979
2023-01-31,长安区,郭杜站,54.96,92.32,11.29,64.38,1.0,156.15,94,69.1,工业区,I类,0.48,0.965,0.944
2023-01-31,长安区,大学城站,79.6,92.26,18.28,26.37,1.87,71.27,119,68.1,工业区,V类,0.48,0.956,0.972
2023-01-31,高新区,科技路站,58.88,42.87,38.4,36.07,2.3,176.69,106,47.6,居住区,III类,0.42,0.952,0.957
2023-01-31,高新区,高新西站,67.49,38.09,25.05,89.95,0.73,116.97,108,79.2,交通干线,V类,0.42,0.971,0.965
2023-01-31,高新区,丈八站,66.67,58.62,35.0,39.33,2.03,115.52,100,62.6,工业区,I类,0.42,0.96,0.972
2023-01-31,经开区,经开站,28.14,159.19,5.78,29.57,0.89,98.24,127,62.5,商业区,V类,0.4,0.96,0.979
2023-01-31,经开区,浐灞站,21.74,77.75,12.81,73.85,2.78,114.97,111,49.7,居住区,I类,0.4,0.972,0.94
2023-01-31,曲江新区,曲江站,24.09,34.65,10.75,83.05,1.82,104.33,100,67.3,商业区,V类,0.5,0.963,0.971
2023-01-31,曲江新区,芙蓉园站,19.72,134.0,12.74,78.13,0.63,161.47,107,77.2,交通干线,V类,0.5,0.96,0.944
2023-02-01,新城区,民乐站,80.73,138.4,22.57,83.42,1.09,97.76,121,62.7,工业区,II类,0.4,0.983,0.963
2023-02-01,新城区,长乐站,72.55,61.29,17.28,97.57,3.19,89.24,128,48.8,居住区,IV类,0.4,0.984,0.968
2023-02-01,碑林区,小寨站,97.16,57.18,49.61,72.14,2.22,121.01,146,64.4,工业区,IV类,0.38,0.951,0.965
2023-02-01,碑林区,文艺路站,56.9,55.47,33.28,99.45,2.58,159.32,119,73.8,工业区,I类,0.38,0.973,0.971
2023-02-01,莲湖区,北院门站,39.88,120.93,34.07,83.59,2.37,194.88,117,58.5,商业区,IV类,0.35,0.989,0.971
2023-02-01,莲湖区,红庙坡站,94.46,54.54,34.33,71.78,1.88,72.56,142,52.7,居住区,IV类,0.35,0.952,0.96
