po_id,material_id,supplier_id,order_date,quantity,expected_delivery_date,actual_delivery_date,actual_quantity,unit_price,total_amount,actual_amount,delivery_status,quantity_status,status
PO000602,MAT017,SUP008,2022-03-21,95,2022-04-14,2022-04-14,95.0,77.78,7389.1,7389.1,On Time,Complete,Completed
PO000603,MAT046,SUP005,2022-03-21,220,2022-04-03,2022-04-03,220.0,341.98,75235.6,75235.6,On Time,Complete,Completed
PO000604,MAT050,SUP009,2022-03-21,90,2022-04-12,2022-04-12,90.0,17.2,1548.0,1548.0,On Time,Complete,Completed
PO000605,MAT001,SUP005,2022-03-22,100,2022-04-09,2022-04-09,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000606,MAT003,SUP003,2022-03-22,90,2022-04-16,2022-04-16,90.0,883.34,79500.6,79500.6,On Time,Complete,Completed
PO000607,MAT012,SUP004,2022-03-22,100,2022-04-02,2022-04-02,100.0,382.16,38216.0,38216.0,On Time,Complete,Completed
PO000608,MAT015,SUP005,2022-03-22,100,2022-04-05,2022-04-05,100.0,198.83,19883.0,19883.0,On Time,Complete,Completed
PO000609,MAT018,SUP014,2022-03-22,160,2022-04-13,2022-04-13,160.0,9.63,1540.8,1540.8,On Time,Complete,Completed
PO000610,MAT025,SUP007,2022-03-22,50,2022-04-14,2022-04-14,50.0,33.33,1666.5,1666.5,On Time,Complete,Completed
PO000611,MAT031,SUP001,2022-03-22,100,2022-04-19,2022-04-20,100.0,23.3,2330.0,2330.0,Delayed,Complete,Completed
PO000612,MAT034,SUP014,2022-03-22,200,2022-04-13,2022-04-13,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO000613,MAT036,SUP006,2022-03-22,230,2022-04-02,2022-04-02,230.0,14.3,3289.0,3289.0,On Time,Complete,Completed
PO000614,MAT050,SUP009,2022-03-22,130,2022-04-17,2022-04-17,130.0,17.2,2236.0,2236.0,On Time,Complete,Completed
PO000615,MAT008,SUP006,2022-03-23,150,2022-04-02,2022-04-06,150.0,15.66,2349.0,2349.0,Delayed,Complete,Completed
PO000616,MAT020,SUP004,2022-03-23,100,2022-04-03,2022-04-03,100.0,580.66,58066.0,58066.0,On Time,Complete,Completed
PO000617,MAT022,SUP008,2022-03-23,64,2022-04-14,2022-04-14,64.0,91.34,5845.76,5845.76,On Time,Complete,Completed
PO000618,MAT043,SUP005,2022-03-23,55,2022-04-11,2022-04-11,55.0,422.46,23235.3,23235.3,On Time,Complete,Completed
PO000619,MAT045,SUP005,2022-03-23,400,2022-04-07,2022-04-07,400.0,138.06,55224.0,55224.0,On Time,Complete,Completed
PO000620,MAT001,SUP005,2022-03-24,200,2022-04-09,2022-04-09,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO000621,MAT003,SUP003,2022-03-24,150,2022-04-23,2022-04-23,138.0,883.34,132501.0,121900.92,On Time,Incomplete,Completed
PO000622,MAT006,SUP020,2022-03-24,120,2022-04-17,2022-04-17,112.0,17.21,2065.2,1927.52,On Time,Incomplete,Completed
PO000623,MAT014,SUP006,2022-03-24,50,2022-04-01,2022-04-01,48.0,11.41,570.5,547.68,On Time,Incomplete,Completed
PO000624,MAT015,SUP005,2022-03-24,160,2022-04-07,2022-04-07,160.0,198.83,31812.8,31812.8,On Time,Complete,Completed
PO000625,MAT038,SUP010,2022-03-24,100,2022-04-06,2022-04-15,100.0,24.29,2429.0,2429.0,Delayed,Complete,Completed
PO000626,MAT039,SUP016,2022-03-24,200,2022-04-20,2022-04-20,200.0,14.91,2982.0,2982.0,On Time,Complete,Completed
PO000627,MAT046,SUP005,2022-03-24,290,2022-04-11,2022-04-11,290.0,341.98,99174.2,99174.2,On Time,Complete,Completed
PO000628,MAT050,SUP009,2022-03-24,180,2022-04-19,2022-04-23,166.0,17.2,3096.0,2855.2,Delayed,Incomplete,Completed
PO000629,MAT002,SUP006,2022-03-25,200,2022-04-02,2022-04-03,200.0,21.54,4308.0,4308.0,Delayed,Complete,Completed
PO000630,MAT005,SUP005,2022-03-25,70,2022-04-07,2022-04-07,70.0,351.67,24616.9,24616.9,On Time,Complete,Completed
PO000631,MAT013,SUP020,2022-03-25,100,2022-04-19,2022-04-23,95.0,26.65,2665.0,2531.75,Delayed,Incomplete,Completed
PO000632,MAT026,SUP016,2022-03-25,100,2022-04-20,2022-04-20,100.0,29.08,2908.0,2908.0,On Time,Complete,Completed
PO000633,MAT028,SUP017,2022-03-25,140,2022-04-16,2022-04-16,140.0,156.62,21926.8,21926.8,On Time,Complete,Completed
PO000634,MAT034,SUP014,2022-03-25,100,2022-04-17,2022-04-17,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO000635,MAT036,SUP006,2022-03-25,925,2022-04-03,2022-04-09,884.0,14.3,13227.5,12641.2,Delayed,Incomplete,Completed
PO000636,MAT044,SUP007,2022-03-25,50,2022-04-16,2022-04-16,48.0,10.64,532.0,510.72,On Time,Incomplete,Completed
PO000637,MAT001,SUP005,2022-03-26,100,2022-04-09,2022-04-09,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000638,MAT009,SUP015,2022-03-26,150,2022-04-04,2022-04-10,150.0,103.21,15481.5,15481.5,Delayed,Complete,Completed
PO000639,MAT011,SUP004,2022-03-26,60,2022-04-06,2022-04-06,60.0,360.06,21603.6,21603.6,On Time,Complete,Completed
PO000640,MAT019,SUP007,2022-03-26,250,2022-04-12,2022-04-21,250.0,51.01,12752.5,12752.5,Delayed,Complete,Completed
PO000641,MAT027,SUP005,2022-03-26,200,2022-04-11,2022-04-11,200.0,368.55,73710.0,73710.0,On Time,Complete,Completed
PO000642,MAT029,SUP001,2022-03-26,80,2022-04-23,2022-04-23,78.0,25.41,2032.8,1981.98,On Time,Incomplete,Completed
PO000643,MAT030,SUP006,2022-03-26,162,2022-04-05,2022-04-11,146.0,31.27,5065.74,4565.42,Delayed,Incomplete,Completed
PO000644,MAT032,SUP017,2022-03-26,200,2022-04-20,2022-04-20,200.0,203.7,40740.0,40740.0,On Time,Complete,Completed
PO000645,MAT011,SUP004,2022-03-27,100,2022-04-07,2022-04-07,100.0,360.06,36006.0,36006.0,On Time,Complete,Completed
PO000646,MAT013,SUP016,2022-03-27,120,2022-04-24,2022-04-24,120.0,26.32,3158.4,3158.4,On Time,Complete,Completed
PO000647,MAT014,SUP006,2022-03-27,70,2022-04-06,2022-04-11,70.0,11.41,798.7,798.7,Delayed,Complete,Completed
PO000648,MAT019,SUP009,2022-03-27,1550,2022-04-15,2022-04-15,1550.0,52.43,81266.5,81266.5,On Time,Complete,Completed
PO000649,MAT024,SUP005,2022-03-27,100,2022-04-12,2022-04-12,100.0,445.61,44561.0,44561.0,On Time,Complete,Completed
PO000650,MAT034,SUP014,2022-03-27,100,2022-04-16,2022-04-16,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO000651,MAT044,SUP001,2022-03-27,50,2022-04-26,2022-05-04,50.0,11.37,568.5,568.5,Delayed,Complete,Completed
PO000652,MAT045,SUP005,2022-03-27,100,2022-04-09,2022-04-09,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000653,MAT047,SUP015,2022-03-27,50,2022-04-05,2022-04-05,50.0,154.94,7747.0,7747.0,On Time,Complete,Completed
PO000654,MAT001,SUP005,2022-03-28,100,2022-04-18,2022-04-18,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000655,MAT007,SUP003,2022-03-28,150,2022-05-01,2022-05-01,150.0,400.86,60129.0,60129.0,On Time,Complete,Completed
PO000656,MAT008,SUP014,2022-03-28,250,2022-04-30,2022-04-30,232.0,16.38,4095.0,3800.16,On Time,Incomplete,Completed
PO000657,MAT021,SUP005,2022-03-28,200,2022-04-09,2022-04-09,200.0,380.35,76070.0,76070.0,On Time,Complete,Completed
PO000658,MAT029,SUP001,2022-03-28,115,2022-04-24,2022-04-24,115.0,25.41,2922.15,2922.15,On Time,Complete,Completed
PO000659,MAT044,SUP007,2022-03-28,50,2022-04-21,2022-04-21,46.0,10.64,532.0,489.44,On Time,Incomplete,Completed
PO000660,MAT045,SUP005,2022-03-28,100,2022-04-14,2022-04-14,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000661,MAT046,SUP005,2022-03-28,90,2022-04-18,2022-04-18,90.0,341.98,30778.2,30778.2,On Time,Complete,Completed
PO000662,MAT001,SUP005,2022-03-29,100,2022-04-18,2022-04-18,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000663,MAT002,SUP006,2022-03-29,200,2022-04-08,2022-04-16,189.0,21.54,4308.0,4071.06,Delayed,Incomplete,Completed
PO000664,MAT009,SUP019,2022-03-29,250,2022-04-11,2022-04-11,250.0,117.41,29352.5,29352.5,On Time,Complete,Completed
PO000665,MAT026,SUP016,2022-03-29,100,2022-04-26,2022-04-26,100.0,29.08,2908.0,2908.0,On Time,Complete,Completed
PO000666,MAT027,SUP005,2022-03-29,490,2022-04-12,2022-04-12,490.0,368.55,180589.5,180589.5,On Time,Complete,Completed
PO000667,MAT033,SUP013,2022-03-29,300,2022-04-29,2022-04-29,277.0,498.23,149469.0,138009.71,On Time,Incomplete,Completed
PO000668,MAT034,SUP014,2022-03-29,200,2022-04-24,2022-04-24,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO000669,MAT038,SUP010,2022-03-29,250,2022-04-10,2022-04-10,235.0,24.29,6072.5,5708.15,On Time,Incomplete,Completed
PO000670,MAT045,SUP005,2022-03-29,100,2022-04-17,2022-04-17,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000671,MAT002,SUP006,2022-03-30,500,2022-04-08,2022-04-13,500.0,21.54,10770.0,10770.0,Delayed,Complete,Completed
PO000672,MAT013,SUP020,2022-03-30,60,2022-04-21,2022-04-21,55.0,26.65,1599.0,1465.75,On Time,Incomplete,Completed
PO000673,MAT015,SUP005,2022-03-30,120,2022-04-18,2022-04-18,120.0,198.83,23859.6,23859.6,On Time,Complete,Completed
PO000674,MAT017,SUP008,2022-03-30,485,2022-04-24,2022-04-24,446.0,77.78,37723.3,34689.88,On Time,Incomplete,Completed
PO000675,MAT018,SUP010,2022-03-30,240,2022-04-12,2022-04-12,240.0,9.73,2335.2,2335.2,On Time,Complete,Completed
PO000676,MAT023,SUP012,2022-03-30,200,2022-04-20,2022-04-20,200.0,457.2,91440.0,91440.0,On Time,Complete,Completed
PO000677,MAT044,SUP001,2022-03-30,50,2022-04-27,2022-04-27,49.0,11.37,568.5,557.13,On Time,Incomplete,Completed
PO000678,MAT050,SUP009,2022-03-30,80,2022-04-22,2022-04-22,80.0,17.2,1376.0,1376.0,On Time,Complete,Completed
PO000679,MAT001,SUP005,2022-03-31,100,2022-04-13,2022-04-13,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000680,MAT011,SUP004,2022-03-31,130,2022-04-12,2022-04-12,130.0,360.06,46807.8,46807.8,On Time,Complete,Completed
PO000681,MAT012,SUP004,2022-03-31,50,2022-04-11,2022-04-11,50.0,382.16,19108.0,19108.0,On Time,Complete,Completed
PO000682,MAT013,SUP016,2022-03-31,120,2022-04-29,2022-04-29,120.0,26.32,3158.4,3158.4,On Time,Complete,Completed
PO000683,MAT020,SUP003,2022-03-31,150,2022-04-29,2022-04-29,150.0,580.29,87043.5,87043.5,On Time,Complete,Completed
PO000684,MAT026,SUP006,2022-03-31,100,2022-04-10,2022-04-19,100.0,28.39,2839.0,2839.0,Delayed,Complete,Completed
PO000685,MAT036,SUP006,2022-03-31,355,2022-04-08,2022-04-08,345.0,14.3,5076.5,4933.5,On Time,Incomplete,Completed
PO000686,MAT047,SUP015,2022-03-31,100,2022-04-09,2022-04-09,100.0,154.94,15494.0,15494.0,On Time,Complete,Completed
PO000687,MAT001,SUP005,2022-04-01,100,2022-04-19,2022-04-19,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000688,MAT006,SUP020,2022-04-01,230,2022-04-22,2022-04-22,230.0,17.21,3958.3,3958.3,On Time,Complete,Completed
PO000689,MAT013,SUP020,2022-04-01,100,2022-04-25,2022-04-29,93.0,26.65,2665.0,2478.45,Delayed,Incomplete,Completed
PO000690,MAT018,SUP010,2022-04-01,120,2022-04-13,2022-04-13,120.0,9.73,1167.6,1167.6,On Time,Complete,Completed
PO000691,MAT034,SUP014,2022-04-01,200,2022-04-29,2022-04-29,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO000692,MAT044,SUP001,2022-04-01,100,2022-04-30,2022-04-30,100.0,11.37,1137.0,1137.0,On Time,Complete,Completed
PO000693,MAT045,SUP005,2022-04-01,100,2022-04-18,2022-04-18,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000694,MAT050,SUP009,2022-04-01,130,2022-04-28,2022-04-28,130.0,17.2,2236.0,2236.0,On Time,Complete,Completed
PO000695,MAT018,SUP014,2022-04-02,280,2022-04-28,2022-04-28,280.0,9.63,2696.4,2696.4,On Time,Complete,Completed
PO000696,MAT019,SUP009,2022-04-02,250,2022-04-27,2022-04-27,226.0,52.43,13107.5,11849.18,On Time,Incomplete,Completed
PO000697,MAT021,SUP005,2022-04-02,220,2022-04-18,2022-04-18,220.0,380.35,83677.0,83677.0,On Time,Complete,Completed
PO000698,MAT042,SUP007,2022-04-02,80,2022-04-28,2022-04-30,80.0,40.25,3220.0,3220.0,Delayed,Complete,Completed
PO000699,MAT046,SUP005,2022-04-02,360,2022-04-23,2022-04-23,360.0,341.98,123112.8,123112.8,On Time,Complete,Completed
PO000700,MAT048,SUP009,2022-04-02,240,2022-05-01,2022-05-01,233.0,35.57,8536.8,8287.81,On Time,Incomplete,Completed
PO000701,MAT001,SUP005,2022-04-03,100,2022-04-19,2022-04-19,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000702,MAT002,SUP014,2022-04-03,200,2022-05-02,2022-05-02,200.0,21.12,4224.0,4224.0,On Time,Complete,Completed
PO000703,MAT015,SUP005,2022-04-03,140,2022-04-16,2022-04-16,140.0,198.83,27836.2,27836.2,On Time,Complete,Completed
PO000704,MAT027,SUP005,2022-04-03,110,2022-04-22,2022-04-22,110.0,368.55,40540.5,40540.5,On Time,Complete,Completed
PO000705,MAT028,SUP017,2022-04-03,130,2022-04-27,2022-05-04,128.0,156.62,20360.6,20047.36,Delayed,Incomplete,Completed
PO000706,MAT049,SUP009,2022-04-03,140,2022-05-02,2022-05-02,140.0,31.88,4463.2,4463.2,On Time,Complete,Completed
PO000707,MAT001,SUP005,2022-04-04,100,2022-04-21,2022-04-21,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000708,MAT003,SUP003,2022-04-04,60,2022-04-29,2022-04-29,57.0,883.34,53000.4,50350.38,On Time,Incomplete,Completed
PO000709,MAT011,SUP004,2022-04-04,120,2022-04-15,2022-04-23,120.0,360.06,43207.2,43207.2,Delayed,Complete,Completed
PO000710,MAT025,SUP007,2022-04-04,30,2022-04-22,2022-04-22,30.0,33.33,999.9,999.9,On Time,Complete,Completed
PO000711,MAT026,SUP006,2022-04-04,100,2022-04-15,2022-04-15,100.0,28.39,2839.0,2839.0,On Time,Complete,Completed
PO000712,MAT029,SUP001,2022-04-04,50,2022-05-07,2022-05-07,50.0,25.41,1270.5,1270.5,On Time,Complete,Completed
PO000713,MAT035,SUP006,2022-04-04,75,2022-04-12,2022-04-12,75.0,21.42,1606.5,1606.5,On Time,Complete,Completed
PO000714,MAT037,SUP014,2022-04-04,207,2022-04-27,2022-04-27,207.0,11.81,2444.67,2444.67,On Time,Complete,Completed
PO000715,MAT038,SUP010,2022-04-04,200,2022-04-16,2022-04-16,200.0,24.29,4858.0,4858.0,On Time,Complete,Completed
PO000716,MAT039,SUP020,2022-04-04,200,2022-04-24,2022-04-24,191.0,17.3,3460.0,3304.3,On Time,Incomplete,Completed
PO000717,MAT044,SUP001,2022-04-04,50,2022-05-07,2022-05-07,50.0,11.37,568.5,568.5,On Time,Complete,Completed
PO000718,MAT045,SUP005,2022-04-04,100,2022-04-20,2022-04-20,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000719,MAT008,SUP014,2022-04-05,100,2022-05-07,2022-05-07,100.0,16.38,1638.0,1638.0,On Time,Complete,Completed
PO000720,MAT013,SUP016,2022-04-05,80,2022-05-04,2022-05-04,80.0,26.32,2105.6,2105.6,On Time,Complete,Completed
PO000721,MAT019,SUP001,2022-04-05,150,2022-05-07,2022-05-16,150.0,48.68,7302.0,7302.0,Delayed,Complete,Completed
PO000722,MAT023,SUP012,2022-04-05,260,2022-04-26,2022-04-26,260.0,457.2,118872.0,118872.0,On Time,Complete,Completed
PO000723,MAT024,SUP005,2022-04-05,300,2022-04-24,2022-04-24,300.0,445.61,133683.0,133683.0,On Time,Complete,Completed
PO000724,MAT027,SUP005,2022-04-05,170,2022-04-24,2022-04-24,170.0,368.55,62653.5,62653.5,On Time,Complete,Completed
PO000725,MAT031,SUP009,2022-04-05,100,2022-04-23,2022-04-23,100.0,23.5,2350.0,2350.0,On Time,Complete,Completed
PO000726,MAT033,SUP011,2022-04-05,140,2022-04-25,2022-04-25,128.0,571.18,79965.2,73111.04,On Time,Incomplete,Completed
PO000727,MAT034,SUP014,2022-04-05,200,2022-05-09,2022-05-09,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO000728,MAT036,SUP006,2022-04-05,585,2022-04-13,2022-04-13,585.0,14.3,8365.5,8365.5,On Time,Complete,Completed
PO000729,MAT050,SUP009,2022-04-05,200,2022-05-03,2022-05-03,180.0,17.2,3440.0,3096.0,On Time,Incomplete,Completed
PO000730,MAT001,SUP005,2022-04-06,100,2022-04-26,2022-04-26,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000731,MAT025,SUP001,2022-04-06,40,2022-05-07,2022-05-14,36.0,33.45,1338.0,1204.2,Delayed,Incomplete,Completed
PO000732,MAT044,SUP007,2022-04-06,100,2022-04-26,2022-04-26,100.0,10.64,1064.0,1064.0,On Time,Complete,Completed
PO000733,MAT001,SUP005,2022-04-07,100,2022-04-30,2022-04-30,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000734,MAT002,SUP010,2022-04-07,300,2022-04-20,2022-04-20,291.0,23.2,6960.0,6751.2,On Time,Incomplete,Completed
PO000735,MAT005,SUP005,2022-04-07,120,2022-04-26,2022-04-26,120.0,351.67,42200.4,42200.4,On Time,Complete,Completed
PO000736,MAT007,SUP003,2022-04-07,150,2022-05-01,2022-05-01,150.0,400.86,60129.0,60129.0,On Time,Complete,Completed
PO000737,MAT011,SUP004,2022-04-07,140,2022-04-18,2022-04-18,140.0,360.06,50408.4,50408.4,On Time,Complete,Completed
PO000738,MAT013,SUP020,2022-04-07,140,2022-04-28,2022-04-28,140.0,26.65,3731.0,3731.0,On Time,Complete,Completed
PO000739,MAT026,SUP006,2022-04-07,200,2022-04-17,2022-04-17,196.0,28.39,5678.0,5564.44,On Time,Incomplete,Completed
PO000740,MAT047,SUP002,2022-04-07,100,2022-05-02,2022-05-02,93.0,157.29,15729.0,14627.97,On Time,Incomplete,Completed
PO000741,MAT006,SUP014,2022-04-08,290,2022-05-07,2022-05-07,290.0,16.91,4903.9,4903.9,On Time,Complete,Completed
PO000742,MAT008,SUP014,2022-04-08,250,2022-05-11,2022-05-11,250.0,16.38,4095.0,4095.0,On Time,Complete,Completed
PO000743,MAT014,SUP006,2022-04-08,40,2022-04-16,2022-04-16,40.0,11.41,456.4,456.4,On Time,Complete,Completed
PO000744,MAT019,SUP007,2022-04-08,350,2022-04-27,2022-04-27,350.0,51.01,17853.5,17853.5,On Time,Complete,Completed
PO000745,MAT036,SUP006,2022-04-08,305,2022-04-16,2022-04-25,305.0,14.3,4361.5,4361.5,Delayed,Complete,Completed
PO000746,MAT045,SUP005,2022-04-08,100,2022-04-21,2022-04-21,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000747,MAT046,SUP005,2022-04-08,160,2022-04-22,2022-04-22,160.0,341.98,54716.8,54716.8,On Time,Complete,Completed
PO000748,MAT001,SUP005,2022-04-09,200,2022-04-22,2022-04-22,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO000749,MAT012,SUP004,2022-04-09,50,2022-04-20,2022-04-30,50.0,382.16,19108.0,19108.0,Delayed,Complete,Completed
PO000750,MAT034,SUP014,2022-04-09,200,2022-05-02,2022-05-02,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO000751,MAT043,SUP005,2022-04-09,55,2022-04-27,2022-04-27,55.0,422.46,23235.3,23235.3,On Time,Complete,Completed
PO000752,MAT009,SUP019,2022-04-10,250,2022-04-25,2022-04-25,250.0,117.41,29352.5,29352.5,On Time,Complete,Completed
PO000753,MAT010,SUP011,2022-04-10,140,2022-04-26,2022-04-26,135.0,423.13,59238.2,57122.55,On Time,Incomplete,Completed
PO000754,MAT011,SUP004,2022-04-10,80,2022-04-22,2022-04-22,80.0,360.06,28804.8,28804.8,On Time,Complete,Completed
PO000755,MAT015,SUP005,2022-04-10,100,2022-04-30,2022-04-30,100.0,198.83,19883.0,19883.0,On Time,Complete,Completed
PO000756,MAT027,SUP005,2022-04-10,260,2022-04-29,2022-04-29,260.0,368.55,95823.0,95823.0,On Time,Complete,Completed
PO000757,MAT044,SUP007,2022-04-10,100,2022-05-01,2022-05-01,100.0,10.64,1064.0,1064.0,On Time,Complete,Completed
PO000758,MAT046,SUP005,2022-04-10,400,2022-05-02,2022-05-02,400.0,341.98,136792.0,136792.0,On Time,Complete,Completed
PO000759,MAT050,SUP009,2022-04-10,160,2022-05-09,2022-05-19,151.0,17.2,2752.0,2597.2,Delayed,Incomplete,Completed
PO000760,MAT004,SUP005,2022-04-11,200,2022-04-26,2022-04-26,200.0,457.21,91442.0,91442.0,On Time,Complete,Completed
PO000761,MAT013,SUP020,2022-04-11,100,2022-05-04,2022-05-04,94.0,26.65,2665.0,2505.1,On Time,Incomplete,Completed
PO000762,MAT023,SUP012,2022-04-11,200,2022-04-25,2022-04-25,200.0,457.2,91440.0,91440.0,On Time,Complete,Completed
PO000763,MAT033,SUP013,2022-04-11,120,2022-05-10,2022-05-10,120.0,498.23,59787.6,59787.6,On Time,Complete,Completed
PO000764,MAT034,SUP014,2022-04-11,400,2022-05-13,2022-05-13,400.0,15.4,6160.0,6160.0,On Time,Complete,Completed
PO000765,MAT039,SUP020,2022-04-11,200,2022-05-01,2022-05-06,200.0,17.3,3460.0,3460.0,Delayed,Complete,Completed
PO000766,MAT001,SUP005,2022-04-12,100,2022-04-25,2022-04-25,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000767,MAT003,SUP018,2022-04-12,160,2022-04-22,2022-04-22,160.0,1001.11,160177.6,160177.6,On Time,Complete,Completed
PO000768,MAT011,SUP011,2022-04-12,90,2022-05-01,2022-05-01,90.0,337.07,30336.3,30336.3,On Time,Complete,Completed
PO000769,MAT015,SUP005,2022-04-12,100,2022-05-02,2022-05-02,100.0,198.83,19883.0,19883.0,On Time,Complete,Completed
PO000770,MAT018,SUP014,2022-04-12,100,2022-05-14,2022-05-21,100.0,9.63,963.0,963.0,Delayed,Complete,Completed
PO000771,MAT022,SUP008,2022-04-12,48,2022-05-06,2022-05-06,48.0,91.34,4384.32,4384.32,On Time,Complete,Completed
PO000772,MAT025,SUP001,2022-04-12,40,2022-05-06,2022-05-06,40.0,33.45,1338.0,1338.0,On Time,Complete,Completed
PO000773,MAT029,SUP001,2022-04-12,80,2022-05-07,2022-05-07,80.0,25.41,2032.8,2032.8,On Time,Complete,Completed
PO000774,MAT034,SUP014,2022-04-12,100,2022-05-12,2022-05-12,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO000775,MAT040,SUP002,2022-04-12,80,2022-05-02,2022-05-02,80.0,107.79,8623.2,8623.2,On Time,Complete,Completed
PO000776,MAT046,SUP005,2022-04-12,190,2022-05-04,2022-05-04,190.0,341.98,64976.2,64976.2,On Time,Complete,Completed
PO000777,MAT048,SUP009,2022-04-12,120,2022-05-08,2022-05-08,120.0,35.57,4268.4,4268.4,On Time,Complete,Completed
PO000778,MAT050,SUP009,2022-04-12,170,2022-05-09,2022-05-09,170.0,17.2,2924.0,2924.0,On Time,Complete,Completed
PO000779,MAT014,SUP010,2022-04-13,70,2022-04-25,2022-04-25,70.0,9.99,699.3,699.3,On Time,Complete,Completed
PO000780,MAT001,SUP005,2022-04-14,100,2022-05-02,2022-05-02,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO000781,MAT005,SUP005,2022-04-14,60,2022-05-05,2022-05-05,60.0,351.67,21100.2,21100.2,On Time,Complete,Completed
PO000782,MAT014,SUP006,2022-04-14,50,2022-04-25,2022-04-25,50.0,11.41,570.5,570.5,On Time,Complete,Completed
PO000783,MAT022,SUP008,2022-04-14,19,2022-05-07,2022-05-07,19.0,91.34,1735.46,1735.46,On Time,Complete,Completed
PO000784,MAT026,SUP006,2022-04-14,100,2022-04-24,2022-04-24,100.0,28.39,2839.0,2839.0,On Time,Complete,Completed
PO000785,MAT034,SUP014,2022-04-14,100,2022-05-14,2022-05-14,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO000786,MAT036,SUP006,2022-04-14,285,2022-04-24,2022-04-24,285.0,14.3,4075.5,4075.5,On Time,Complete,Completed
PO000787,MAT038,SUP006,2022-04-14,400,2022-04-24,2022-04-24,400.0,25.03,10012.0,10012.0,On Time,Complete,Completed
PO000788,MAT044,SUP001,2022-04-14,250,2022-05-12,2022-05-12,250.0,11.37,2842.5,2842.5,On Time,Complete,Completed
PO000789,MAT045,SUP005,2022-04-14,100,2022-05-03,2022-05-03,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO000790,MAT049,SUP007,2022-04-14,90,2022-05-01,2022-05-01,90.0,37.0,3330.0,3330.0,On Time,Complete,Completed
PO000791,MAT011,SUP011,2022-04-15,40,2022-05-02,2022-05-02,40.0,337.07,13482.8,13482.8,On Time,Complete,Completed
PO000792,MAT013,SUP020,2022-04-15,160,2022-05-05,2022-05-05,148.0,26.65,4264.0,3944.2,On Time,Incomplete,Completed
PO000793,MAT015,SUP005,2022-04-15,80,2022-05-07,2022-05-07,80.0,198.83,15906.4,15906.4,On Time,Complete,Completed
PO000794,MAT016,SUP008,2022-04-15,160,2022-05-07,2022-05-07,160.0,113.0,18080.0,18080.0,On Time,Complete,Completed
PO000795,MAT019,SUP007,2022-04-15,350,2022-05-04,2022-05-05,350.0,51.01,17853.5,17853.5,Delayed,Complete,Completed
PO000796,MAT031,SUP009,2022-04-15,100,2022-05-11,2022-05-11,100.0,23.5,2350.0,2350.0,On Time,Complete,Completed
PO000797,MAT039,SUP020,2022-04-15,300,2022-05-09,2022-05-09,300.0,17.3,5190.0,5190.0,On Time,Complete,Completed
PO000798,MAT041,SUP020,2022-04-15,130,2022-05-06,2022-05-06,130.0,28.45,3698.5,3698.5,On Time,Complete,Completed
PO000799,MAT001,SUP005,2022-04-16,200,2022-05-08,2022-05-08,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO000800,MAT005,SUP005,2022-04-16,100,2022-05-07,2022-05-07,100.0,351.67,35167.0,35167.0,On Time,Complete,Completed
PO000801,MAT007,SUP003,2022-04-16,150,2022-05-14,2022-05-14,150.0,400.86,60129.0,60129.0,On Time,Complete,Completed
PO000802,MAT008,SUP006,2022-04-16,100,2022-04-26,2022-04-26,100.0,15.66,1566.0,1566.0,On Time,Complete,Completed
PO000803,MAT011,SUP011,2022-04-16,150,2022-05-05,2022-05-05,150.0,337.07,50560.5,50560.5,On Time,Complete,Completed
PO000804,MAT014,SUP006,2022-04-16,30,2022-04-25,2022-04-25,30.0,11.41,342.3,342.3,On Time,Complete,Completed
