date,material_id,beginning_inventory,demand,replenishment,ending_inventory
2022-05-09,MAT039,120,16,0,104
2022-05-09,MAT040,164,0,0,164
2022-05-09,MAT041,240,0,0,240
2022-05-09,MAT042,95,0,0,95
2022-05-09,MAT043,35,0,0,35
2022-05-09,MAT044,70,27,0,43
2022-05-09,MAT045,188,49,0,139
2022-05-09,MAT046,250,100,0,150
2022-05-09,MAT047,87,0,0,87
2022-05-09,MAT048,121,15,0,106
2022-05-09,MAT049,152,0,0,152
2022-05-09,MAT050,69,3,0,66
2022-05-10,MAT001,56,52,100,104
2022-05-10,MAT002,172,48,0,124
2022-05-10,MAT003,58,0,0,58
2022-05-10,MAT004,95,5,0,90
2022-05-10,MAT005,98,0,0,98
2022-05-10,MAT006,95,0,0,95
2022-05-10,MAT007,126,21,0,105
2022-05-10,MAT008,129,34,0,95
2022-05-10,MAT009,141,39,0,102
2022-05-10,MAT010,89,0,0,89
2022-05-10,MAT011,30,22,120,128
2022-05-10,MAT012,30,0,0,30
2022-05-10,MAT013,78,0,0,78
2022-05-10,MAT014,57,0,0,57
2022-05-10,MAT015,128,0,0,128
2022-05-10,MAT016,238,13,0,225
2022-05-10,MAT017,92,51,95,136
2022-05-10,MAT018,74,16,240,298
2022-05-10,MAT019,187,53,0,134
2022-05-10,MAT020,33,0,0,33
2022-05-10,MAT021,197,0,0,197
2022-05-10,MAT022,44,0,0,44
2022-05-10,MAT023,244,78,0,166
2022-05-10,MAT024,121,18,0,103
2022-05-10,MAT025,16,6,20,30
2022-05-10,MAT026,119,48,0,71
2022-05-10,MAT027,233,31,0,202
2022-05-10,MAT028,134,0,0,134
2022-05-10,MAT029,38,5,45,78
2022-05-10,MAT030,72,0,0,72
2022-05-10,MAT031,99,0,0,99
2022-05-10,MAT032,136,3,0,133
2022-05-10,MAT033,215,21,0,194
2022-05-10,MAT034,168,45,0,123
2022-05-10,MAT035,92,0,0,92
2022-05-10,MAT036,309,68,0,241
2022-05-10,MAT037,145,34,0,111
2022-05-10,MAT038,207,18,0,189
2022-05-10,MAT039,104,25,0,79
2022-05-10,MAT040,164,8,0,156
2022-05-10,MAT041,240,0,0,240
2022-05-10,MAT042,95,0,0,95
2022-05-10,MAT043,35,0,0,35
2022-05-10,MAT044,43,23,0,20
2022-05-10,MAT045,139,70,0,69
2022-05-10,MAT046,150,91,190,249
2022-05-10,MAT047,87,0,0,87
2022-05-10,MAT048,106,17,320,409
2022-05-10,MAT049,152,0,0,152
2022-05-10,MAT050,66,48,90,108
2022-05-11,MAT001,104,44,0,60
2022-05-11,MAT002,124,39,0,85
2022-05-11,MAT003,58,9,0,49
2022-05-11,MAT004,90,0,0,90
2022-05-11,MAT005,98,0,0,98
2022-05-11,MAT006,95,56,330,369
2022-05-11,MAT007,105,15,0,90
2022-05-11,MAT008,95,0,0,95
2022-05-11,MAT009,102,0,0,102
2022-05-11,MAT010,89,0,0,89
2022-05-11,MAT011,128,49,0,79
2022-05-11,MAT012,30,12,50,68
2022-05-11,MAT013,78,40,0,38
2022-05-11,MAT014,57,47,20,30
2022-05-11,MAT015,128,0,0,128
2022-05-11,MAT016,225,11,0,214
2022-05-11,MAT017,136,0,0,136
2022-05-11,MAT018,298,15,0,283
2022-05-11,MAT019,134,37,0,97
2022-05-11,MAT020,33,80,150,103
2022-05-11,MAT021,197,0,0,197
2022-05-11,MAT022,44,13,0,31
2022-05-11,MAT023,166,0,0,166
2022-05-11,MAT024,103,24,300,379
2022-05-11,MAT025,30,4,0,26
2022-05-11,MAT026,71,42,0,29
2022-05-11,MAT027,202,38,0,164
2022-05-11,MAT028,134,0,0,134
2022-05-11,MAT029,78,10,0,68
2022-05-11,MAT030,72,16,0,56
2022-05-11,MAT031,99,1,0,98
2022-05-11,MAT032,133,0,0,133
2022-05-11,MAT033,194,18,0,176
2022-05-11,MAT034,123,31,0,92
2022-05-11,MAT035,92,0,0,92
2022-05-11,MAT036,241,64,0,177
2022-05-11,MAT037,111,0,0,111
2022-05-11,MAT038,189,0,0,189
2022-05-11,MAT039,79,21,0,58
2022-05-11,MAT040,156,10,0,146
2022-05-11,MAT041,240,0,0,240
2022-05-11,MAT042,95,0,0,95
2022-05-11,MAT043,35,0,0,35
2022-05-11,MAT044,20,24,100,96
2022-05-11,MAT045,69,56,100,113
2022-05-11,MAT046,249,51,0,198
2022-05-11,MAT047,87,0,0,87
2022-05-11,MAT048,409,0,0,409
2022-05-11,MAT049,152,19,0,133
2022-05-11,MAT050,108,62,60,106
2022-05-12,MAT001,60,57,100,103
2022-05-12,MAT002,85,3,0,82
2022-05-12,MAT003,49,28,80,101
2022-05-12,MAT004,90,0,0,90
2022-05-12,MAT005,98,0,0,98
2022-05-12,MAT006,369,0,0,369
2022-05-12,MAT007,90,0,0,90
2022-05-12,MAT008,95,27,0,68
2022-05-12,MAT009,102,0,0,102
2022-05-12,MAT010,89,6,0,83
2022-05-12,MAT011,79,24,0,55
2022-05-12,MAT012,68,14,0,54
2022-05-12,MAT013,38,58,180,160
2022-05-12,MAT014,30,0,0,30
2022-05-12,MAT015,128,3,0,125
2022-05-12,MAT016,214,13,0,201
2022-05-12,MAT017,136,16,0,120
2022-05-12,MAT018,283,80,0,203
2022-05-12,MAT019,97,46,150,201
2022-05-12,MAT020,103,8,0,95
2022-05-12,MAT021,197,0,0,197
2022-05-12,MAT022,31,49,51,33
2022-05-12,MAT023,166,13,0,153
2022-05-12,MAT024,379,21,0,358
2022-05-12,MAT025,26,7,0,19
2022-05-12,MAT026,29,40,200,189
2022-05-12,MAT027,164,44,0,120
2022-05-12,MAT028,134,62,0,72
2022-05-12,MAT029,68,5,0,63
2022-05-12,MAT030,56,0,0,56
2022-05-12,MAT031,98,0,0,98
2022-05-12,MAT032,133,12,0,121
2022-05-12,MAT033,176,7,0,169
2022-05-12,MAT034,92,36,0,56
2022-05-12,MAT035,92,0,0,92
2022-05-12,MAT036,177,45,0,132
2022-05-12,MAT037,111,36,0,75
2022-05-12,MAT038,189,8,0,181
2022-05-12,MAT039,58,21,200,237
2022-05-12,MAT040,146,90,140,196
2022-05-12,MAT041,240,0,0,240
2022-05-12,MAT042,95,0,0,95
2022-05-12,MAT043,35,29,60,66
2022-05-12,MAT044,96,29,0,67
2022-05-12,MAT045,113,27,0,86
2022-05-12,MAT046,198,0,0,198
2022-05-12,MAT047,87,0,0,87
2022-05-12,MAT048,409,16,0,393
2022-05-12,MAT049,133,8,0,125
2022-05-12,MAT050,106,35,0,71
2022-05-13,MAT001,103,47,0,56
2022-05-13,MAT002,82,66,300,316
2022-05-13,MAT003,101,11,0,90
2022-05-13,MAT004,90,0,0,90
2022-05-13,MAT005,98,30,0,68
2022-05-13,MAT006,369,0,0,369
2022-05-13,MAT007,90,0,0,90
2022-05-13,MAT008,68,33,150,185
2022-05-13,MAT009,102,0,0,102
2022-05-13,MAT010,83,0,0,83
2022-05-13,MAT011,55,0,0,55
2022-05-13,MAT012,54,14,0,40
2022-05-13,MAT013,160,0,0,160
2022-05-13,MAT014,30,46,70,54
2022-05-13,MAT015,125,38,0,87
2022-05-13,MAT016,201,10,0,191
2022-05-13,MAT017,120,0,0,120
2022-05-13,MAT018,203,18,0,185
2022-05-13,MAT019,201,93,0,108
2022-05-13,MAT020,95,0,0,95
2022-05-13,MAT021,197,46,0,151
2022-05-13,MAT022,33,0,0,33
2022-05-13,MAT023,153,17,0,136
2022-05-13,MAT024,358,0,0,358
2022-05-13,MAT025,19,8,50,61
2022-05-13,MAT026,189,0,0,189
2022-05-13,MAT027,120,0,0,120
2022-05-13,MAT028,72,62,240,250
2022-05-13,MAT029,63,0,0,63
2022-05-13,MAT030,56,26,56,86
2022-05-13,MAT031,98,27,0,71
2022-05-13,MAT032,121,16,0,105
2022-05-13,MAT033,169,20,0,149
2022-05-13,MAT034,56,0,0,56
2022-05-13,MAT035,92,0,0,92
2022-05-13,MAT036,132,40,190,282
2022-05-13,MAT037,75,18,215,272
2022-05-13,MAT038,181,31,0,150
2022-05-13,MAT039,237,22,0,215
2022-05-13,MAT040,196,21,0,175
2022-05-13,MAT041,240,0,0,240
2022-05-13,MAT042,95,0,0,95
2022-05-13,MAT043,66,0,0,66
2022-05-13,MAT044,67,25,0,42
2022-05-13,MAT045,86,37,0,49
2022-05-13,MAT046,198,73,0,125
2022-05-13,MAT047,87,0,0,87
2022-05-13,MAT048,393,1,0,392
2022-05-13,MAT049,125,0,0,125
2022-05-13,MAT050,71,38,130,163
2022-05-14,MAT001,56,59,100,97
2022-05-14,MAT002,316,71,0,245
2022-05-14,MAT003,90,12,0,78
2022-05-14,MAT004,90,0,0,90
2022-05-14,MAT005,68,0,0,68
2022-05-14,MAT006,369,42,0,327
2022-05-14,MAT007,90,0,0,90
2022-05-14,MAT008,185,32,0,153
2022-05-14,MAT009,102,28,0,74
2022-05-14,MAT010,83,0,0,83
2022-05-14,MAT011,55,0,0,55
2022-05-14,MAT012,40,12,0,28
2022-05-14,MAT013,160,22,0,138
2022-05-14,MAT014,54,0,0,54
2022-05-14,MAT015,87,20,0,67
2022-05-14,MAT016,191,0,0,191
2022-05-14,MAT017,120,0,0,120
2022-05-14,MAT018,185,19,0,166
2022-05-14,MAT019,108,55,350,403
2022-05-14,MAT020,95,0,0,95
2022-05-14,MAT021,151,0,0,151
2022-05-14,MAT022,33,0,0,33
2022-05-14,MAT023,136,45,0,91
2022-05-14,MAT024,358,24,0,334
2022-05-14,MAT025,61,2,0,59
2022-05-14,MAT026,189,0,0,189
2022-05-14,MAT027,120,39,0,81
2022-05-14,MAT028,250,38,0,212
2022-05-14,MAT029,63,7,0,56
2022-05-14,MAT030,86,14,0,72
2022-05-14,MAT031,71,24,0,47
2022-05-14,MAT032,105,0,0,105
2022-05-14,MAT033,149,19,0,130
2022-05-14,MAT034,56,45,100,111
2022-05-14,MAT035,92,12,0,80
2022-05-14,MAT036,282,0,0,282
2022-05-14,MAT037,272,13,0,259
2022-05-14,MAT038,150,29,0,121
2022-05-14,MAT039,215,138,0,77
2022-05-14,MAT040,175,9,0,166
2022-05-14,MAT041,240,0,0,240
2022-05-14,MAT042,95,0,0,95
2022-05-14,MAT043,66,0,0,66
2022-05-14,MAT044,42,30,50,62
2022-05-14,MAT045,49,0,0,49
2022-05-14,MAT046,125,95,310,340
2022-05-14,MAT047,87,0,0,87
2022-05-14,MAT048,392,38,0,354
2022-05-14,MAT049,125,0,0,125
2022-05-14,MAT050,163,23,0,140
2022-05-15,MAT001,97,48,0,49
2022-05-15,MAT002,245,21,0,224
2022-05-15,MAT003,78,8,0,70
2022-05-15,MAT004,90,0,0,90
2022-05-15,MAT005,68,0,0,68
2022-05-15,MAT006,327,0,0,327
2022-05-15,MAT007,90,20,0,70
2022-05-15,MAT008,153,33,0,120
2022-05-15,MAT009,74,45,250,279
2022-05-15,MAT010,83,5,0,78
2022-05-15,MAT011,55,0,0,55
2022-05-15,MAT012,28,0,0,28
2022-05-15,MAT013,138,21,0,117
2022-05-15,MAT014,54,0,0,54
2022-05-15,MAT015,67,59,140,148
2022-05-15,MAT016,191,0,0,191
2022-05-15,MAT017,120,0,0,120
2022-05-15,MAT018,166,16,0,150
2022-05-15,MAT019,403,448,350,305
2022-05-15,MAT020,95,20,0,75
2022-05-15,MAT021,151,0,0,151
2022-05-15,MAT022,33,39,28,22
2022-05-15,MAT023,91,107,260,244
2022-05-15,MAT024,334,17,0,317
2022-05-15,MAT025,59,8,0,51
2022-05-15,MAT026,189,41,0,148
2022-05-15,MAT027,81,35,120,166
2022-05-15,MAT028,212,0,0,212
2022-05-15,MAT029,56,2,0,54
2022-05-15,MAT030,72,0,0,72
2022-05-15,MAT031,47,40,100,107
2022-05-15,MAT032,105,0,0,105
2022-05-15,MAT033,130,24,0,106
2022-05-15,MAT034,111,43,0,68
2022-05-15,MAT035,80,0,0,80
2022-05-15,MAT036,282,51,0,231
2022-05-15,MAT037,259,29,0,230
2022-05-15,MAT038,121,21,0,100
2022-05-15,MAT039,77,12,0,65
2022-05-15,MAT040,166,7,0,159
2022-05-15,MAT041,240,0,0,240
2022-05-15,MAT042,95,0,0,95
2022-05-15,MAT043,66,0,0,66
2022-05-15,MAT044,62,26,0,36
2022-05-15,MAT045,49,76,200,173
2022-05-15,MAT046,340,55,0,285
2022-05-15,MAT047,87,27,0,60
2022-05-15,MAT048,354,0,0,354
2022-05-15,MAT049,125,7,0,118
2022-05-15,MAT050,140,0,0,140
2022-05-16,MAT001,49,68,100,81
2022-05-16,MAT002,224,182,300,342
2022-05-16,MAT003,70,0,0,70
2022-05-16,MAT004,90,62,150,178
2022-05-16,MAT005,68,27,0,41
2022-05-16,MAT006,327,0,0,327
2022-05-16,MAT007,70,0,0,70
2022-05-16,MAT008,120,30,0,90
2022-05-16,MAT009,279,38,0,241
2022-05-16,MAT010,78,4,0,74
2022-05-16,MAT011,55,0,0,55
2022-05-16,MAT012,28,17,100,111
2022-05-16,MAT013,117,91,140,166
2022-05-16,MAT014,54,0,0,54
2022-05-16,MAT015,148,0,0,148
2022-05-16,MAT016,191,9,0,182
2022-05-16,MAT017,120,0,0,120
2022-05-16,MAT018,150,15,0,135
2022-05-16,MAT019,305,7,0,298
2022-05-16,MAT020,75,0,0,75
2022-05-16,MAT021,151,0,0,151
2022-05-16,MAT022,22,61,61,22
2022-05-16,MAT023,244,0,0,244
2022-05-16,MAT024,317,0,0,317
2022-05-16,MAT025,51,6,0,45
2022-05-16,MAT026,148,34,0,114
2022-05-16,MAT027,166,0,0,166
2022-05-16,MAT028,212,0,0,212
2022-05-16,MAT029,54,7,0,47
2022-05-16,MAT030,72,0,0,72
2022-05-16,MAT031,107,0,0,107
2022-05-16,MAT032,105,9,0,96
2022-05-16,MAT033,106,14,200,292
2022-05-16,MAT034,68,45,100,123
2022-05-16,MAT035,80,0,0,80
2022-05-16,MAT036,231,48,0,183
2022-05-16,MAT037,230,0,0,230
2022-05-16,MAT038,100,0,0,100
2022-05-16,MAT039,65,26,200,239
2022-05-16,MAT040,159,0,0,159
2022-05-16,MAT041,240,0,0,240
2022-05-16,MAT042,95,0,0,95
2022-05-16,MAT043,66,0,0,66
2022-05-16,MAT044,36,22,50,64
2022-05-16,MAT045,173,37,0,136
2022-05-16,MAT046,285,0,0,285
2022-05-16,MAT047,60,0,0,60
2022-05-16,MAT048,354,20,0,334
2022-05-16,MAT049,118,0,0,118
2022-05-16,MAT050,140,11,0,129
2022-05-17,MAT001,81,49,0,32
2022-05-17,MAT002,342,39,0,303
2022-05-17,MAT003,70,11,0,59
2022-05-17,MAT004,178,0,0,178
2022-05-17,MAT005,41,0,0,41
2022-05-17,MAT006,327,0,0,327
2022-05-17,MAT007,70,19,0,51
2022-05-17,MAT008,90,0,0,90
2022-05-17,MAT009,241,0,0,241
2022-05-17,MAT010,74,5,0,69
2022-05-17,MAT011,55,34,70,91
2022-05-17,MAT012,111,0,0,111
2022-05-17,MAT013,166,0,0,166
2022-05-17,MAT014,54,0,0,54
2022-05-17,MAT015,148,0,0,148
2022-05-17,MAT016,182,9,0,173
2022-05-17,MAT017,120,0,0,120
2022-05-17,MAT018,135,19,0,116
2022-05-17,MAT019,298,42,0,256
2022-05-17,MAT020,75,0,0,75
2022-05-17,MAT021,151,52,0,99
2022-05-17,MAT022,22,50,61,33
2022-05-17,MAT023,244,49,0,195
2022-05-17,MAT024,317,9,0,308
2022-05-17,MAT025,45,6,0,39
2022-05-17,MAT026,114,41,0,73
2022-05-17,MAT027,166,37,0,129
2022-05-17,MAT028,212,0,0,212
2022-05-17,MAT029,47,13,45,79
2022-05-17,MAT030,72,0,0,72
2022-05-17,MAT031,107,0,0,107
2022-05-17,MAT032,96,20,200,276
2022-05-17,MAT033,292,11,0,281
2022-05-17,MAT034,123,0,0,123
2022-05-17,MAT035,80,0,0,80
2022-05-17,MAT036,183,37,0,146
2022-05-17,MAT037,230,0,0,230
2022-05-17,MAT038,100,1,0,99
2022-05-17,MAT039,239,17,0,222
2022-05-17,MAT040,159,13,0,146
2022-05-17,MAT041,240,0,0,240
2022-05-17,MAT042,95,0,0,95
2022-05-17,MAT043,66,0,0,66
2022-05-17,MAT044,64,31,0,33
2022-05-17,MAT045,136,10,0,126
2022-05-17,MAT046,285,46,0,239
2022-05-17,MAT047,60,32,0,28
2022-05-17,MAT048,334,0,0,334
2022-05-17,MAT049,118,0,0,118
2022-05-17,MAT050,129,85,70,114
2022-05-18,MAT001,32,52,100,80
2022-05-18,MAT002,303,40,0,263
2022-05-18,MAT003,59,13,0,46
2022-05-18,MAT004,178,0,0,178
2022-05-18,MAT005,41,31,80,90
2022-05-18,MAT006,327,0,0,327
2022-05-18,MAT007,51,0,0,51
2022-05-18,MAT008,90,24,0,66
2022-05-18,MAT009,241,0,0,241
2022-05-18,MAT010,69,6,75,138
2022-05-18,MAT011,91,46,0,45
2022-05-18,MAT012,111,0,0,111
2022-05-18,MAT013,166,0,0,166
2022-05-18,MAT014,54,59,30,25
2022-05-18,MAT015,148,0,0,148
2022-05-18,MAT016,173,0,0,173
2022-05-18,MAT017,120,0,0,120
2022-05-18,MAT018,116,21,0,95
2022-05-18,MAT019,256,44,0,212
2022-05-18,MAT020,75,3,0,72
2022-05-18,MAT021,99,0,0,99
2022-05-18,MAT022,33,27,38,44
2022-05-18,MAT023,195,39,0,156
2022-05-18,MAT024,308,12,0,296
2022-05-18,MAT025,39,7,0,32
2022-05-18,MAT026,73,0,0,73
2022-05-18,MAT027,129,38,0,91
2022-05-18,MAT028,212,68,0,144
2022-05-18,MAT029,79,10,0,69
2022-05-18,MAT030,72,11,0,61
2022-05-18,MAT031,107,0,0,107
2022-05-18,MAT032,276,0,0,276
2022-05-18,MAT033,281,19,0,262
2022-05-18,MAT034,123,32,0,91
2022-05-18,MAT035,80,0,0,80
2022-05-18,MAT036,146,336,380,190
2022-05-18,MAT037,230,0,0,230
2022-05-18,MAT038,99,0,0,99
2022-05-18,MAT039,222,21,0,201
2022-05-18,MAT040,146,0,0,146
2022-05-18,MAT041,240,0,0,240
2022-05-18,MAT042,95,0,0,95
2022-05-18,MAT043,66,0,0,66
2022-05-18,MAT044,33,23,50,60
2022-05-18,MAT045,126,0,0,126
2022-05-18,MAT046,239,80,0,159
2022-05-18,MAT047,28,0,0,28
2022-05-18,MAT048,334,0,0,334
2022-05-18,MAT049,118,0,0,118
2022-05-18,MAT050,114,19,0,95
2022-05-19,MAT001,80,61,100,119
2022-05-19,MAT002,263,47,0,216
2022-05-19,MAT003,46,0,0,46
2022-05-19,MAT004,178,0,0,178
2022-05-19,MAT005,90,0,0,90
2022-05-19,MAT006,327,58,0,269
2022-05-19,MAT007,51,0,0,51
2022-05-19,MAT008,66,32,150,184
2022-05-19,MAT009,241,0,0,241
2022-05-19,MAT010,138,7,0,131
2022-05-19,MAT011,45,0,0,45
2022-05-19,MAT012,111,10,0,101
2022-05-19,MAT013,166,0,0,166
2022-05-19,MAT014,25,0,0,25
2022-05-19,MAT015,148,31,0,117
2022-05-19,MAT016,173,0,0,173
2022-05-19,MAT017,120,38,0,82
2022-05-19,MAT018,95,18,0,77
2022-05-19,MAT019,212,26,0,186
2022-05-19,MAT020,72,5,0,67
2022-05-19,MAT021,99,0,0,99
2022-05-19,MAT022,44,28,0,16
2022-05-19,MAT023,156,0,0,156
2022-05-19,MAT024,296,11,0,285
2022-05-19,MAT025,32,4,0,28
2022-05-19,MAT026,73,36,0,37
2022-05-19,MAT027,91,0,0,91
2022-05-19,MAT028,144,53,0,91
2022-05-19,MAT029,69,13,0,56
2022-05-19,MAT030,61,0,0,61
2022-05-19,MAT031,107,0,0,107
2022-05-19,MAT032,276,0,0,276
2022-05-19,MAT033,262,20,0,242
2022-05-19,MAT034,91,42,0,49
2022-05-19,MAT035,80,0,0,80
2022-05-19,MAT036,190,55,0,135
2022-05-19,MAT037,230,0,0,230
2022-05-19,MAT038,99,14,0,85
2022-05-19,MAT039,201,28,0,173
2022-05-19,MAT040,146,0,0,146
2022-05-19,MAT041,240,0,0,240
2022-05-19,MAT042,95,0,0,95
2022-05-19,MAT043,66,16,0,50
2022-05-19,MAT044,60,25,0,35
2022-05-19,MAT045,126,31,0,95
2022-05-19,MAT046,159,10,0,149
2022-05-19,MAT047,28,30,100,98
2022-05-19,MAT048,334,17,0,317
2022-05-19,MAT049,118,0,0,118
2022-05-19,MAT050,95,0,0,95
2022-05-20,MAT001,119,45,0,74
2022-05-20,MAT002,216,74,0,142
2022-05-20,MAT003,46,10,0,36
2022-05-20,MAT004,178,0,0,178
2022-05-20,MAT005,90,0,0,90
2022-05-20,MAT006,269,0,0,269
2022-05-20,MAT007,51,16,200,235
2022-05-20,MAT008,184,31,0,153
2022-05-20,MAT009,241,0,0,241
2022-05-20,MAT010,131,0,0,131
2022-05-20,MAT011,45,58,110,97
2022-05-20,MAT012,101,0,0,101
2022-05-20,MAT013,166,0,0,166
2022-05-20,MAT014,25,0,0,25
2022-05-20,MAT015,117,0,0,117
2022-05-20,MAT016,173,13,0,160
2022-05-20,MAT017,82,0,0,82
2022-05-20,MAT018,77,28,100,149
2022-05-20,MAT019,186,0,0,186
2022-05-20,MAT020,67,18,0,49
2022-05-20,MAT021,99,34,140,205
2022-05-20,MAT022,16,23,40,33
2022-05-20,MAT023,156,0,0,156
2022-05-20,MAT024,285,21,0,264
2022-05-20,MAT025,28,7,0,21
2022-05-20,MAT026,37,41,100,96
2022-05-20,MAT027,91,37,110,164
2022-05-20,MAT028,91,0,0,91
2022-05-20,MAT029,56,4,0,52
2022-05-20,MAT030,61,0,0,61
2022-05-20,MAT031,107,0,0,107
2022-05-20,MAT032,276,0,0,276
2022-05-20,MAT033,242,18,0,224
2022-05-20,MAT034,49,0,0,49
2022-05-20,MAT035,80,0,0,80
2022-05-20,MAT036,135,50,105,190
2022-05-20,MAT037,230,0,0,230
2022-05-20,MAT038,85,11,0,74
2022-05-20,MAT039,173,300,400,273
2022-05-20,MAT040,146,0,0,146
2022-05-20,MAT041,240,0,0,240
2022-05-20,MAT042,95,56,0,39
2022-05-20,MAT043,50,0,0,50
2022-05-20,MAT044,35,208,250,77
2022-05-20,MAT045,95,0,0,95
2022-05-20,MAT046,149,0,0,149
2022-05-20,MAT047,98,0,0,98
2022-05-20,MAT048,317,18,0,299
2022-05-20,MAT049,118,5,0,113
2022-05-20,MAT050,95,26,0,69
2022-05-21,MAT001,74,56,100,118
2022-05-21,MAT002,142,29,0,113
2022-05-21,MAT003,36,10,0,26
2022-05-21,MAT004,178,0,0,178
2022-05-21,MAT005,90,32,0,58
2022-05-21,MAT006,269,0,0,269
2022-05-21,MAT007,235,18,0,217
2022-05-21,MAT008,153,26,0,127
2022-05-21,MAT009,241,34,0,207
2022-05-21,MAT010,131,7,0,124
2022-05-21,MAT011,97,0,0,97
2022-05-21,MAT012,101,11,0,90
2022-05-21,MAT013,166,42,0,124
2022-05-21,MAT014,25,0,0,25
2022-05-21,MAT015,117,0,0,117
2022-05-21,MAT016,160,10,0,150
2022-05-21,MAT017,82,0,0,82
2022-05-21,MAT018,149,24,0,125
2022-05-21,MAT019,186,39,0,147
2022-05-21,MAT020,49,0,0,49
2022-05-21,MAT021,205,0,0,205
2022-05-21,MAT022,33,45,56,44
2022-05-21,MAT023,156,0,0,156
2022-05-21,MAT024,264,18,0,246
2022-05-21,MAT025,21,4,0,17
2022-05-21,MAT026,96,40,0,56
2022-05-21,MAT027,164,47,0,117
2022-05-21,MAT028,91,0,0,91
2022-05-21,MAT029,52,6,0,46
2022-05-21,MAT030,61,0,0,61
2022-05-21,MAT031,107,0,0,107
2022-05-21,MAT032,276,48,0,228
2022-05-21,MAT033,224,18,0,206
2022-05-21,MAT034,49,36,200,213
2022-05-21,MAT035,80,0,0,80
2022-05-21,MAT036,190,58,0,132
2022-05-21,MAT037,230,77,0,153
2022-05-21,MAT038,74,14,100,160
2022-05-21,MAT039,273,12,0,261
2022-05-21,MAT040,146,0,0,146
2022-05-21,MAT041,240,0,0,240
2022-05-21,MAT042,39,0,0,39
2022-05-21,MAT043,50,0,0,50
2022-05-21,MAT044,77,30,0,47
2022-05-21,MAT045,95,0,0,95
2022-05-21,MAT046,149,0,0,149
2022-05-21,MAT047,98,0,0,98
2022-05-21,MAT048,299,0,0,299
2022-05-21,MAT049,113,19,0,94
2022-05-21,MAT050,69,11,0,58
2022-05-22,MAT001,118,650,700,168
2022-05-22,MAT002,113,16,0,97
2022-05-22,MAT003,26,12,80,94
2022-05-22,MAT004,178,0,0,178
2022-05-22,MAT005,58,29,100,129
2022-05-22,MAT006,269,0,0,269
2022-05-22,MAT007,217,0,0,217
2022-05-22,MAT008,127,27,0,100
2022-05-22,MAT009,207,52,0,155
2022-05-22,MAT010,124,0,0,124
2022-05-22,MAT011,97,94,90,93
2022-05-22,MAT012,90,0,0,90
2022-05-22,MAT013,124,49,0,75
2022-05-22,MAT014,25,0,0,25
2022-05-22,MAT015,117,0,0,117
2022-05-22,MAT016,150,10,0,140
2022-05-22,MAT017,82,0,0,82
2022-05-22,MAT018,125,10,0,115
2022-05-22,MAT019,147,54,200,293
2022-05-22,MAT020,49,0,0,49
2022-05-22,MAT021,205,0,0,205
2022-05-22,MAT022,44,21,0,23
2022-05-22,MAT023,156,67,0,89
2022-05-22,MAT024,246,20,0,226
2022-05-22,MAT025,17,2,0,15
2022-05-22,MAT026,56,0,0,56
2022-05-22,MAT027,117,34,0,83
2022-05-22,MAT028,91,0,0,91
2022-05-22,MAT029,46,3,0,43
2022-05-22,MAT030,61,16,0,45
2022-05-22,MAT031,107,0,0,107
2022-05-22,MAT032,228,30,0,198
2022-05-22,MAT033,206,13,0,193
2022-05-22,MAT034,213,46,0,167
2022-05-22,MAT035,80,0,0,80
2022-05-22,MAT036,132,84,140,188
2022-05-22,MAT037,153,10,0,143
2022-05-22,MAT038,160,27,0,133
2022-05-22,MAT039,261,21,0,240
2022-05-22,MAT040,146,0,0,146
2022-05-22,MAT041,240,26,0,214
2022-05-22,MAT042,39,0,0,39
2022-05-22,MAT043,50,0,0,50
2022-05-22,MAT044,47,25,0,22
2022-05-22,MAT045,95,68,0,27
2022-05-22,MAT046,149,63,0,86
2022-05-22,MAT047,98,0,0,98
2022-05-22,MAT048,299,35,0,264
2022-05-22,MAT049,94,9,0,85
2022-05-22,MAT050,58,61,220,217
2022-05-23,MAT001,168,41,0,127
2022-05-23,MAT002,97,4,0,93
2022-05-23,MAT003,94,0,0,94
2022-05-23,MAT004,178,0,0,178
2022-05-23,MAT005,129,0,0,129
2022-05-23,MAT006,269,0,0,269
2022-05-23,MAT007,217,23,0,194
2022-05-23,MAT008,100,27,0,73
2022-05-23,MAT009,155,0,0,155
2022-05-23,MAT010,124,0,0,124
2022-05-23,MAT011,93,0,0,93
2022-05-23,MAT012,90,12,0,78
2022-05-23,MAT013,75,23,0,52
2022-05-23,MAT014,25,43,70,52
2022-05-23,MAT015,117,0,0,117
2022-05-23,MAT016,140,0,0,140
2022-05-23,MAT017,82,0,0,82
2022-05-23,MAT018,115,24,0,91
2022-05-23,MAT019,293,56,0,237
2022-05-23,MAT020,49,0,0,49
2022-05-23,MAT021,205,52,0,153
2022-05-23,MAT022,23,53,74,44
2022-05-23,MAT023,89,0,0,89
2022-05-23,MAT024,226,0,0,226
2022-05-23,MAT025,15,3,20,32
2022-05-23,MAT026,56,31,100,125
2022-05-23,MAT027,83,29,190,244
2022-05-23,MAT028,91,0,0,91
2022-05-23,MAT029,43,4,0,39
2022-05-23,MAT030,45,0,0,45
2022-05-23,MAT031,107,0,0,107
2022-05-23,MAT032,198,0,0,198
2022-05-23,MAT033,193,17,0,176
2022-05-23,MAT034,167,42,0,125
2022-05-23,MAT035,80,0,0,80
2022-05-23,MAT036,188,38,0,150
