name,historical_period,building_type,administrative_region,latitude,longitude,protection_batch,construction_year,preservation_status,architectural_style,floor_area,height,description
宁波市西戏台,清朝,戏台,浙江省宁波市,28.987990281141098,107.11295279023062,8,1890,一般,传统建筑风格,972.7439001931294,16.139470166340647,这是一座建于清朝（公元1890年）的戏台，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积972平方米，高16米，目前保存状况一般。
咸阳市西钟楼,宋朝,钟楼,陕西省咸阳市,26.858453660243438,105.10321961927082,8,1044,一般,地方特色风格,2523.9539313708565,8.800635510802618,这是一座建于宋朝（公元1044年）的钟楼，位于陕西省咸阳市，建筑风格为地方特色风格。建筑面积2523平方米，高8米，目前保存状况一般。
平遥县西民居,元朝,民居,山西省平遥县,23.603514151780896,115.45233291283685,3,1281,完好,北方四合院风格,1508.6531962651,8.14116012633848,这是一座建于元朝（公元1281年）的民居，位于山西省平遥县，建筑风格为北方四合院风格。建筑面积1508平方米，高8米，目前保存状况完好。是第3批重点文物保护单位。
南京市南驿站,元朝,驿站,江苏省南京市,31.963522766377118,102.67519160746237,7,1354,较差,地方特色风格,2322.77065158779,16.06608435302796,这是一座建于元朝（公元1354年）的驿站，位于江苏省南京市，建筑风格为地方特色风格。建筑面积2322平方米，高16米，目前保存状况较差。
绍兴市北鼓楼,唐朝,鼓楼,浙江省绍兴市,32.29058385815242,104.94121873016205,6,740,一般,传统建筑风格,1576.0211953499388,11.938502914649874,这是一座建于唐朝（公元740年）的鼓楼，位于浙江省绍兴市，建筑风格为传统建筑风格。建筑面积1576平方米，高11米，目前保存状况一般。
镇江市北城门,清朝,城门,江苏省镇江市,37.53501621759871,111.05700199537432,5,1888,较好,传统建筑风格,2944.682060093162,18.223865636400735,这是一座建于清朝（公元1888年）的城门，位于江苏省镇江市，建筑风格为传统建筑风格。建筑面积2944平方米，高18米，目前保存状况较好。
杭州市西庙宇,宋朝,庙宇,浙江省杭州市,33.65485772284126,117.29126549526347,4,1139,较好,地方特色风格,1463.291836603498,18.221888190491757,这是一座建于宋朝（公元1139年）的庙宇，位于浙江省杭州市，建筑风格为地方特色风格。建筑面积1463平方米，高18米，目前保存状况较好。是第4批重点文物保护单位。
咸阳市南塔楼,明朝,塔楼,陕西省咸阳市,29.77306268075667,111.57738754952821,2,1430,较好,传统建筑风格,2481.452620643435,12.377711172722508,这是一座建于明朝（公元1430年）的塔楼，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积2481平方米，高12米，目前保存状况较好。是第2批重点文物保护单位。
福州市东古城墙,宋朝,古城墙,福建省福州市,23.642092350354577,115.71651645913681,6,1029,较差,传统建筑风格,1825.9188011492536,18.328283912945206,这是一座建于宋朝（公元1029年）的古城墙，位于福建省福州市，建筑风格为传统建筑风格。建筑面积1825平方米，高18米，目前保存状况较差。
朝阳区中钟楼,唐朝,钟楼,北京市朝阳区,37.55609259839497,100.35737265663965,3,848,较好,地方特色风格,1985.372716228917,19.842584772290994,这是一座建于唐朝（公元848年）的钟楼，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积1985平方米，高19米，目前保存状况较好。是第3批重点文物保护单位。
海淀区北宫殿,唐朝,宫殿,北京市海淀区,39.30572404147546,102.97697778701787,4,712,较好,攒尖顶风格,38967.93733705416,18.585067460470654,这是一座建于唐朝（公元712年）的宫殿，位于北京市海淀区，建筑风格为攒尖顶风格。建筑面积38967平方米，高18米，目前保存状况较好。是第4批重点文物保护单位。
朝阳区南书院,明朝,书院,北京市朝阳区,22.160018968271466,110.66411131781474,8,1409,一般,传统建筑风格,2433.8719855772206,15.356190309213275,这是一座建于明朝（公元1409年）的书院，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积2433平方米，高15米，目前保存状况一般。
福州市中民居,明朝,民居,福建省福州市,33.525070909551744,119.50619806528478,4,1407,较好,福建土楼风格,331.59784779676556,6.415853081331067,这是一座建于明朝（公元1407年）的民居，位于福建省福州市，建筑风格为福建土楼风格。建筑面积331平方米，高6米，目前保存状况较好。是第4批重点文物保护单位。
晋中市北钟楼,清朝,钟楼,山西省晋中市,34.739944771521294,111.78141430452408,7,1844,较好,传统建筑风格,2664.8933228424926,16.09919125369787,这是一座建于清朝（公元1844年）的钟楼，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积2664平方米，高16米，目前保存状况较好。
海淀区东古城墙,清朝,古城墙,北京市海淀区,25.636019628762103,110.75172736241711,5,1765,完好,传统建筑风格,2422.1435533750664,16.923675950247066,这是一座建于清朝（公元1765年）的古城墙，位于北京市海淀区，建筑风格为传统建筑风格。建筑面积2422平方米，高16米，目前保存状况完好。
南京市北塔楼,元朝,塔楼,江苏省南京市,23.52759703168423,101.4449732332627,2,1298,完好,传统建筑风格,2461.3821252124512,17.37123333301634,这是一座建于元朝（公元1298年）的塔楼，位于江苏省南京市，建筑风格为传统建筑风格。建筑面积2461平方米，高17米，目前保存状况完好。是第2批重点文物保护单位。
海淀区西祠堂,元朝,祠堂,北京市海淀区,25.533642208521982,115.14475647312821,4,1282,完好,徽派建筑风格,1582.1404469982137,8.234618816480046,这是一座建于元朝（公元1282年）的祠堂，位于北京市海淀区，建筑风格为徽派建筑风格。建筑面积1582平方米，高8米，目前保存状况完好。是第4批重点文物保护单位。
平遥县中牌坊,唐朝,牌坊,山西省平遥县,35.38623242273485,106.13222763591192,2,766,较好,传统建筑风格,4438.825465873717,18.830385506374157,这是一座建于唐朝（公元766年）的牌坊，位于山西省平遥县，建筑风格为传统建筑风格。建筑面积4438平方米，高18米，目前保存状况较好。是第2批重点文物保护单位。
宁波市东会馆,唐朝,会馆,浙江省宁波市,31.791665351968533,101.02066077750175,4,907,较好,传统建筑风格,868.9924536677643,10.007239173902425,这是一座建于唐朝（公元907年）的会馆，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积868平方米，高10米，目前保存状况较好。是第4批重点文物保护单位。
杭州市中庙宇,元朝,庙宇,浙江省杭州市,23.197178377278494,105.82489763415187,8,1357,一般,地方特色风格,1982.0096640102001,10.788880304701522,这是一座建于元朝（公元1357年）的庙宇，位于浙江省杭州市，建筑风格为地方特色风格。建筑面积1982平方米，高10米，目前保存状况一般。
朝阳区中鼓楼,宋朝,鼓楼,北京市朝阳区,31.204033608808107,100.3912812685111,3,1047,较好,地方特色风格,2515.747986274142,12.14808197861984,这是一座建于宋朝（公元1047年）的鼓楼，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积2515平方米，高12米，目前保存状况较好。是第3批重点文物保护单位。
厦门市东官邸,宋朝,官邸,福建省厦门市,30.778557695357755,113.93124009111627,8,1003,一般,地方特色风格,4047.7326445504054,19.923387116208644,这是一座建于宋朝（公元1003年）的官邸，位于福建省厦门市，建筑风格为地方特色风格。建筑面积4047平方米，高19米，目前保存状况一般。
太原市东驿站,明朝,驿站,山西省太原市,37.25904965077214,101.68377222851858,6,1481,一般,地方特色风格,3088.016113410525,19.28226485176311,这是一座建于明朝（公元1481年）的驿站，位于山西省太原市，建筑风格为地方特色风格。建筑面积3088平方米，高19米，目前保存状况一般。
宁波市东戏台,清朝,戏台,浙江省宁波市,27.705051317521256,108.53074134269183,5,1871,较好,地方特色风格,4658.452278276142,14.20266637245369,这是一座建于清朝（公元1871年）的戏台，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积4658平方米，高14米，目前保存状况较好。
平遥县南寺庙,宋朝,寺庙,山西省平遥县,21.979302237145383,109.19275925240262,3,1264,完好,唐代佛寺风格,10682.910205239834,15.41253239221714,这是一座建于宋朝（公元1264年）的寺庙，位于山西省平遥县，建筑风格为唐代佛寺风格。建筑面积10682平方米，高15米，目前保存状况完好。是第3批重点文物保护单位。
厦门市北佛塔,明朝,佛塔,福建省厦门市,33.34220503913703,118.87509380888258,7,1619,较好,地方特色风格,2887.450245581668,14.242165994660919,这是一座建于明朝（公元1619年）的佛塔，位于福建省厦门市，建筑风格为地方特色风格。建筑面积2887平方米，高14米，目前保存状况较好。
杭州市东庙宇,唐朝,庙宇,浙江省杭州市,28.72142706807174,106.00078388739364,8,646,一般,传统建筑风格,4975.91701294278,9.144414653092477,这是一座建于唐朝（公元646年）的庙宇，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积4975平方米，高9米，目前保存状况一般。
太原市南祠堂,宋朝,祠堂,山西省太原市,35.47873820587445,116.20919324310287,4,1222,完好,江南祠堂风格,1471.9721147423627,7.791578389218586,这是一座建于宋朝（公元1222年）的祠堂，位于山西省太原市，建筑风格为江南祠堂风格。建筑面积1471平方米，高7米，目前保存状况完好。是第4批重点文物保护单位。
厦门市西宫殿,唐朝,宫殿,福建省厦门市,34.12611199268757,101.59896306269692,7,807,一般,宫廷建筑风格,45631.18068106248,19.158755084759864,这是一座建于唐朝（公元807年）的宫殿，位于福建省厦门市，建筑风格为宫廷建筑风格。建筑面积45631平方米，高19米，目前保存状况一般。
平遥县中民居,明朝,民居,山西省平遥县,36.84142109160018,104.61198725087937,8,1603,较好,北方四合院风格,1465.6445343955836,6.533585151968571,这是一座建于明朝（公元1603年）的民居，位于山西省平遥县，建筑风格为北方四合院风格。建筑面积1465平方米，高6米，目前保存状况较好。
朝阳区东牌坊,宋朝,牌坊,北京市朝阳区,21.81743272025621,118.78699037743888,3,971,完好,地方特色风格,3412.5566033688283,19.276501069069358,这是一座建于宋朝（公元971年）的牌坊，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积3412平方米，高19米，目前保存状况完好。是第3批重点文物保护单位。
大同市北寺庙,明朝,寺庙,山西省大同市,28.121741448545635,113.67711547766676,6,1639,较好,唐代佛寺风格,48492.438610275814,21.72891527367712,这是一座建于明朝（公元1639年）的寺庙，位于山西省大同市，建筑风格为唐代佛寺风格。建筑面积48492平方米，高21米，目前保存状况较好。
西安市西佛塔,明朝,佛塔,陕西省西安市,32.108844061821586,115.04579308032271,7,1589,较差,传统建筑风格,4737.012116997278,14.08601281802677,这是一座建于明朝（公元1589年）的佛塔，位于陕西省西安市，建筑风格为传统建筑风格。建筑面积4737平方米，高14米，目前保存状况较差。
东城区北道观,唐朝,道观,北京市东城区,25.276275600605082,105.14050198019339,8,691,一般,传统建筑风格,650.8483751497452,18.07416157703713,这是一座建于唐朝（公元691年）的道观，位于北京市东城区，建筑风格为传统建筑风格。建筑面积650平方米，高18米，目前保存状况一般。
延安市东塔楼,唐朝,塔楼,陕西省延安市,38.02959946216238,113.02425228509335,2,719,较好,地方特色风格,1790.3003189497415,18.73587522760041,这是一座建于唐朝（公元719年）的塔楼，位于陕西省延安市，建筑风格为地方特色风格。建筑面积1790平方米，高18米，目前保存状况较好。是第2批重点文物保护单位。
晋中市南会馆,宋朝,会馆,山西省晋中市,25.092259690818494,119.96598711307155,4,1115,较好,地方特色风格,4531.607415632612,18.77955962267409,这是一座建于宋朝（公元1115年）的会馆，位于山西省晋中市，建筑风格为地方特色风格。建筑面积4531平方米，高18米，目前保存状况较好。是第4批重点文物保护单位。
大同市北牌坊,清朝,牌坊,山西省大同市,25.749449590654795,109.93962766774928,5,1762,较好,传统建筑风格,3281.8244714095295,9.866446993061286,这是一座建于清朝（公元1762年）的牌坊，位于山西省大同市，建筑风格为传统建筑风格。建筑面积3281平方米，高9米，目前保存状况较好。
延安市东民居,元朝,民居,陕西省延安市,33.13219700889284,112.22337197436161,2,1329,较好,福建土楼风格,768.7274483197506,9.025330274612118,这是一座建于元朝（公元1329年）的民居，位于陕西省延安市，建筑风格为福建土楼风格。建筑面积768平方米，高9米，目前保存状况较好。是第2批重点文物保护单位。
东城区南牌坊,宋朝,牌坊,北京市东城区,35.4067323315798,105.90912057767146,8,1108,一般,传统建筑风格,2705.291507254866,16.305880073286936,这是一座建于宋朝（公元1108年）的牌坊，位于北京市东城区，建筑风格为传统建筑风格。建筑面积2705平方米，高16米，目前保存状况一般。
东城区北戏台,元朝,戏台,北京市东城区,28.63724131798426,104.49108718866609,5,1314,较差,传统建筑风格,2916.3968349597735,13.602257031310405,这是一座建于元朝（公元1314年）的戏台，位于北京市东城区，建筑风格为传统建筑风格。建筑面积2916平方米，高13米，目前保存状况较差。
杭州市东民居,元朝,民居,浙江省杭州市,27.739663956514935,115.65957777643908,1,1367,完好,徽派民居风格,516.684222418671,10.43211329672964,这是一座建于元朝（公元1367年）的民居，位于浙江省杭州市，建筑风格为徽派民居风格。建筑面积516平方米，高10米，目前保存状况完好。是第1批重点文物保护单位。
苏州市西鼓楼,宋朝,鼓楼,江苏省苏州市,30.5962228309239,102.92012750352409,6,964,较差,传统建筑风格,3729.636094832255,18.575175356323143,这是一座建于宋朝（公元964年）的鼓楼，位于江苏省苏州市，建筑风格为传统建筑风格。建筑面积3729平方米，高18米，目前保存状况较差。
咸阳市南桥梁,唐朝,桥梁,陕西省咸阳市,20.34604220124337,112.54510287256007,5,829,一般,地方特色风格,2349.3784629217707,9.866101716191773,这是一座建于唐朝（公元829年）的桥梁，位于陕西省咸阳市，建筑风格为地方特色风格。建筑面积2349平方米，高9米，目前保存状况一般。
泉州市中祠堂,清朝,祠堂,福建省泉州市,20.655168418578516,109.56619141836748,6,1661,较好,岭南祠堂风格,449.64608656036665,8.899217209701092,这是一座建于清朝（公元1661年）的祠堂，位于福建省泉州市，建筑风格为岭南祠堂风格。建筑面积449平方米，高8米，目前保存状况较好。
福州市北戏台,唐朝,戏台,福建省福州市,25.598495863014136,103.34253045042844,1,836,完好,地方特色风格,3887.699351425862,17.546964650722266,这是一座建于唐朝（公元836年）的戏台，位于福建省福州市，建筑风格为地方特色风格。建筑面积3887平方米，高17米，目前保存状况完好。是第1批重点文物保护单位。
湖州市南钟楼,宋朝,钟楼,浙江省湖州市,27.058751689278193,101.97588618689517,2,1059,较好,地方特色风格,989.8559019404495,12.441273453460918,这是一座建于宋朝（公元1059年）的钟楼，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积989平方米，高12米，目前保存状况较好。是第2批重点文物保护单位。
泉州市北书院,清朝,书院,福建省泉州市,32.974352244638986,117.74819750470603,5,1745,一般,地方特色风格,2873.508124514895,9.60220484145821,这是一座建于清朝（公元1745年）的书院，位于福建省泉州市，建筑风格为地方特色风格。建筑面积2873平方米，高9米，目前保存状况一般。
镇江市北驿站,清朝,驿站,江苏省镇江市,37.98627855926131,114.67866527878826,7,1878,较好,地方特色风格,2982.171387109806,19.5990940705812,这是一座建于清朝（公元1878年）的驿站，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积2982平方米，高19米，目前保存状况较好。
晋中市西祠堂,元朝,祠堂,山西省晋中市,24.40896047063359,112.45762159148927,1,1324,完好,岭南祠堂风格,273.1770051682676,6.8782565031233585,这是一座建于元朝（公元1324年）的祠堂，位于山西省晋中市，建筑风格为岭南祠堂风格。建筑面积273平方米，高6米，目前保存状况完好。是第1批重点文物保护单位。
大同市东牌坊,元朝,牌坊,山西省大同市,38.6155247824248,115.00694143031464,3,1328,较好,传统建筑风格,4949.446053415633,13.058467506166608,这是一座建于元朝（公元1328年）的牌坊，位于山西省大同市，建筑风格为传统建筑风格。建筑面积4949平方米，高13米，目前保存状况较好。是第3批重点文物保护单位。
咸阳市东驿站,明朝,驿站,陕西省咸阳市,22.926752262090595,109.55839393802648,5,1521,较好,传统建筑风格,1845.035118467534,18.20560661428385,这是一座建于明朝（公元1521年）的驿站，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积1845平方米，高18米，目前保存状况较好。
西安市南佛塔,宋朝,佛塔,陕西省西安市,27.786099498139333,110.9162571273196,4,1263,较好,传统建筑风格,3371.2391418787856,15.612971509068727,这是一座建于宋朝（公元1263年）的佛塔，位于陕西省西安市，建筑风格为传统建筑风格。建筑面积3371平方米，高15米，目前保存状况较好。是第4批重点文物保护单位。
厦门市西书院,唐朝,书院,福建省厦门市,25.132477502248022,110.24189549318713,3,744,完好,传统建筑风格,3530.7023960834613,15.007216146162458,这是一座建于唐朝（公元744年）的书院，位于福建省厦门市，建筑风格为传统建筑风格。建筑面积3530平方米，高15米，目前保存状况完好。是第3批重点文物保护单位。
厦门市西宫殿,清朝,宫殿,福建省厦门市,22.199052394154926,108.71508443157131,7,1857,完好,攒尖顶风格,46518.050906752156,29.312007689521757,这是一座建于清朝（公元1857年）的宫殿，位于福建省厦门市，建筑风格为攒尖顶风格。建筑面积46518平方米，高29米，目前保存状况完好。
泉州市西民居,元朝,民居,福建省泉州市,36.072637354099655,111.35097618040928,1,1287,较好,北方四合院风格,873.884335950795,10.665816435620972,这是一座建于元朝（公元1287年）的民居，位于福建省泉州市，建筑风格为北方四合院风格。建筑面积873平方米，高10米，目前保存状况较好。是第1批重点文物保护单位。
杭州市南鼓楼,明朝,鼓楼,浙江省杭州市,26.503652211341468,111.35803592126807,6,1634,完好,传统建筑风格,4345.907049148755,17.129589880897342,这是一座建于明朝（公元1634年）的鼓楼，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积4345平方米，高17米，目前保存状况完好。
湖州市北牌坊,宋朝,牌坊,浙江省湖州市,39.21343169095058,105.47876941864,2,1276,较好,地方特色风格,1363.1680582517647,10.928154583756154,这是一座建于宋朝（公元1276年）的牌坊，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积1363平方米，高10米，目前保存状况较好。是第2批重点文物保护单位。
大同市中城门,唐朝,城门,山西省大同市,37.28256601555013,102.57056090859771,3,855,完好,地方特色风格,627.6526455297612,11.199251353569899,这是一座建于唐朝（公元855年）的城门，位于山西省大同市，建筑风格为地方特色风格。建筑面积627平方米，高11米，目前保存状况完好。是第3批重点文物保护单位。
湖州市东道观,元朝,道观,浙江省湖州市,27.83819875767393,106.16348755680104,3,1335,完好,地方特色风格,3174.2595895708414,8.073636695571315,这是一座建于元朝（公元1335年）的道观，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积3174平方米，高8米，目前保存状况完好。是第3批重点文物保护单位。
漳州市西庙宇,元朝,庙宇,福建省漳州市,29.456432914368694,110.48072927868476,7,1333,较差,地方特色风格,4870.747390811288,12.580673986935446,这是一座建于元朝（公元1333年）的庙宇，位于福建省漳州市，建筑风格为地方特色风格。建筑面积4870平方米，高12米，目前保存状况较差。
南京市北桥梁,明朝,桥梁,江苏省南京市,34.522262535479136,114.61781392377215,1,1440,较好,传统建筑风格,4272.7173587580955,13.23717428118269,这是一座建于明朝（公元1440年）的桥梁，位于江苏省南京市，建筑风格为传统建筑风格。建筑面积4272平方米，高13米，目前保存状况较好。是第1批重点文物保护单位。
绍兴市西寺庙,明朝,寺庙,浙江省绍兴市,33.60020519900904,119.16740714512854,8,1637,完好,宋代佛寺风格,46453.46964776052,23.86417620740223,这是一座建于明朝（公元1637年）的寺庙，位于浙江省绍兴市，建筑风格为宋代佛寺风格。建筑面积46453平方米，高23米，目前保存状况完好。
福州市东祠堂,明朝,祠堂,福建省福州市,29.49822157300874,101.12043558622368,3,1386,较好,徽派建筑风格,1238.1891730130242,6.057666579778881,这是一座建于明朝（公元1386年）的祠堂，位于福建省福州市，建筑风格为徽派建筑风格。建筑面积1238平方米，高6米，目前保存状况较好。是第3批重点文物保护单位。
朝阳区中园林,元朝,园林,北京市朝阳区,35.580786740139224,106.83411980393731,3,1310,较好,北方园林风格,4354.704300071849,11.60110389547292,这是一座建于元朝（公元1310年）的园林，位于北京市朝阳区，建筑风格为北方园林风格。建筑面积4354平方米，高11米，目前保存状况较好。是第3批重点文物保护单位。
漳州市西古城墙,清朝,古城墙,福建省漳州市,37.651855616728774,107.15307518342624,8,1718,一般,地方特色风格,1327.2797498337632,16.77377121197192,这是一座建于清朝（公元1718年）的古城墙，位于福建省漳州市，建筑风格为地方特色风格。建筑面积1327平方米，高16米，目前保存状况一般。
扬州市东牌坊,元朝,牌坊,江苏省扬州市,26.989750381496876,104.6592258013994,4,1353,完好,地方特色风格,4806.381729368136,14.13658218703032,这是一座建于元朝（公元1353年）的牌坊，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积4806平方米，高14米，目前保存状况完好。是第4批重点文物保护单位。
西城区中古城墙,清朝,古城墙,北京市西城区,35.69238035027506,107.15319015757633,5,1754,较好,传统建筑风格,4351.9567048354465,11.764102458026153,这是一座建于清朝（公元1754年）的古城墙，位于北京市西城区，建筑风格为传统建筑风格。建筑面积4351平方米，高11米，目前保存状况较好。
杭州市西塔楼,唐朝,塔楼,浙江省杭州市,31.270792242806408,102.25531753338615,8,773,较差,传统建筑风格,928.1351235912717,15.036434483401736,这是一座建于唐朝（公元773年）的塔楼，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积928平方米，高15米，目前保存状况较差。
大同市北庙宇,清朝,庙宇,山西省大同市,39.92130236197044,105.2095026040683,5,1696,完好,传统建筑风格,1271.6538650187354,14.137108509161797,这是一座建于清朝（公元1696年）的庙宇，位于山西省大同市，建筑风格为传统建筑风格。建筑面积1271平方米，高14米，目前保存状况完好。
宁波市南庙宇,明朝,庙宇,浙江省宁波市,20.00521135693947,106.52083903489935,3,1413,完好,地方特色风格,4216.559870396775,9.784943282804345,这是一座建于明朝（公元1413年）的庙宇，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积4216平方米，高9米，目前保存状况完好。是第3批重点文物保护单位。
杭州市北戏台,唐朝,戏台,浙江省杭州市,23.459323151058584,107.93668461149795,8,639,较差,传统建筑风格,2671.5647755546993,11.35635713936019,这是一座建于唐朝（公元639年）的戏台，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积2671平方米，高11米，目前保存状况较差。
延安市南祠堂,明朝,祠堂,陕西省延安市,37.33661849319533,119.26517757709082,8,1433,较差,徽派建筑风格,495.37039651519063,9.215505666963248,这是一座建于明朝（公元1433年）的祠堂，位于陕西省延安市，建筑风格为徽派建筑风格。建筑面积495平方米，高9米，目前保存状况较差。
西安市东寺庙,明朝,寺庙,陕西省西安市,39.22907353598433,111.40771393899266,8,1532,完好,唐代佛寺风格,7426.952580934803,26.113717339530368,这是一座建于明朝（公元1532年）的寺庙，位于陕西省西安市，建筑风格为唐代佛寺风格。建筑面积7426平方米，高26米，目前保存状况完好。
镇江市北宫殿,唐朝,宫殿,江苏省镇江市,29.483631446145466,105.27527310702678,2,646,较好,攒尖顶风格,15847.996526736088,21.955317933220982,这是一座建于唐朝（公元646年）的宫殿，位于江苏省镇江市，建筑风格为攒尖顶风格。建筑面积15847平方米，高21米，目前保存状况较好。是第2批重点文物保护单位。
咸阳市中塔楼,宋朝,塔楼,陕西省咸阳市,25.67016874601455,112.12334441960526,5,1117,较差,传统建筑风格,1370.544597128628,19.35282430886066,这是一座建于宋朝（公元1117年）的塔楼，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积1370平方米，高19米，目前保存状况较差。
延安市南钟楼,清朝,钟楼,陕西省延安市,37.060982070664345,108.68414984909515,6,1756,完好,传统建筑风格,3312.278414027734,12.970123589111386,这是一座建于清朝（公元1756年）的钟楼，位于陕西省延安市，建筑风格为传统建筑风格。建筑面积3312平方米，高12米，目前保存状况完好。
海淀区西佛塔,宋朝,佛塔,北京市海淀区,29.668096982067276,110.94640939393958,2,1102,完好,地方特色风格,4585.918282402945,15.507296867794638,这是一座建于宋朝（公元1102年）的佛塔，位于北京市海淀区，建筑风格为地方特色风格。建筑面积4585平方米，高15米，目前保存状况完好。是第2批重点文物保护单位。
西安市东会馆,明朝,会馆,陕西省西安市,26.035349133541818,112.7559775933114,5,1555,较好,地方特色风格,799.7809635113008,14.776334658235118,这是一座建于明朝（公元1555年）的会馆，位于陕西省西安市，建筑风格为地方特色风格。建筑面积799平方米，高14米，目前保存状况较好。
漳州市东会馆,元朝,会馆,福建省漳州市,37.074097238876504,116.32809618933226,4,1333,完好,地方特色风格,1105.1371466209107,14.48747363368243,这是一座建于元朝（公元1333年）的会馆，位于福建省漳州市，建筑风格为地方特色风格。建筑面积1105平方米，高14米，目前保存状况完好。是第4批重点文物保护单位。
扬州市东庙宇,明朝,庙宇,江苏省扬州市,37.72925171748054,113.53879414258267,7,1422,一般,地方特色风格,2671.7704846773768,12.661881086837013,这是一座建于明朝（公元1422年）的庙宇，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积2671平方米，高12米，目前保存状况一般。
太原市北牌坊,明朝,牌坊,山西省太原市,28.266515749345132,116.21541030706445,1,1414,完好,传统建筑风格,3945.513871992098,15.277233394802415,这是一座建于明朝（公元1414年）的牌坊，位于山西省太原市，建筑风格为传统建筑风格。建筑面积3945平方米，高15米，目前保存状况完好。是第1批重点文物保护单位。
朝阳区北城门,宋朝,城门,北京市朝阳区,25.663660615261612,109.074965104339,1,1008,完好,传统建筑风格,2394.574364685419,8.986329294084564,这是一座建于宋朝（公元1008年）的城门，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积2394平方米，高8米，目前保存状况完好。是第1批重点文物保护单位。
延安市东塔楼,宋朝,塔楼,陕西省延安市,29.696659925842695,117.49125619626062,3,1264,较好,地方特色风格,4479.08272466803,11.776763375776795,这是一座建于宋朝（公元1264年）的塔楼，位于陕西省延安市，建筑风格为地方特色风格。建筑面积4479平方米，高11米，目前保存状况较好。是第3批重点文物保护单位。
延安市中塔楼,明朝,塔楼,陕西省延安市,35.403856011953025,117.86844890080506,5,1589,较好,传统建筑风格,2821.4483643208187,17.500059996043056,这是一座建于明朝（公元1589年）的塔楼，位于陕西省延安市，建筑风格为传统建筑风格。建筑面积2821平方米，高17米，目前保存状况较好。
杭州市西钟楼,唐朝,钟楼,浙江省杭州市,26.644166588993027,116.27538687428341,1,693,完好,地方特色风格,1733.6089663132943,16.904570725271462,这是一座建于唐朝（公元693年）的钟楼，位于浙江省杭州市，建筑风格为地方特色风格。建筑面积1733平方米，高16米，目前保存状况完好。是第1批重点文物保护单位。
大同市东会馆,宋朝,会馆,山西省大同市,23.415979229007725,104.99716189946032,1,1017,较好,传统建筑风格,2391.7542583450213,10.998641769786518,这是一座建于宋朝（公元1017年）的会馆，位于山西省大同市，建筑风格为传统建筑风格。建筑面积2391平方米，高10米，目前保存状况较好。是第1批重点文物保护单位。
西安市南民居,元朝,民居,陕西省西安市,38.899774873086514,106.14779596578472,6,1340,较差,徽派民居风格,422.3825860996996,9.782541725407995,这是一座建于元朝（公元1340年）的民居，位于陕西省西安市，建筑风格为徽派民居风格。建筑面积422平方米，高9米，目前保存状况较差。
扬州市南祠堂,唐朝,祠堂,江苏省扬州市,39.50519676966334,108.13706947213383,1,815,完好,江南祠堂风格,1290.3267145329864,9.798305312242256,这是一座建于唐朝（公元815年）的祠堂，位于江苏省扬州市，建筑风格为江南祠堂风格。建筑面积1290平方米，高9米，目前保存状况完好。是第1批重点文物保护单位。
镇江市南驿站,明朝,驿站,江苏省镇江市,37.560071185850624,119.99093772795182,6,1511,一般,传统建筑风格,1832.7530448388206,8.66410621109036,这是一座建于明朝（公元1511年）的驿站，位于江苏省镇江市，建筑风格为传统建筑风格。建筑面积1832平方米，高8米，目前保存状况一般。
扬州市中钟楼,唐朝,钟楼,江苏省扬州市,27.360158043717256,105.68137990528707,3,666,完好,传统建筑风格,4987.56301750104,13.444232690459474,这是一座建于唐朝（公元666年）的钟楼，位于江苏省扬州市，建筑风格为传统建筑风格。建筑面积4987平方米，高13米，目前保存状况完好。是第3批重点文物保护单位。
泉州市南园林,清朝,园林,福建省泉州市,33.418701414460436,110.34894966121325,8,1698,较好,北方园林风格,3943.5065307783234,17.638080894296472,这是一座建于清朝（公元1698年）的园林，位于福建省泉州市，建筑风格为北方园林风格。建筑面积3943平方米，高17米，目前保存状况较好。
东城区中塔楼,清朝,塔楼,北京市东城区,39.43778168592078,105.19847364409488,8,1779,较好,传统建筑风格,1033.3549705897997,15.833844824146379,这是一座建于清朝（公元1779年）的塔楼，位于北京市东城区，建筑风格为传统建筑风格。建筑面积1033平方米，高15米，目前保存状况较好。
